date,Affordability Index,\hspace{2mm} Monthly Payment (\$),\hspace{4mm} Median Home Price (\$),\hspace{4mm} Mortgage Rate (\%),\hspace{2mm} Median Monthly Earnings (\$)
2012-10-01,102.09237720527808,984.499521143729,247200.0,3.3825000000000003,3346.9795524850074
2012-11-01,102.68900077809353,972.0170500135195,245000.0,3.3519999999999994,3323.8548048517773
2012-12-01,99.75719440033195,1023.8845369274326,258300.0,3.3449999999999998,3401.2569648323333
2013-01-01,99.92272907790398,1005.5776846178242,251500.0,3.4140000000000006,3345.986216010199
2013-02-01,93.31810003888936,1075.708861918699,265100.0,3.5324999999999998,3342.757469401991
2013-03-01,96.03282203888288,1049.0879872474961,257500.0,3.565,3354.8711034162056
2013-04-01,90.05874269586695,1121.0603492750533,279300.0,3.4450000000000003,3362.0108085452957
2013-05-01,93.45630949805808,1070.4927525635073,263700.0,3.5360000000000005,3331.475256566808
2013-06-01,89.25733890970959,1125.7490361338232,259800.0,4.07,3346.0293960743365
2013-07-01,83.90216417445752,1177.5175213800728,262200.0,4.37,3289.915737624468
2013-08-01,85.38198588544317,1158.2114911611498,255300.0,4.456,3293.050226449623
2013-09-01,82.37961672526008,1228.8909084900783,269800.0,4.49,3371.1442158843583
2013-10-01,85.82500268288344,1162.1147434375948,264300.0,4.192,3321.292082412554
2013-11-01,84.41382853859649,1227.5790038400053,277100.0,4.255,3450.7006301394517
2013-12-01,82.81072979022358,1250.0726276764549,275500.0,4.4575,3447.1969054027
2014-01-01,84.93943769568304,1220.5418459219618,269800.0,4.432,3452.2821979528594
2014-02-01,88.12942787966459,1195.7660862910172,268400.0,4.3025,3509.2266293890084
2014-03-01,82.11987548674264,1263.6684173224144,282300.0,4.3425,3455.6173597986253
2014-04-01,84.13231358040633,1228.025966023836,274500.0,4.3375,3440.444966424679
2014-05-01,79.48547256473748,1255.7698476192852,285600.0,4.192,3323.8548103598896
2014-06-01,79.9346493005017,1257.4843502848723,287000.0,4.1625,3347.201799011654
2014-07-01,81.8143458933522,1223.795271364298,280400.0,4.13,3334.1295208137817
2014-08-01,79.21746597616482,1270.826136318764,291700.0,4.115,3352.3651529745744
2014-09-01,91.74423506773908,1145.7566466881328,261500.0,4.1625,3500.381685235212
2014-10-01,77.90794207251767,1281.6849778338467,297000.0,4.036,3325.119518976238
2014-11-01,80.82640481651931,1281.3299330850089,298300.0,3.9975,3448.7242194392497
2014-12-01,82.74909465550212,1274.2816048646728,301500.0,3.864,3511.3401163191083
2015-01-01,88.42087303965141,1205.1688080554716,292000.0,3.6700000000000004,3548.5172030084154
2015-02-01,88.59419368189,1188.7133235586969,286600.0,3.71,3506.926177372759
