date,Openings,Hires,Quits,Separations,Layoffs,Other_Sep,Unemp,JTS000000000000000QUR,JTS110099000000000QUR,JTS230000000000000QUR,JTS320000000000000QUR,JTS340000000000000QUR,JTS510000000000000QUR,JTS510099000000000QUR,JTS540099000000000QUR,JTS440000000000000QUR,JTS480099000000000QUR,JTS610000000000000QUR,JTS620000000000000QUR,JTS720000000000000QUR,JTS910000000000000QUR,JTS920000000000000QUR
2011-10-01,3619.0,4370.0,1997.0,4150.0,1794.0,359.0,13594.0,1.5,1.8,1.5,0.8,1.2,1.2,1.1,2.5,2.2,1.2,0.9,1.3,2.6,0.3,0.5
2011-11-01,3565.0,4365.0,2039.0,4267.0,1912.0,316.0,13302.0,1.5,1.4,2.1,0.8,1.3,1.4,1.1,2.5,1.9,1.2,0.8,1.3,2.9,0.3,0.6
2011-12-01,3768.0,4356.0,1981.0,4084.0,1801.0,303.0,13093.0,1.5,1.7,1.5,0.8,1.1,1.4,1.1,1.8,2.3,1.2,1.2,1.3,3.0,0.3,0.7
2012-01-01,3909.0,4457.0,2030.0,4158.0,1797.0,332.0,12797.0,1.5,2.0,1.4,0.7,1.1,1.4,1.1,2.3,2.1,1.3,1.0,1.4,3.1,0.3,0.6
2012-02-01,3616.0,4560.0,2130.0,4349.0,1903.0,315.0,12813.0,1.6,1.8,1.4,0.8,1.2,1.3,1.1,2.3,2.3,1.3,1.0,1.6,3.1,0.4,0.7
2012-03-01,3979.0,4575.0,2167.0,4277.0,1784.0,326.0,12713.0,1.6,1.7,1.6,0.8,1.1,1.3,1.1,2.3,2.2,1.5,1.1,1.4,3.4,0.3,0.6
2012-04-01,3793.0,4389.0,2134.0,4333.0,1880.0,319.0,12646.0,1.6,2.0,1.3,0.8,1.1,1.1,1.4,2.1,2.3,1.6,1.0,1.4,3.3,0.4,0.7
2012-05-01,3835.0,4533.0,2138.0,4437.0,1969.0,331.0,12660.0,1.6,1.8,1.4,0.8,1.1,1.4,1.0,2.3,2.2,1.4,1.0,1.4,3.3,0.5,0.7
2012-06-01,3911.0,4440.0,2152.0,4382.0,1892.0,339.0,12692.0,1.6,1.6,1.6,0.8,1.2,1.5,1.2,2.0,2.3,1.5,1.2,1.4,3.4,0.3,0.6
2012-07-01,3735.0,4327.0,2072.0,4151.0,1722.0,357.0,12656.0,1.5,2.1,1.4,0.7,1.1,1.1,1.1,1.9,2.3,1.2,1.0,1.4,3.2,0.3,0.6
2012-08-01,3809.0,4450.0,2069.0,4318.0,1894.0,356.0,12471.0,1.5,1.9,1.2,0.9,1.0,1.5,1.1,1.9,2.2,1.6,1.3,1.4,2.9,0.3,0.6
2012-09-01,3882.0,4302.0,1950.0,4092.0,1805.0,337.0,12115.0,1.4,1.8,1.3,0.8,1.1,1.4,1.3,1.9,2.2,1.2,1.3,1.2,3.0,0.3,0.6
2012-10-01,3775.0,4389.0,2035.0,4261.0,1891.0,336.0,12124.0,1.5,2.8,1.8,0.8,1.0,1.4,1.2,1.8,2.2,1.6,1.1,1.3,3.1,0.4,0.6
2012-11-01,3878.0,4489.0,2078.0,4347.0,1921.0,347.0,12005.0,1.5,1.6,1.8,0.8,1.0,1.3,1.2,2.0,2.2,1.5,1.0,1.4,3.1,0.4,0.7
2012-12-01,3970.0,4452.0,2051.0,4118.0,1700.0,367.0,12298.0,1.5,1.6,1.3,0.8,1.1,1.5,0.9,2.1,2.2,1.1,1.0,1.4,3.2,0.4,0.6
2013-01-01,3923.0,4487.0,2280.0,4347.0,1678.0,388.0,12471.0,1.7,1.4,2.3,0.8,0.9,1.5,1.2,1.9,2.6,1.6,1.1,1.6,3.4,0.3,0.6
2013-02-01,4004.0,4571.0,2298.0,4293.0,1664.0,331.0,11950.0,1.7,1.5,1.8,0.9,1.0,1.2,1.5,2.1,2.4,1.5,1.1,1.5,3.5,0.4,0.6
2013-03-01,4076.0,4369.0,2124.0,4241.0,1787.0,331.0,11689.0,1.6,1.9,1.6,0.7,1.0,1.1,1.2,2.1,2.2,1.3,0.9,1.5,3.2,0.4,0.6
2013-04-01,3988.0,4572.0,2296.0,4422.0,1793.0,334.0,11760.0,1.7,1.6,1.6,0.9,1.1,1.6,1.2,2.4,2.4,1.3,1.0,1.5,3.3,0.3,0.8
2013-05-01,4145.0,4663.0,2234.0,4442.0,1836.0,371.0,11654.0,1.6,1.6,1.6,0.9,1.2,1.3,1.4,2.4,2.1,1.6,1.1,1.4,3.3,0.4,0.6
2013-06-01,4150.0,4440.0,2203.0,4307.0,1761.0,342.0,11751.0,1.6,2.0,1.7,0.8,1.1,1.5,1.3,2.5,2.2,1.3,1.1,1.5,3.1,0.4,0.6
2013-07-01,3885.0,4561.0,2363.0,4421.0,1713.0,345.0,11335.0,1.7,1.6,1.8,1.1,0.9,1.3,1.3,2.8,2.3,1.4,1.0,1.6,3.3,0.4,0.6
2013-08-01,4085.0,4730.0,2316.0,4493.0,1816.0,362.0,11279.0,1.7,1.3,1.6,0.7,1.2,2.0,1.4,2.5,2.7,1.3,1.1,1.5,3.0,0.5,0.6
2013-09-01,4128.0,4726.0,2302.0,4519.0,1892.0,325.0,11270.0,1.7,1.3,1.6,0.8,1.1,1.2,1.3,2.3,2.7,1.4,1.1,1.5,3.2,0.3,0.6
2013-10-01,4222.0,4518.0,2372.0,4350.0,1675.0,303.0,11136.0,1.7,1.3,1.6,0.8,1.0,0.7,1.1,2.4,2.6,1.2,1.2,1.6,3.9,0.4,0.6
2013-11-01,4119.0,4622.0,2391.0,4367.0,1630.0,346.0,10787.0,1.7,1.4,1.3,0.9,1.2,1.3,1.2,2.6,2.7,1.5,1.0,1.5,3.4,0.3,0.6
2013-12-01,4121.0,4614.0,2287.0,4392.0,1770.0,334.0,10404.0,1.7,2.0,1.3,0.8,1.2,1.2,1.0,2.5,2.3,1.6,1.2,1.6,3.3,0.4,0.7
2014-01-01,4127.0,4626.0,2311.0,4435.0,1806.0,319.0,10202.0,1.7,1.4,1.6,0.8,1.2,1.2,0.9,2.4,2.6,1.5,1.1,1.5,3.4,0.3,0.6
2014-02-01,4373.0,4696.0,2411.0,4549.0,1767.0,371.0,10349.0,1.8,1.8,1.6,0.8,1.1,1.3,1.1,2.3,2.7,1.5,1.4,1.5,3.9,0.4,0.7
2014-03-01,4388.0,4763.0,2449.0,4518.0,1703.0,367.0,10380.0,1.8,1.8,1.5,0.9,1.1,1.4,1.2,2.7,2.7,1.6,1.1,1.3,3.5,0.4,0.7
2014-04-01,4566.0,4880.0,2474.0,4597.0,1764.0,358.0,9702.0,1.8,2.0,1.7,0.8,1.1,1.4,1.0,2.5,2.8,1.6,1.2,1.6,3.7,0.4,0.7
2014-05-01,4747.0,4808.0,2483.0,4572.0,1710.0,379.0,9859.0,1.8,1.7,2.0,0.9,1.1,1.4,1.1,2.4,2.8,1.5,1.3,1.5,3.3,0.4,0.7
2014-06-01,4982.0,4925.0,2507.0,4612.0,1761.0,345.0,9460.0,1.8,1.7,1.9,0.8,1.1,1.4,1.0,2.6,2.8,1.6,1.1,1.6,3.6,0.4,0.6
2014-07-01,4846.0,5008.0,2633.0,4748.0,1781.0,334.0,9608.0,1.9,1.6,1.8,0.9,1.4,1.5,1.5,2.6,3.0,1.6,1.2,1.7,3.7,0.3,0.7
2014-08-01,5349.0,4810.0,2549.0,4623.0,1699.0,375.0,9599.0,1.8,1.6,2.0,0.9,1.0,1.3,1.4,2.6,2.7,1.5,1.1,1.4,3.9,0.2,0.8
2014-09-01,4914.0,5149.0,2732.0,4855.0,1718.0,405.0,9262.0,2.0,1.6,1.7,0.9,1.4,1.2,1.3,2.9,2.7,1.7,1.2,1.7,4.0,0.4,0.8
2014-10-01,5012.0,5111.0,2718.0,4937.0,1835.0,384.0,8990.0,1.9,1.8,1.7,1.0,1.1,1.5,1.3,2.7,2.9,1.5,1.7,1.7,4.1,0.4,0.7
2014-11-01,4843.0,4978.0,2600.0,4682.0,1726.0,356.0,9090.0,1.9,1.8,1.5,0.7,1.1,1.4,1.6,2.4,2.9,1.4,1.1,1.7,3.9,0.4,0.7
2014-12-01,5130.0,5192.0,2552.0,4827.0,1857.0,419.0,8717.0,1.8,1.5,1.9,1.0,1.2,1.3,1.3,2.1,2.8,1.5,1.2,1.6,3.9,0.4,0.7
2015-01-01,5344.0,5061.0,2764.0,4886.0,1789.0,333.0,8885.0,2.0,1.5,1.7,1.2,1.2,1.4,1.4,2.8,2.9,1.5,1.1,1.8,4.1,0.5,0.7
2015-02-01,5466.0,5127.0,2741.0,4869.0,1757.0,371.0,8599.0,1.9,1.4,1.7,0.9,1.2,1.7,1.3,2.9,2.6,1.5,1.3,1.8,3.9,0.4,0.7
2015-03-01,5210.0,5126.0,2754.0,5102.0,1973.0,375.0,8515.0,2.0,1.6,1.8,0.9,1.2,1.7,1.1,2.8,3.0,1.5,1.4,1.7,4.2,0.4,0.8
2015-04-01,5598.0,5196.0,2705.0,4944.0,1856.0,383.0,8550.0,1.9,1.6,1.9,1.0,1.3,1.4,1.4,2.6,2.8,1.7,1.2,1.7,3.8,0.3,0.7
2015-05-01,5563.0,5142.0,2743.0,4825.0,1711.0,371.0,8834.0,1.9,2.3,1.8,0.9,1.3,1.5,1.3,2.8,2.9,1.6,1.3,1.7,3.7,0.6,0.7
2015-06-01,5248.0,5125.0,2756.0,4978.0,1821.0,400.0,8247.0,1.9,1.7,1.7,1.0,1.3,1.5,1.2,2.6,3.0,1.6,1.3,1.7,4.2,0.4,0.8
2015-07-01,6056.0,5150.0,2764.0,4848.0,1703.0,381.0,8167.0,1.9,1.9,1.7,1.0,1.1,1.6,1.1,2.6,2.8,1.7,1.5,1.8,4.2,0.5,0.7
2015-08-01,5467.0,5163.0,2879.0,5032.0,1773.0,380.0,7992.0,2.0,2.0,1.5,1.0,1.3,1.4,0.9,2.8,2.9,1.8,1.3,1.9,4.5,0.4,0.8
2015-09-01,5488.0,5287.0,2778.0,5110.0,1964.0,367.0,7907.0,2.0,1.9,1.8,1.1,1.2,1.5,1.1,2.6,2.9,1.6,1.3,1.7,4.2,0.4,0.7
2015-10-01,5773.0,5338.0,2810.0,5032.0,1845.0,378.0,7922.0,2.0,1.9,1.5,0.9,1.5,1.5,1.4,2.7,2.9,1.8,1.2,1.8,4.2,0.4,0.8
2015-11-01,5708.0,5358.0,2897.0,5089.0,1779.0,414.0,8000.0,2.0,2.1,1.9,0.9,1.4,1.5,1.1,2.8,3.1,1.4,1.6,1.9,4.3,0.4,0.7
2015-12-01,5845.0,5540.0,3056.0,5225.0,1803.0,366.0,7907.0,2.1,2.0,1.9,1.0,1.2,1.4,1.7,2.9,3.2,1.9,1.6,1.8,4.5,0.4,0.8
2016-01-01,6012.0,5220.0,2875.0,5099.0,1805.0,419.0,7627.0,2.0,2.8,1.4,1.0,1.4,1.5,1.3,2.9,3.1,1.8,1.8,1.5,4.3,0.5,0.8
2016-02-01,5770.0,5470.0,2994.0,5265.0,1894.0,376.0,7702.0,2.1,1.8,1.6,1.1,1.4,1.3,1.7,3.0,3.0,1.5,1.2,1.8,4.4,0.4,0.8
2016-03-01,6129.0,5359.0,2917.0,5133.0,1850.0,366.0,7961.0,2.0,2.0,2.1,1.1,1.3,1.3,1.2,2.7,3.0,1.5,1.1,1.8,4.4,0.4,0.8
2016-04-01,5803.0,5294.0,2955.0,5110.0,1771.0,384.0,8067.0,2.1,1.7,1.7,1.0,1.3,1.6,1.2,2.9,2.9,1.8,1.2,1.8,4.4,0.5,0.8
2016-05-01,5777.0,5197.0,3009.0,5176.0,1825.0,342.0,7652.0,2.1,1.8,1.8,1.0,1.3,1.2,1.3,3.4,2.8,1.6,1.4,1.8,4.5,0.5,0.8
2016-06-01,5742.0,5281.0,3018.0,5118.0,1750.0,350.0,7744.0,2.1,2.2,1.8,1.0,1.2,1.4,1.4,2.7,2.9,1.7,1.5,1.9,4.4,0.5,1.0
2016-07-01,5962.0,5426.0,2967.0,5065.0,1759.0,339.0,7641.0,2.1,1.6,1.9,1.0,1.4,1.3,1.2,3.1,2.9,1.5,1.5,1.8,4.4,0.5,0.7
2016-08-01,5677.0,5327.0,2998.0,5204.0,1860.0,345.0,7784.0,2.1,2.0,2.2,1.0,1.5,1.3,1.0,3.0,3.0,1.5,1.8,1.7,4.4,0.4,0.9
2016-09-01,5868.0,5306.0,3047.0,4985.0,1588.0,350.0,7953.0,2.1,2.2,1.6,1.1,1.5,1.7,1.1,3.1,3.0,2.5,1.3,1.9,4.3,0.4,0.8
2016-10-01,5591.0,5210.0,3074.0,5125.0,1664.0,387.0,7811.0,2.1,2.0,1.9,1.1,1.6,1.4,1.2,3.0,3.1,1.9,1.1,1.8,4.5,0.4,0.8
2016-11-01,5971.0,5308.0,3026.0,5139.0,1751.0,362.0,7553.0,2.1,2.1,2.2,1.2,1.4,1.3,1.1,2.9,3.0,1.8,1.2,1.7,4.6,0.5,0.8
2016-12-01,5964.0,5343.0,2989.0,5071.0,1708.0,374.0,7521.0,2.1,1.9,2.0,1.2,1.5,1.8,1.1,3.0,2.7,1.6,1.1,1.8,4.4,0.3,0.8
2017-01-01,5617.0,5499.0,3188.0,5320.0,1745.0,387.0,7468.0,2.2,1.9,2.2,1.2,1.6,1.4,1.5,3.2,3.0,1.6,1.3,2.0,4.3,0.6,0.8
2017-02-01,5923.0,5350.0,3089.0,5176.0,1711.0,376.0,7379.0,2.1,2.0,2.3,1.2,1.7,2.0,1.2,2.8,3.2,1.9,1.1,1.8,4.2,0.5,0.8
2017-03-01,5811.0,5395.0,3150.0,5280.0,1762.0,369.0,7073.0,2.2,1.8,2.4,1.2,2.0,1.4,1.3,2.9,3.2,1.9,1.4,1.9,4.2,0.5,0.9
2017-04-01,6091.0,5272.0,3028.0,5091.0,1710.0,353.0,7089.0,2.1,1.3,2.3,1.3,1.8,1.3,1.3,2.8,2.8,1.6,1.4,1.9,4.3,0.5,0.7
2017-05-01,5826.0,5477.0,3111.0,5270.0,1794.0,364.0,7000.0,2.1,2.1,2.1,1.4,2.0,1.0,1.5,2.8,3.1,1.8,1.1,1.9,4.3,0.4,0.8
2017-06-01,6305.0,5635.0,3154.0,5463.0,1970.0,339.0,6873.0,2.2,2.2,2.0,1.4,2.0,1.3,1.3,3.0,2.9,1.8,1.6,1.9,4.3,0.6,0.7
2017-07-01,6238.0,5497.0,3097.0,5338.0,1910.0,332.0,6892.0,2.1,2.5,2.2,1.5,1.7,1.8,1.3,2.9,2.9,2.0,1.1,1.8,4.1,0.5,0.8
2017-08-01,6276.0,5519.0,3103.0,5334.0,1868.0,362.0,7082.0,2.1,1.9,2.2,1.3,1.8,1.6,1.2,3.2,2.9,1.7,1.3,1.8,4.0,0.5,0.8
2017-09-01,6320.0,5450.0,3190.0,5289.0,1787.0,312.0,6854.0,2.2,2.5,2.4,1.4,1.8,1.8,1.3,3.3,2.8,1.9,1.2,1.8,4.3,0.5,0.8
2017-10-01,6408.0,5581.0,3219.0,5397.0,1837.0,341.0,6700.0,2.2,2.7,2.6,1.4,1.9,1.6,1.5,3.2,2.8,1.7,1.3,2.0,4.2,0.5,0.8
2017-11-01,6271.0,5494.0,3186.0,5283.0,1747.0,349.0,6774.0,2.2,2.1,2.0,1.4,1.8,1.7,1.4,3.3,2.8,2.0,1.5,1.8,4.3,0.6,0.8
2017-12-01,6336.0,5421.0,3222.0,5249.0,1732.0,295.0,6632.0,2.2,2.6,2.1,1.5,2.0,1.8,1.4,3.1,3.0,1.7,1.4,1.8,4.3,0.5,0.8
2018-01-01,6621.0,5512.0,3019.0,5288.0,1932.0,337.0,6489.0,2.0,2.8,2.2,1.5,1.9,1.7,1.4,2.7,2.8,1.9,1.4,1.7,3.9,0.5,0.8
2018-02-01,6552.0,5624.0,3222.0,5319.0,1771.0,326.0,6581.0,2.2,2.9,2.1,1.5,2.1,1.7,1.5,3.1,2.9,1.9,1.3,1.7,4.6,0.5,0.8
2018-03-01,6818.0,5623.0,3323.0,5500.0,1795.0,382.0,6472.0,2.2,2.5,2.2,1.7,1.9,1.6,1.3,3.1,2.9,2.1,1.3,1.8,4.6,0.5,0.8
2018-04-01,6877.0,5590.0,3370.0,5441.0,1727.0,344.0,6459.0,2.3,3.0,2.4,1.4,1.9,1.6,1.1,3.2,3.1,2.1,1.5,1.9,4.6,0.6,0.9
2018-05-01,7016.0,5859.0,3382.0,5492.0,1775.0,335.0,6196.0,2.3,3.1,2.3,1.4,1.8,1.8,1.3,3.0,3.1,2.2,1.5,2.2,4.5,0.6,0.9
2018-06-01,7230.0,5760.0,3382.0,5566.0,1822.0,362.0,6447.0,2.3,2.8,2.4,1.4,2.1,1.8,1.4,3.1,3.2,2.1,1.1,2.1,4.4,0.5,0.9
2018-07-01,7190.0,5649.0,3426.0,5577.0,1806.0,345.0,6195.0,2.3,2.9,2.7,1.5,2.1,1.7,1.5,3.1,3.2,1.9,1.2,2.0,4.6,0.5,0.9
2018-08-01,7208.0,5815.0,3423.0,5543.0,1803.0,317.0,6156.0,2.3,2.7,2.4,1.4,2.0,1.6,1.5,2.9,3.2,2.0,1.0,2.2,4.6,0.5,0.8
2018-09-01,7411.0,5625.0,3391.0,5494.0,1764.0,339.0,6073.0,2.3,3.0,2.2,1.3,1.9,1.6,1.4,2.8,3.5,1.9,1.5,1.9,4.7,0.6,0.8
2018-10-01,7304.0,5907.0,3458.0,5602.0,1813.0,331.0,6211.0,2.3,2.5,2.4,1.4,2.0,1.5,1.2,3.1,3.4,2.1,1.6,2.1,4.5,0.6,0.9
2018-11-01,7594.0,5826.0,3511.0,5793.0,1938.0,344.0,6115.0,2.3,2.7,2.5,1.6,2.0,2.0,1.3,3.0,3.2,2.2,1.5,2.3,4.6,0.6,0.9
2018-12-01,7489.0,5768.0,3407.0,5554.0,1839.0,308.0,6389.0,2.3,3.1,2.4,1.3,2.0,1.6,1.5,3.0,3.2,2.2,1.4,2.2,4.5,0.6,0.8
2019-01-01,7502.0,5786.0,3517.0,5549.0,1705.0,327.0,6475.0,2.3,2.1,2.6,1.4,2.2,2.1,1.2,3.0,3.2,2.0,1.3,2.1,4.9,0.5,1.0
2019-02-01,7066.0,5704.0,3547.0,5653.0,1763.0,343.0,6136.0,2.4,2.7,2.7,1.4,2.0,1.5,1.2,3.1,3.3,2.3,1.5,2.1,5.0,0.5,0.9
2019-03-01,7317.0,5689.0,3529.0,5543.0,1690.0,324.0,6202.0,2.3,3.0,1.9,1.4,2.2,1.6,1.3,3.2,3.3,2.2,1.4,2.2,4.9,0.7,0.8
2019-04-01,7272.0,6016.0,3501.0,5777.0,1963.0,313.0,5961.0,2.3,2.4,1.9,1.7,2.0,1.8,1.6,3.1,3.2,2.1,1.2,2.0,4.9,0.5,0.9
2019-05-01,7275.0,5686.0,3472.0,5556.0,1775.0,309.0,5930.0,2.3,2.0,2.2,1.5,1.8,1.8,1.4,2.9,3.4,2.2,1.3,1.7,4.9,0.6,1.0
2019-06-01,7194.0,5801.0,3474.0,5574.0,1780.0,320.0,5935.0,2.3,1.8,2.4,1.5,1.7,1.5,1.5,3.0,3.4,2.0,1.4,1.8,5.1,0.5,0.8
2019-07-01,7042.0,5871.0,3654.0,5839.0,1833.0,352.0,6061.0,2.4,1.9,2.3,1.3,1.9,1.5,1.5,3.3,3.4,2.3,1.6,2.1,5.1,0.6,0.9
2019-08-01,7178.0,5900.0,3540.0,5657.0,1808.0,309.0,5945.0,2.3,1.9,2.3,1.5,1.7,1.7,1.6,3.0,3.5,2.3,1.4,2.0,5.0,0.7,0.8
2019-09-01,7124.0,5963.0,3447.0,5755.0,1970.0,338.0,5753.0,2.3,1.6,2.5,1.5,1.9,1.4,1.5,3.0,3.3,2.2,1.3,2.0,4.5,0.6,0.9
2019-10-01,7289.0,5781.0,3452.0,5631.0,1819.0,359.0,5871.0,2.3,1.7,2.5,1.5,1.6,1.5,1.5,2.9,3.0,2.2,1.8,2.0,4.8,0.7,0.8
2019-11-01,6888.0,5847.0,3541.0,5675.0,1782.0,353.0,5868.0,2.3,1.9,2.2,1.3,2.0,1.4,1.8,2.9,3.9,2.2,1.5,1.9,4.6,0.6,0.9
2019-12-01,6699.0,5951.0,3487.0,5771.0,1931.0,353.0,5853.0,2.3,1.7,2.3,1.4,1.9,1.4,1.5,3.0,3.1,2.4,1.7,2.1,4.7,0.7,0.9
2020-01-01,7124.0,5981.0,3563.0,5741.0,1808.0,370.0,5869.0,2.3,2.3,2.1,1.4,1.7,1.4,1.5,3.2,3.8,2.2,1.4,2.1,4.6,0.6,0.8
2020-02-01,6966.0,5990.0,3497.0,5764.0,1954.0,313.0,5753.0,2.3,1.6,2.0,1.4,1.7,1.6,1.5,3.0,3.4,2.4,1.6,2.2,4.3,0.7,0.9
2020-03-01,5894.0,5171.0,2933.0,16275.0,12985.0,357.0,7206.0,1.9,1.3,1.6,1.0,1.6,1.4,1.3,2.9,2.6,2.0,1.3,2.0,3.4,0.7,1.0
2020-04-01,4606.0,4029.0,1991.0,11531.0,9170.0,369.0,23084.0,1.5,0.9,1.4,0.5,1.3,1.3,0.7,1.9,2.1,1.5,1.4,1.8,3.9,0.6,0.8
2020-05-01,5612.0,8133.0,2259.0,4718.0,2139.0,320.0,20929.0,1.7,1.1,1.5,1.0,1.6,1.0,1.2,2.2,2.5,2.2,0.6,1.7,3.6,0.7,0.9
2020-06-01,6129.0,7477.0,2594.0,5176.0,2245.0,338.0,17652.0,1.9,1.4,1.9,1.3,1.9,1.1,1.1,2.0,2.9,2.1,0.7,2.1,4.0,0.6,0.9
2020-07-01,6530.0,6320.0,3020.0,5191.0,1827.0,345.0,16352.0,2.2,1.4,2.0,1.5,1.8,1.3,1.1,2.6,3.4,2.5,1.0,2.2,4.3,0.6,1.0
2020-08-01,6429.0,6004.0,2931.0,4813.0,1560.0,322.0,13461.0,2.1,1.3,1.4,1.6,2.2,1.3,1.5,2.7,3.3,2.3,1.0,2.0,4.1,0.6,1.1
2020-09-01,6511.0,5966.0,3185.0,5123.0,1567.0,371.0,12554.0,2.2,1.5,2.1,1.7,2.3,1.3,1.4,3.2,3.2,2.4,1.1,2.1,4.4,0.6,1.0
2020-10-01,6798.0,6091.0,3311.0,5356.0,1697.0,347.0,11072.0,2.3,1.5,1.8,1.8,2.4,1.4,1.5,3.0,3.4,2.4,1.2,2.3,4.5,1.0,1.0
2020-11-01,6820.0,5894.0,3209.0,5631.0,2097.0,325.0,10694.0,2.2,1.8,2.1,1.9,2.5,1.4,1.4,2.7,3.6,2.1,1.2,1.9,4.8,0.7,0.9
2020-12-01,6773.0,5577.0,3369.0,5601.0,1906.0,325.0,10770.0,2.4,1.3,2.1,2.0,2.4,1.2,1.3,2.8,3.6,2.6,1.5,2.1,5.4,0.6,0.8
2021-01-01,7162.0,5598.0,3292.0,5145.0,1567.0,286.0,10260.0,2.3,1.3,1.8,1.9,2.3,1.3,1.5,2.9,3.6,2.4,0.6,2.2,5.2,0.8,0.7
2021-02-01,7827.0,5813.0,3373.0,5329.0,1628.0,328.0,10013.0,2.4,2.0,2.3,1.9,2.7,1.5,1.4,3.1,3.5,2.2,1.3,2.1,4.7,0.6,0.9
2021-03-01,8499.0,6158.0,3654.0,5488.0,1500.0,334.0,9772.0,2.5,1.5,2.4,2.0,2.5,2.1,1.4,3.0,3.8,2.6,1.3,2.4,5.8,0.6,0.8
2021-04-01,9346.0,6138.0,3943.0,5699.0,1402.0,354.0,9754.0,2.7,1.8,2.5,2.1,2.9,2.0,1.5,3.4,4.2,3.1,1.4,2.3,6.1,0.7,0.9
2021-05-01,9954.0,5981.0,3817.0,5515.0,1351.0,347.0,9260.0,2.6,1.5,2.2,1.7,2.8,1.8,1.4,3.3,4.2,2.7,1.3,2.4,6.0,0.8,0.7
2021-06-01,10319.0,6535.0,4017.0,5741.0,1335.0,388.0,9481.0,2.8,1.9,2.3,2.1,2.9,1.8,1.5,3.5,4.4,2.6,1.4,2.5,6.1,0.7,0.9
2021-07-01,10983.0,6720.0,4059.0,5818.0,1410.0,349.0,8731.0,2.8,1.6,2.2,2.1,3.0,1.7,1.5,3.2,4.5,2.4,1.3,2.7,6.0,0.7,1.0
2021-08-01,10872.0,6394.0,4171.0,5875.0,1332.0,372.0,8269.0,2.8,1.8,2.5,2.2,2.8,1.8,1.4,3.4,4.8,2.4,1.5,2.7,5.9,0.7,0.8
2021-09-01,10834.0,6632.0,4354.0,6118.0,1411.0,353.0,7610.0,2.9,1.7,2.6,2.3,3.2,1.8,1.7,3.5,4.4,2.8,2.0,2.9,6.0,0.8,1.1
2021-10-01,11238.0,6678.0,4153.0,5856.0,1313.0,390.0,7267.0,2.8,2.0,2.5,2.1,2.8,2.1,1.5,3.4,4.4,2.4,1.4,2.7,5.5,0.9,1.2
2021-11-01,11199.0,6911.0,4453.0,6192.0,1348.0,391.0,6729.0,3.0,1.9,3.0,2.2,3.0,1.8,1.7,3.8,4.2,2.4,1.7,2.9,6.3,0.8,1.1
2021-12-01,11520.0,6686.0,4314.0,6103.0,1403.0,386.0,6413.0,2.9,2.3,2.4,2.2,3.2,1.8,1.6,3.5,4.7,2.5,1.5,2.6,5.9,0.7,1.1
2022-01-01,11210.0,6431.0,4413.0,6247.0,1423.0,411.0,6533.0,2.9,2.0,2.3,1.9,3.3,1.7,1.9,3.6,4.5,3.1,1.8,2.8,6.0,0.9,1.1
2022-02-01,11698.0,6801.0,4233.0,5986.0,1401.0,351.0,6323.0,2.8,1.9,2.3,2.3,3.1,1.6,1.7,3.3,4.3,2.7,1.6,2.8,5.4,0.8,1.2
2022-03-01,12301.0,6619.0,4447.0,6181.0,1377.0,356.0,6033.0,2.9,2.3,3.3,2.2,3.5,1.6,1.8,3.5,4.1,2.9,1.7,2.5,6.3,0.9,1.2
2022-04-01,11861.0,6528.0,4499.0,6138.0,1312.0,326.0,5995.0,3.0,2.2,3.0,2.2,3.2,1.7,2.1,3.8,4.3,3.1,2.0,2.6,5.9,0.8,1.1
2022-05-01,11535.0,6440.0,4237.0,6079.0,1500.0,342.0,5979.0,2.8,2.5,2.6,2.1,3.1,1.9,1.5,3.5,3.8,2.8,1.9,2.6,6.1,0.7,1.0
2022-06-01,11283.0,6487.0,4165.0,6039.0,1528.0,347.0,5975.0,2.7,2.2,2.0,2.2,3.0,1.9,1.6,3.4,3.6,3.2,1.7,2.5,5.8,0.8,1.1
2022-07-01,11576.0,6478.0,4031.0,5839.0,1462.0,346.0,5770.0,2.6,1.9,2.4,2.0,2.4,1.6,1.9,3.5,3.6,3.0,1.2,2.4,5.6,0.7,0.8
2022-08-01,10092.0,6448.0,4258.0,6238.0,1606.0,374.0,5909.0,2.8,2.2,3.0,2.1,2.7,1.8,1.6,3.1,3.8,3.3,1.6,2.6,6.0,0.7,1.1
2022-09-01,10800.0,6201.0,4134.0,5886.0,1445.0,307.0,5747.0,2.7,2.1,2.0,1.8,2.4,2.0,1.5,3.3,3.7,3.1,1.6,2.5,5.8,0.7,1.1
2022-10-01,10447.0,6151.0,3956.0,5784.0,1553.0,276.0,5949.0,2.6,2.1,2.0,1.8,2.6,1.0,1.6,2.8,3.8,2.6,1.5,2.5,5.9,0.6,1.1
2022-11-01,10632.0,6180.0,4083.0,5881.0,1472.0,325.0,5918.0,2.6,1.8,1.7,1.8,2.5,1.5,1.4,3.2,3.8,3.3,1.4,2.8,5.7,0.6,1.0
2022-12-01,10902.0,6163.0,4125.0,6004.0,1535.0,344.0,5781.0,2.7,2.5,2.0,1.7,2.6,1.6,1.5,3.1,3.9,3.3,1.6,2.8,5.5,0.7,1.0
2023-01-01,10318.0,6370.0,3839.0,5885.0,1767.0,278.0,5770.0,2.5,2.3,2.1,1.8,2.8,1.3,1.5,2.4,4.0,3.0,1.2,2.7,5.1,0.6,0.9
