date,Gross domestic product,Private industries,"Agriculture, forestry, fishing, and hunting",Farms,"Forestry, fishing, and related activities",Mining,Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Manufacturing,Durable goods,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Nondurable goods,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,Information,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Finance, insurance, real estate, rental, and leasing",Finance and insurance,"Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Professional and business services,"Professional, scientific, and technical services",Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,Administrative and support services,Waste management and remediation services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,"Other services, except government",Government,Federal,General government,National defense,Nondefense,Government enterprises,State and local,Not allocated by industry1,Private goods-producing industries [1],Private services-producing industries [2],Information-communications-technology-producing industries 4,TTU,FIRE,Oth_Serv,GoodsTTU,Not allocated by industry<sup>1</sup>,Goods
1997-07-01,12370.3,10332.4,113.2,88.6,25.3,170.6,102.6,62.4,15.3,248.0,816.5,1379.0,573.5,31.2,58.9,40.8,158.5,135.6,22.1,56.5,86.2,101.6,38.1,55.7,893.4,237.4,26.3,23.1,82.2,35.7,97.8,298.0,63.5,715.7,698.0,127.1,186.0,73.9,337.4,441.1,108.6,36.9,7.9,126.3,29.3,11.2,111.1,22.0,290.4,77.8,34.4,144.2,30.9,2465.3,883.7,394.9,185.7,281.1,5.7,1575.1,1441.7,1320.2,157.4,134.0,1291.0,737.0,256.3,49.0,503.9,246.6,316.5,281.3,35.8,978.9,161.1,819.2,351.4,282.9,115.4,74.9,560.6,141.0,71.0,68.8,420.1,123.0,295.8,452.3,2130.5,668.4,581.3,370.2,211.1,89.0,1461.8,-804.6,2345.3,7962.7,181.1,2102.8,2755.7000000000003,3104.1999999999994,4448.1,,2345.3
1998-07-01,12924.9,10849.3,111.7,86.7,25.9,179.4,105.0,72.7,14.4,236.9,854.0,1444.3,626.3,31.6,58.5,44.0,154.5,146.3,28.9,47.4,95.9,107.4,38.8,57.6,879.4,233.6,26.0,21.0,76.9,36.2,106.6,287.9,64.7,784.0,764.6,132.9,197.4,80.0,381.3,464.1,104.8,39.1,7.2,131.6,30.2,17.9,118.7,25.7,323.6,87.7,41.9,156.5,35.3,2574.1,975.8,456.6,188.9,304.4,8.5,1592.5,1440.1,1345.4,141.8,150.2,1352.4,778.5,266.3,59.7,516.7,252.5,329.6,293.0,37.1,983.6,159.2,825.2,351.6,286.4,115.3,77.8,576.4,141.1,75.5,65.1,436.0,125.5,309.5,471.4,2154.8,666.6,575.1,360.2,214.9,93.0,1489.2,-727.4,2448.1,8377.9,221.4,2249.6,2897.7,3230.5999999999995,4697.7,,2448.1
1999-07-01,13543.8,11426.9,114.4,88.2,27.1,173.2,94.7,77.2,13.9,276.4,890.1,1531.7,675.3,31.1,59.6,47.1,155.3,138.4,36.8,52.1,102.1,115.1,40.7,59.7,910.2,235.6,27.3,19.6,81.2,36.8,102.3,307.3,70.8,809.7,791.6,140.7,195.7,83.7,395.3,468.3,102.9,40.9,5.9,138.2,33.9,20.1,113.3,24.9,363.5,111.2,51.0,170.0,29.3,2739.3,1064.3,542.8,202.7,301.1,9.6,1670.2,1502.3,1387.4,157.2,164.6,1417.9,823.2,274.7,68.2,539.4,253.2,347.7,308.8,39.6,1016.5,166.6,851.3,361.5,295.6,117.8,82.8,607.9,146.4,77.3,68.5,462.4,132.7,328.7,475.0,2181.3,662.2,570.4,352.1,218.2,93.3,1521.4,-656.5,2573.5,8829.5,260.9,2346.0,3102.8,3380.7,4919.5,,2573.5
2000-07-01,14096.0,11928.9,129.9,103.0,28.0,151.3,68.1,75.9,18.9,280.8,925.4,1641.1,754.8,31.7,59.6,47.9,164.9,142.0,55.6,54.5,105.0,105.8,42.3,62.4,916.8,231.2,28.6,20.0,76.5,38.3,102.8,313.0,75.3,851.9,816.2,143.1,194.4,89.3,410.6,466.6,83.7,43.3,6.4,142.6,35.3,18.0,122.3,26.5,357.2,90.6,45.2,189.1,25.2,2881.8,1163.0,545.5,255.1,349.3,6.5,1717.9,1548.7,1431.2,161.5,166.4,1500.2,866.8,282.8,74.1,567.1,267.1,372.9,333.4,39.7,1051.7,172.6,880.5,379.4,302.1,118.6,85.6,643.7,153.6,80.7,72.1,491.2,142.9,347.0,485.5,2226.1,669.9,573.4,348.0,225.2,97.8,1559.1,-583.2,2722.9,9176.5,310.3,2415.5,3239.0,3522.0,5138.4,,2722.9
2001-07-01,14230.7,12041.5,127.1,97.2,31.2,175.8,80.0,73.6,28.5,233.9,909.4,1586.1,714.4,30.6,58.4,45.5,147.1,128.5,55.1,52.1,95.7,108.7,38.2,59.1,912.2,235.3,25.4,18.1,66.8,38.7,123.9,312.1,70.6,866.2,846.5,140.6,197.0,94.1,435.8,436.7,57.3,42.1,6.1,135.8,35.0,30.6,123.2,25.2,381.3,88.0,53.5,195.0,40.4,3028.7,1222.0,539.4,371.5,327.0,6.5,1805.7,1618.3,1481.4,177.4,183.3,1546.5,896.3,290.9,77.6,585.5,278.7,378.8,338.4,40.7,1079.6,177.3,903.7,392.7,308.8,119.2,87.5,623.2,145.2,81.6,63.4,479.4,130.9,348.7,438.3,2249.4,661.2,575.0,347.2,227.7,87.8,1592.5,-608.0,2668.7,9351.3,327.2,2383.3,3410.0,3557.999999999999,5052.0,,2668.7
2002-07-01,14472.7,12245.1,131.3,101.1,31.4,181.2,92.4,67.7,22.1,239.5,878.5,1602.6,732.0,30.9,57.5,46.5,140.6,119.9,61.8,52.0,107.8,101.3,37.3,61.8,905.1,221.8,24.7,17.0,68.5,40.4,107.7,333.1,69.6,876.0,887.2,142.2,195.6,109.0,457.7,420.3,58.0,37.9,4.5,131.8,34.5,18.7,125.7,25.5,418.3,103.6,59.1,195.8,59.3,3043.7,1208.9,600.8,316.7,305.2,5.9,1831.5,1650.1,1480.2,199.7,178.0,1562.8,917.0,291.8,75.4,611.0,275.7,376.6,335.2,41.8,1121.2,178.2,943.3,415.2,320.4,122.5,88.8,638.5,151.5,87.3,64.3,488.3,133.0,355.5,449.9,2289.5,674.4,585.2,352.3,232.6,90.8,1619.4,-528.9,2674.9,9551.4,348.9,2423.0,3462.0,3666.3999999999996,5097.9,,2674.9
2003-07-01,14877.3,12616.7,141.5,109.7,32.9,159.5,73.6,69.5,24.0,236.5,896.7,1702.8,792.2,31.0,59.8,45.1,147.1,119.8,80.6,56.1,118.1,96.1,36.6,63.4,938.5,231.7,20.6,15.0,67.5,40.9,143.8,334.3,72.5,924.3,933.5,144.2,194.4,122.3,488.1,436.4,62.6,41.3,4.4,134.5,35.7,19.5,127.2,27.4,433.9,113.0,56.7,202.2,61.4,3068.0,1190.7,580.4,283.0,327.2,5.8,1871.1,1698.7,1496.9,222.7,169.9,1613.6,931.8,303.0,84.3,601.8,285.9,402.6,359.7,43.3,1166.9,186.9,980.6,428.3,336.0,125.4,95.1,657.2,157.3,91.8,65.7,501.0,134.9,366.5,437.7,2317.6,687.9,601.0,362.1,238.6,88.7,1633.4,-467.1,2788.5,9806.9,392.9,2530.7000000000003,3501.9,3774.299999999999,5319.200000000001,,2788.5
2004-07-01,15449.8,13159.9,153.4,121.5,32.5,159.8,72.4,67.4,27.8,251.2,930.3,1824.3,848.7,30.3,64.1,48.5,153.1,134.4,94.1,52.5,121.9,98.3,39.2,67.0,1005.5,237.0,25.5,14.6,72.1,41.9,164.4,361.9,78.4,965.8,948.6,146.6,188.6,127.7,498.6,473.3,74.4,43.6,5.2,140.1,36.5,19.5,135.7,32.1,486.7,129.3,61.3,223.3,73.1,3128.1,1201.2,539.6,285.2,365.3,6.3,1919.5,1757.6,1552.5,228.0,160.7,1655.6,965.6,306.7,95.1,615.9,269.9,423.7,381.4,42.5,1222.5,198.3,1025.3,451.0,353.4,127.7,96.9,687.0,162.5,92.8,69.7,525.8,144.9,381.0,443.4,2338.9,700.4,609.7,369.8,239.5,92.5,1641.5,-413.2,2954.6,10179.9,451.8,2638.9,3614.7999999999997,3926.2000000000003,5593.5,,2954.6
2005-01-01,,,,,,,,,,218.374,794.305,1865.614,,,,,,,,,,,,,,,,,,,,,,938.709,957.19,,,,,429.303,,,,,,,,,595.225,,,,,2801.913,,,,,,,,,,,1662.854,,,,,,,,,1151.82,,,,,,,,,,,,,,,2090.342,655.847,,,,,1434.978,,3097.873,9721.743,,2543.576,3397.138,3781.0290000000005,5641.4490000000005,,3097.873
2005-04-01,,,,,,,,,,217.644,787.879,1870.296,,,,,,,,,,,,,,,,,,,,,,945.691,982.397,,,,,437.16,,,,,,,,,606.177,,,,,2836.779,,,,,,,,,,,1660.274,,,,,,,,,1158.542,,,,,,,,,,,,,,,2092.156,654.805,,,,,1437.927,,3101.417,9814.916,,2582.892,3442.956,3789.0679999999993,5684.308999999999,,3101.417
2005-07-01,,,,,,,,,,221.023,782.435,1887.031,,,,,,,,,,,,,,,,,,,,,,953.394,1004.838,,,,,461.355,,,,,,,,,602.997,,,,,2860.495,,,,,,,,,,,1670.158,,,,,,,,,1177.835,,,,,,,,,,,,,,,2097.598,655.133,,,,,1443.088,,3097.631,9926.457,,2640.61,3463.4919999999997,3822.355,5738.241,,3097.631
2005-10-01,,,,,,,,,,221.739,776.93,1929.284,,,,,,,,,,,,,,,,,,,,,,973.709,979.166,,,,,468.109,,,,,,,,,604.957,,,,,2883.815,,,,,,,,,,,1679.786,,,,,,,,,1183.711,,,,,,,,,,,,,,,2105.61,659.616,,,,,1446.543,,3130.554,9971.716,,2642.723,3488.772,3840.2210000000005,5773.277,,3130.554
2006-01-01,,,,,,,,,,220.888,792.196,1990.206,,,,,,,,,,,,,,,,,,,,,,979.111,991.57,,,,,468.247,,,,,,,,,604.103,,,,,2899.077,,,,,,,,,,,1712.706,,,,,,,,,1208.289,,,,,,,,,,,,,,,2100.816,656.818,,,,,1444.606,,3250.344,10071.639,,2659.816,3503.1800000000003,3908.642999999999,5910.16,,3250.344
2006-04-01,,,,,,,,,,238.651,778.045,1988.388,,,,,,,,,,,,,,,,,,,,,,977.54,999.487,,,,,479.838,,,,,,,,,616.955,,,,,2879.77,,,,,,,,,,,1712.765,,,,,,,,,1218.055,,,,,,,,,,,,,,,2105.156,657.996,,,,,1447.771,,3246.951,10112.803,,2695.516,3496.725,3920.5620000000004,5942.467000000001,,3246.951
2006-07-01,,,,,,,,,,240.958,764.338,1986.666,,,,,,,,,,,,,,,,,,,,,,981.612,976.864,,,,,478.73,,,,,,,,,639.264,,,,,2902.235,,,,,,,,,,,1711.8,,,,,,,,,1215.067,,,,,,,,,,,,,,,2112.455,660.837,,,,,1452.209,,3228.778,10138.808,,2678.164,3541.4990000000003,3919.145,5906.942,,3228.778
2006-10-01,,,,,,,,,,235.275,744.0,2021.877,,,,,,,,,,,,,,,,,,,,,,988.794,988.066,,,,,475.99,,,,,,,,,635.282,,,,,2949.436,,,,,,,,,,,1727.019,,,,,,,,,1220.183,,,,,,,,,,,,,,,2115.479,661.044,,,,,1455.043,,3256.068,10211.398,,2688.125,3584.7180000000003,3938.554999999999,5944.193,,3256.068
2007-01-01,,,,,,,,,,232.729,748.872,2007.889,,,,,,,,,,,,,,,,,,,,,,988.554,973.661,,,,,463.987,,,,,,,,,654.053,,,,,2981.999,,,,,,,,,,,1738.892,,,,,,,,,1211.911,,,,,,,,,,,,,,,2119.474,661.722,,,,,1458.382,,3254.13,10241.386,,2658.931,3636.0519999999997,3946.4030000000002,5913.061,,3254.13
2007-04-01,,,,,,,,,,241.454,759.688,2046.563,,,,,,,,,,,,,,,,,,,,,,1017.312,948.381,,,,,478.371,,,,,,,,,675.805,,,,,2962.034,,,,,,,,,,,1749.602,,,,,,,,,1216.688,,,,,,,,,,,,,,,2124.225,661.215,,,,,1463.716,,3303.227,10277.903,,2685.518,3637.839,3954.5460000000003,5988.745,,3303.227
2007-07-01,,,,,,,,,,239.046,750.87,2083.128,,,,,,,,,,,,,,,,,,,,,,1018.182,950.974,,,,,467.702,,,,,,,,,697.077,,,,,2971.77,,,,,,,,,,,1784.688,,,,,,,,,1227.807,,,,,,,,,,,,,,,2129.494,666.048,,,,,1464.049,,3316.766,10343.854,,2675.9040000000005,3668.8469999999998,3999.102999999999,5992.67,,3316.766
2007-10-01,,,,,,,,,,242.984,726.452,2121.086,,,,,,,,,,,,,,,,,,,,,,1033.386,955.725,,,,,479.199,,,,,,,,,717.068,,,,,2958.942,,,,,,,,,,,1821.703,,,,,,,,,1243.704,,,,,,,,,,,,,,,2142.969,669.225,,,,,1474.385,,3310.829,10436.142,,2711.294,3676.01,4048.8379999999997,6022.123,,3310.829
2008-01-01,,,,,,,,,,245.703,691.857,2050.529,,,,,,,,,,,,,,,,,,,,,,1033.006,939.69,,,,,473.136,,,,,,,,,718.128,,,,,2992.887,,,,,,,,,,,1828.554,,,,,,,,,1268.774,,,,,,,,,,,,,,,2158.344,674.322,,,,,1484.649,,3195.037,10471.774,,2691.5350000000003,3711.0150000000003,4069.2239999999993,5886.572,,3195.037
2008-04-01,,,,,,,,,,263.974,683.905,2091.466,,,,,,,,,,,,,,,,,,,,,,1033.296,932.592,,,,,473.647,,,,,,,,,743.251,,,,,2960.553,,,,,,,,,,,1858.973,,,,,,,,,1290.576,,,,,,,,,,,,,,,2171.539,679.248,,,,,1492.903,,3203.548,10525.885,,2703.509,3703.804,4118.572,5907.057,,3203.548
2008-07-01,,,,,,,,,,264.88,676.657,2037.992,,,,,,,,,,,,,,,,,,,,,,1023.884,919.743,,,,,468.038,,,,,,,,,746.783,,,,,2887.17,,,,,,,,,,,1878.701,,,,,,,,,1315.294,,,,,,,,,,,,,,,2182.164,685.595,,,,,1497.081,,3162.962,10468.454,,2676.545,3633.953,4157.956,5839.507,,3162.962
2008-10-01,,,,,,,,,,230.613,641.108,1908.602,,,,,,,,,,,,,,,,,,,,,,977.02,893.699,,,,,456.892,,,,,,,,,710.912,,,,,2776.586,,,,,,,,,,,1861.001,,,,,,,,,1335.7,,,,,,,,,,,,,,,2168.58,688.636,,,,,1480.283,,3109.958,10191.812,,2558.2239999999997,3487.4979999999996,4146.09,5668.182,,3109.958
2009-01-01,,,,,,,,,,226.473,587.939,1800.841,,,,,,,,,,,,,,,,,,,,,,908.951,882.988,,,,,431.059,,,,,,,,,700.502,,,,,2995.65,,,,,,,,,,,1762.912,,,,,,,,,1341.563,,,,,,,,,,,,,,,2162.944,691.606,,,,,1471.609,,2961.516,10171.119,,2449.471,3696.152,4025.496000000001,5410.987,,2961.516
2009-04-01,,,,,,,,,,231.152,576.785,1805.407,,,,,,,,,,,,,,,,,,,,,,874.981,878.638,,,,,438.508,,,,,,,,,700.524,,,,,3065.349,,,,,,,,,,,1724.283,,,,,,,,,1345.593,,,,,,,,,,,,,,,2170.934,699.144,,,,,1471.985,,2922.323,10169.902,,2423.279,3765.873,3980.7499999999995,5345.602,,2922.323
2009-07-01,,,,,,,,,,238.364,583.177,1827.791,,,,,,,,,,,,,,,,,,,,,,874.701,870.075,,,,,438.556,,,,,,,,,704.193,,,,,3088.11,,,,,,,,,,,1722.924,,,,,,,,,1344.663,,,,,,,,,,,,,,,2173.223,703.042,,,,,1470.352,,2948.34,10189.156,,2421.696,3792.303,3975.157000000001,5370.036,,2948.34
2009-10-01,,,,,,,,,,251.142,559.781,1893.531,,,,,,,,,,,,,,,,,,,,,,910.971,892.197,,,,,446.943,,,,,,,,,733.214,,,,,3078.703,,,,,,,,,,,1725.503,,,,,,,,,1353.316,,,,,,,,,,,,,,,2178.86,706.312,,,,,1472.708,,2965.998,10300.92,,2501.2529999999997,3811.917,3987.7500000000005,5467.251,,2965.998
2010-01-01,,,,,,,,,,265.414,544.603,1913.98,,,,,,,,,,,,,,,,,,,,,,905.57,888.075,,,,,444.548,,,,,,,,,732.688,,,,,3102.123,,,,,,,,,,,1768.188,,,,,,,,,1346.777,,,,,,,,,,,,,,,2186.483,713.465,,,,,1473.127,,2943.615,10368.42,,2503.607,3834.811,4030.002,5447.222,,2943.615
2010-04-01,,,,,,,,,,263.084,554.387,1925.917,,,,,,,,,,,,,,,,,,,,,,938.399,902.935,,,,,453.219,,,,,,,,,741.543,,,,,3112.188,,,,,,,,,,,1791.756,,,,,,,,,1359.066,,,,,,,,,,,,,,,2188.253,720.083,,,,,1468.212,,2980.809,10490.364,,2557.6369999999997,3853.731,4078.9959999999996,5538.446,,2980.809
2010-07-01,,,,,,,,,,266.693,549.209,1947.392,,,,,,,,,,,,,,,,,,,,,,967.568,905.438,,,,,468.019,,,,,,,,,766.079,,,,,3086.334,,,,,,,,,,,1824.656,,,,,,,,,1368.635,,,,,,,,,,,,,,,2179.702,717.134,,,,,1462.603,,2996.468,10592.832,,2607.718,3852.4129999999996,4132.701000000001,5604.186,,2996.468
2010-10-01,,,,,,,,,,270.229,545.147,1957.588,,,,,,,,,,,,,,,,,,,,,,968.298,908.022,,,,,478.054,,,,,,,,,766.987,,,,,3117.319,,,,,,,,,,,1853.165,,,,,,,,,1373.736,,,,,,,,,,,,,,,2176.484,714.943,,,,,1461.606,,3006.615,10680.472,,2624.603,3884.306,4171.563,5631.218,,3006.615
2011-01-01,,,,,,,,,,262.063,533.177,1942.13,,,,,,,,,,,,,,,,,,,,,,964.727,906.73,,,,,468.597,,,,,,,,,761.137,,,,,3117.385,,,,,,,,,,,1859.977,,,,,,,,,1375.273,,,,,,,,,,,,,,,2181.581,718.819,,,,,1462.777,,2969.33,10659.005,,2602.117,3878.522,4178.365999999999,5571.447,,2969.33
2011-04-01,,,,,,,,,,279.247,541.496,1955.73,,,,,,,,,,,,,,,,,,,,,,954.544,902.953,,,,,472.909,,,,,,,,,767.063,,,,,3135.87,,,,,,,,,,,1886.104,,,,,,,,,1386.589,,,,,,,,,,,,,,,2181.71,718.455,,,,,1463.297,,2984.171,10738.788,,2609.653,3902.933,4226.202,5593.824,,2984.171
2011-07-01,,,,,,,,,,274.467,542.284,1932.515,,,,,,,,,,,,,,,,,,,,,,950.533,895.082,,,,,467.059,,,,,,,,,763.623,,,,,3157.908,,,,,,,,,,,1888.487,,,,,,,,,1389.901,,,,,,,,,,,,,,,2170.07,716.299,,,,,1453.785,,2976.842,10742.993,,2587.141,3921.531,4234.321000000001,5563.983,,2976.842
2011-10-01,,,,,,,,,,291.991,542.828,1954.666,,,,,,,,,,,,,,,,,,,,,,996.826,908.241,,,,,471.323,,,,,,,,,765.172,,,,,3213.036,,,,,,,,,,,1898.351,,,,,,,,,1393.043,,,,,,,,,,,,,,,2169.833,716.377,,,,,1453.467,,3030.633,10889.06,,2668.381,3978.208,4242.471,5699.013999999999,,3030.633
2012-01-01,,,,,,,,,,276.628,555.558,1965.849,,,,,,,,,,,,,,,,,,,,,,981.422,914.201,,,,,475.621,,,,,,,,,762.044,,,,,3244.218,,,,,,,,,,,1948.006,,,,,,,,,1409.236,,,,,,,,,,,,,,,2167.846,716.884,,,,,1450.952,,3056.59,10981.016,,2647.8720000000003,4006.2619999999997,4326.8820000000005,5704.462,,3056.59
2012-04-01,,,,,,,,,,284.77,552.739,1949.346,,,,,,,,,,,,,,,,,,,,,,1006.179,895.764,,,,,473.193,,,,,,,,,772.394,,,,,3284.084,,,,,,,,,,,1962.142,,,,,,,,,1405.332,,,,,,,,,,,,,,,2157.632,714.843,,,,,1442.784,,3050.139,11052.279,,2659.906,4056.478,4335.8949999999995,5710.045,,3050.139
2012-07-01,,,,,,,,,,283.229,550.236,1917.095,,,,,,,,,,,,,,,,,,,,,,1010.85,916.485,,,,,472.497,,,,,,,,,761.16,,,,,3323.851,,,,,,,,,,,1969.447,,,,,,,,,1405.995,,,,,,,,,,,,,,,2156.682,713.408,,,,,1443.29,,3004.01,11112.476,,2683.0609999999997,4085.011,4344.404,5687.071,,3004.01
2012-10-01,,,,,,,,,,277.973,561.235,1906.339,,,,,,,,,,,,,,,,,,,,,,1002.698,913.573,,,,,471.929,,,,,,,,,755.241,,,,,3304.839,,,,,,,,,,,1995.889,,,,,,,,,1416.494,,,,,,,,,,,,,,,2155.796,710.409,,,,,1445.386,,3004.525,11117.013,,2666.1730000000002,4060.08,4390.76,5670.698,,3004.525
2013-01-01,,,,,,,,,,285.239,565.408,1971.479,,,,,,,,,,,,,,,,,,,,,,1014.161,941.765,,,,,478.683,,,,,,,,,812.871,,,,,3240.995,,,,,,,,,,,1972.223,,,,,,,,,1421.764,,,,,,,,,,,,,,,2154.652,706.719,,,,,1447.93,,3096.086,11148.329,,2719.848,4053.866,4374.615,5815.933999999999,,3096.086
2013-04-01,,,,,,,,,,278.399,565.147,1978.076,,,,,,,,,,,,,,,,,,,,,,1009.41,934.813,,,,,474.504,,,,,,,,,818.927,,,,,3251.191,,,,,,,,,,,1974.251,,,,,,,,,1423.103,,,,,,,,,,,,,,,2150.03,701.821,,,,,1448.133,,3122.497,11140.14,,2697.1259999999997,4070.118,4372.895999999999,5819.623,,3122.497
2013-07-01,,,,,,,,,,275.91,573.033,2005.935,,,,,,,,,,,,,,,,,,,,,,1024.154,934.176,,,,,478.29,,,,,,,,,832.725,,,,,3280.696,,,,,,,,,,,2000.102,,,,,,,,,1426.542,,,,,,,,,,,,,,,2141.608,694.411,,,,,1446.947,,3168.566,11229.772,,2712.53,4113.421,4403.821,5881.096,,3168.566
2013-10-01,,,,,,,,,,269.082,569.465,2011.062,,,,,,,,,,,,,,,,,,,,,,1036.337,940.136,,,,,488.069,,,,,,,,,856.826,,,,,3316.45,,,,,,,,,,,2024.103,,,,,,,,,1434.391,,,,,,,,,,,,,,,2130.876,686.123,,,,,1444.345,,3179.651,11353.486,,2733.624,4173.276,4446.586000000001,5913.275,,3179.651
2014-01-01,,,,,,,,,,259.826,570.269,1982.854,,,,,,,,,,,,,,,,,,,,,,1025.274,943.867,,,,,486.748,,,,,,,,,835.501,,,,,3310.332,,,,,,,,,,,2042.335,,,,,,,,,1432.855,,,,,,,,,,,,,,,2136.534,695.796,,,,,1440.63,,3141.064,11330.248,,2715.7149999999997,4145.833,4468.7,5856.7789999999995,,3141.064
2014-04-01,,,,,,,,,,264.434,578.982,2023.018,,,,,,,,,,,,,,,,,,,,,,1046.96,956.844,,,,,489.588,,,,,,,,,848.139,,,,,3344.211,,,,,,,,,,,2063.736,,,,,,,,,1442.311,,,,,,,,,,,,,,,2143.163,693.969,,,,,1448.899,,3213.422,11464.032,,2757.8260000000005,4192.349999999999,4513.855999999999,5971.2480000000005,,3213.422
2014-07-01,,,,,,,,,,270.777,578.949,2044.377,,,,,,,,,,,,,,,,,,,,,,1082.681,963.769,,,,,500.768,,,,,,,,,855.522,,,,,3353.586,,,,,,,,,,,2108.627,,,,,,,,,1461.04,,,,,,,,,,,,,,,2139.579,691.913,,,,,1447.338,,3257.976,11619.283,,2817.995,4209.108,4592.18,6075.971,,3257.976
2014-10-01,,,,,,,,,,270.12,588.116,2044.473,,,,,,,,,,,,,,,,,,,,,,1087.582,955.943,,,,,500.351,,,,,,,,,865.079,,,,,3366.216,,,,,,,,,,,2119.81,,,,,,,,,1472.498,,,,,,,,,,,,,,,2139.255,690.463,,,,,1448.407,,3293.474,11661.776,,2813.9960000000005,4231.295,4616.484999999999,6107.470000000001,,3293.474
2015-01-01,,,,,,,,,,252.273,593.533,2059.912,,,,,,,,,,,,,,,,,,,,,,1100.186,971.686,,,,,494.965,,,,,,,,,901.528,,,,,3386.116,,,,,,,,,,,2137.136,,,,,,,,,1492.692,,,,,,,,,,,,,,,2133.489,693.462,,,,,1439.878,,3338.028,11762.03,,2819.11,4287.644,4655.276,6157.138,,3338.028
2015-04-01,,,,,,,,,,267.485,605.181,2050.316,,,,,,,,,,,,,,,,,,,,,,1111.549,989.049,,,,,505.245,,,,,,,,,923.822,,,,,3404.701,,,,,,,,,,,2146.213,,,,,,,,,1500.218,,,,,,,,,,,,,,,2141.976,693.926,,,,,1447.786,,3308.648,11877.445,,2873.328,4328.523,4675.594,6181.976000000001,,3308.648
2015-07-01,,,,,,,,,,273.084,609.054,2049.059,,,,,,,,,,,,,,,,,,,,,,1112.459,999.541,,,,,513.812,,,,,,,,,950.464,,,,,3362.73,,,,,,,,,,,2163.637,,,,,,,,,1512.211,,,,,,,,,,,,,,,2145.215,693.919,,,,,1450.952,,3325.579,11914.737,,2898.896,4313.194,4702.646999999998,6224.475,,3325.579
2015-10-01,,,,,,,,,,272.708,612.595,2025.707,,,,,,,,,,,,,,,,,,,,,,1099.205,1002.699,,,,,514.475,,,,,,,,,981.201,,,,,3367.861,,,,,,,,,,,2169.485,,,,,,,,,1521.906,,,,,,,,,,,,,,,2148.065,694.782,,,,,1452.947,,3309.042,11954.684,,2889.087,4349.062,4716.535,6198.129,,3309.042
2016-01-01,,,,,,,,,,276.014,625.575,2035.148,,,,,,,,,,,,,,,,,,,,,,1082.761,1018.633,,,,,504.483,,,,,,,,,1007.385,,,,,3368.486,,,,,,,,,,,2186.22,,,,,,,,,1540.156,,,,,,,,,,,,,,,2153.702,696.945,,,,,1456.431,,3356.897,12007.135,,2881.8910000000005,4375.871,4749.372999999999,6238.7880000000005,,3356.897
2016-04-01,,,,,,,,,,278.584,622.595,2037.47,,,,,,,,,,,,,,,,,,,,,,1088.812,1019.78,,,,,514.442,,,,,,,,,1014.264,,,,,3408.713,,,,,,,,,,,2186.811,,,,,,,,,1549.443,,,,,,,,,,,,,,,2157.437,699.273,,,,,1457.905,,3324.186,12082.714,,2901.618,4422.977,4758.119,6225.804,,3324.186
2016-07-01,,,,,,,,,,284.809,627.767,2049.31,,,,,,,,,,,,,,,,,,,,,,1100.806,1031.665,,,,,514.446,,,,,,,,,1030.35,,,,,3434.205,,,,,,,,,,,2193.938,,,,,,,,,1546.752,,,,,,,,,,,,,,,2169.336,701.536,,,,,1467.446,,3337.301,12164.599,,2931.7259999999997,4464.555,4768.317999999999,6269.027,,3337.301
2016-10-01,,,,,,,,,,283.527,636.674,2039.076,,,,,,,,,,,,,,,,,,,,,,1095.214,1040.191,,,,,525.333,,,,,,,,,1036.131,,,,,3449.961,,,,,,,,,,,2224.456,,,,,,,,,1561.028,,,,,,,,,,,,,,,2172.964,702.171,,,,,1470.424,,3333.515,12251.908,,2944.265,4486.092,4821.551,6277.78,,3333.515
2017-01-01,,,,,,,,,,279.412,648.034,2060.763,,,,,,,,,,,,,,,,,,,,,,1095.124,1042.348,,,,,529.999,,,,,,,,,1054.406,,,,,3432.955,,,,,,,,,,,2246.192,,,,,,,,,1565.678,,,,,,,,,,,,,,,2177.809,703.47,,,,,1473.945,,3376.1,12279.461,,2946.883,4487.361,4845.217,6322.983,,3376.1
