date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.JA,RXI_N.B.MX,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B
1990-07-12,0.7913,,1.7985,1.1593,4.7339,148.6,,,,
1990-07-13,0.7804,,1.806,1.1579,4.7339,147.5,,,,
1990-07-16,0.7815,,1.804,1.1589,4.7339,148.05,,,,
1990-07-17,0.7899,,1.8112,1.1563,4.7339,148.35,,,,
1990-07-18,0.7915,,1.8205,1.153,4.7339,147.3,,,,
1990-07-19,0.7819,,1.8146,1.1538,4.7339,148.05,,,,
1990-07-20,0.7838,,1.8143,1.1573,4.7339,148.97,,,,
1990-07-23,0.7839,,1.8205,1.157,4.7339,148.45,,,,
1990-07-24,0.7858,,1.8248,1.156,4.7339,148.35,,,,
1990-07-25,0.7859,,1.812,1.152,4.7339,148.88,,,,
1990-07-26,0.7792,,1.8135,1.1517,4.7339,150.45,,,,
1990-07-27,0.7897,,1.8335,1.1522,4.7339,149.6,,,,
1990-07-30,0.7916,,1.8438,1.1523,4.7339,148.2,,,,
1990-07-31,0.7938,,1.86,1.153,4.7339,146.13,,,,
1990-08-01,0.794,,1.855,1.1535,4.7339,147.25,,,,
1990-08-02,0.7859,,1.8492,1.1523,4.7339,149.6,,,,
1990-08-03,0.785,,1.8565,1.1515,4.7339,149.9,,,,
1990-08-06,0.79,,1.872,1.1485,4.7339,149.75,,,,
1990-08-07,0.7925,,1.877,1.1503,4.7339,149.8,,,,
1990-08-08,0.7953,,1.8655,1.149,4.7339,150.15,,,,
1990-08-09,0.7992,,1.8717,1.147,4.7339,149.82,,,,
1990-08-10,0.7977,,1.8713,1.1475,4.7339,150.15,,,,
1990-08-13,0.8025,,1.884,1.147,4.7339,150.35,,,,
1990-08-14,0.8061,,1.8925,1.1454,4.7339,149.48,,,,
1990-08-15,0.8071,,1.8998,1.1435,4.7339,147.45,,,,
1990-08-16,0.8045,,1.898,1.1482,4.7339,148.38,,,,
1990-08-17,0.807,,1.919,1.1445,4.7339,147.57,,,,
1990-08-20,0.808,,1.9198,1.1438,4.7339,146.87,,,,
1990-08-21,0.8162,,1.921,1.1395,4.7339,146.4,,,,
1990-08-22,0.8205,,1.9275,1.1365,4.7339,145.75,,,,
1990-08-23,0.8293,,1.9515,1.1316,4.7339,146.6,,,,
1990-08-24,0.833,,1.9453,1.1338,4.7339,146.55,,,,
1990-08-27,0.8311,,1.9443,1.1372,4.7339,144.45,,,,
1990-08-28,0.8302,,1.9483,1.1422,4.7339,143.48,,,,
1990-08-29,0.8325,,1.9465,1.1378,4.7339,143.62,,,,
1990-08-30,0.8168,,1.9225,1.1455,4.7339,144.3,,,,
1990-08-31,0.816,,1.892,1.1545,4.7339,143.93,,,,
1990-09-03,,,,,,,,,,
1990-09-04,0.8147,,1.8758,1.1615,4.7339,143.55,,,,
1990-09-05,0.8278,,1.899,1.1529,4.7339,141.68,,,,
1990-09-06,0.8237,,1.908,1.1579,4.7339,141.05,,,,
1990-09-07,0.8208,,1.894,1.1635,4.7339,140.1,,,,
1990-09-10,0.8123,,1.8555,1.1705,4.7339,139.2,,,,
1990-09-11,0.817,,1.8485,1.163,4.7339,139.85,,,,
1990-09-12,0.8187,,1.864,1.1628,4.7339,137.7,,,,
1990-09-13,0.821,,1.8767,1.1644,4.7339,137.35,,,,
1990-09-14,0.8267,,1.8985,1.1647,4.7339,136.67,,,,
1990-09-17,0.8316,,1.9025,1.1594,4.7339,137.0,,,,
1990-09-18,0.8335,,1.918,1.1575,4.7399,137.5,,,,
1990-09-19,0.8291,,1.8847,1.1575,4.7339,137.5,,,,
1990-09-20,0.8266,,1.8683,1.1546,4.7339,136.93,,,,
1990-09-21,0.8288,,1.846,1.1532,4.7339,136.9,,,,
1990-09-24,0.8315,,1.884,1.1503,4.7339,136.1,,,,
1990-09-25,0.8303,,1.8768,1.1495,4.7339,137.38,,,,
1990-09-26,0.831,,1.864,1.1534,4.7339,137.27,,,,
1990-09-27,0.8267,,1.871,1.1553,4.7339,138.37,,,,
1990-09-28,0.8254,,1.8735,1.1565,4.7339,138.27,,,,
1990-10-01,0.8311,,1.889,1.1529,4.7339,136.9,,,,
1990-10-02,0.8298,,1.8885,1.153,4.7339,136.95,,,,
1990-10-03,0.832,,1.898,1.1517,4.7339,136.13,,,,
1990-10-04,0.833,,1.9118,1.1489,4.7339,133.9,,,,
1990-10-05,0.8351,,1.9465,1.1545,4.7339,132.4,,,,
1990-10-08,,,,,,,,,,
1990-10-09,0.8337,,1.97,1.151,4.7339,130.33,,,,
1990-10-10,0.8265,,1.9675,1.15,4.7339,129.97,,,,
1990-10-11,0.814,,1.964,1.1514,4.7339,129.95,,,,
1990-10-12,0.8183,,1.9732,1.1472,4.7339,128.65,,,,
1990-10-15,0.7888,,1.9535,1.1523,4.7339,128.15,,,,
1990-10-16,0.787,,1.957,1.1555,4.7339,127.25,,,,
1990-10-17,0.7775,,1.965,1.1647,4.7339,125.27,,,,
1990-10-18,0.769,,1.9535,1.1748,4.7339,125.05,,,,
1990-10-19,0.782,,1.9595,1.167,4.7339,125.75,,,,
1990-10-22,0.782,,1.948,1.1733,4.7339,126.05,,,,
1990-10-23,0.778,,1.9464,1.171,4.7339,127.5,,,,
1990-10-24,0.7804,,1.9565,1.1688,4.7339,128.05,,,,
1990-10-25,0.7833,,1.954,1.168,4.7339,127.3,,,,
1990-10-26,0.7812,,1.956,1.1655,4.7339,128.0,,,,
1990-10-29,0.7835,,1.953,1.1642,4.7339,128.4,,,,
1990-10-30,0.7821,,1.9475,1.167,4.7339,129.1,,,,
1990-10-31,0.7848,,1.944,1.1678,4.7339,129.95,,,,
1990-11-01,0.7837,,1.95,1.1652,4.7339,130.48,,,,
1990-11-02,0.7765,,1.9515,1.1655,4.7339,128.6,,,,
1990-11-05,0.782,,1.9695,1.1587,4.7339,126.8,,,,
1990-11-06,0.787,,1.973,1.1611,4.7339,127.3,,,,
1990-11-07,0.7785,,1.976,1.1628,4.7339,128.15,,,,
1990-11-08,0.7781,,1.967,1.169,4.7339,129.9,,,,
1990-11-09,0.7794,,1.9665,1.17,4.7339,129.73,,,,
1990-11-12,,,,,,,,,,
1990-11-13,0.7725,,1.9642,1.1658,4.7339,129.6,,,,
1990-11-14,0.7707,,1.961,1.1645,4.7339,129.62,,,,
1990-11-15,0.772,,1.9595,1.1621,4.7339,129.27,,,,
1990-11-16,0.7695,,1.966,1.164,,129.43,,,,
1990-11-19,0.7635,,1.9707,1.1631,5.2352,129.0,,,,
1990-11-20,0.7653,,1.9698,1.16,5.2352,128.95,,,,
1990-11-21,0.7635,,1.9685,1.1592,5.2352,127.65,,,,
1990-11-22,,,,,,,,,,
1990-11-23,0.7658,,1.967,1.1593,5.2352,127.35,,,,
1990-11-26,0.7663,,1.9658,1.16,5.2352,128.75,,,,
1990-11-27,0.7684,,1.976,1.1635,5.2352,128.33,,,,
1990-11-28,0.7691,,1.972,1.1652,5.2352,129.85,,,,
1990-11-29,0.7722,,1.9515,1.1648,5.2352,132.45,,,,
1990-11-30,0.774,,1.9392,1.1658,5.2352,133.1,,,,
1990-12-03,0.7768,,1.9195,1.1655,5.2352,134.4,,,,
1990-12-04,0.7773,,1.926,1.1638,5.2352,134.05,,,,
1990-12-05,0.7692,,1.922,1.163,5.2352,134.53,,,,
1990-12-06,0.77,,1.938,1.1623,5.2352,132.35,,,,
1990-12-07,0.7735,,1.95,1.159,5.2352,131.05,,,,
1990-12-10,0.7667,,1.9425,1.157,5.2352,131.9,,,,
1990-12-11,0.7677,,1.939,1.1589,5.2352,132.1,,,,
1990-12-12,0.766,,1.944,1.1602,5.2352,131.82,,,,
1990-12-13,0.7581,,1.9435,1.16,5.2352,132.13,,,,
1990-12-14,0.7675,,1.9391,1.1599,5.2352,132.95,,,,
1990-12-17,0.766,,1.9285,1.1575,5.2352,133.25,,,,
1990-12-18,0.7701,,1.935,1.1566,5.2352,133.23,,,,
1990-12-19,0.771,,1.931,1.1593,5.2352,134.15,,,,
1990-12-20,0.7734,,1.906,1.159,5.2352,134.85,,,,
1990-12-21,0.773,,1.885,1.16,5.2352,135.6,,,,
1990-12-24,0.774,,1.867,1.1604,5.2352,136.05,,,,
1990-12-25,,,,,,,,,,
1990-12-26,0.774,,1.885,1.16,5.2352,136.05,,,,
1990-12-27,0.7675,,1.887,1.1612,5.2352,136.45,,,,
1990-12-28,0.77,,1.921,1.1612,5.2352,135.12,,,,
1990-12-31,0.772,,1.9285,1.1605,5.2352,135.75,,,,
1991-01-01,,,,,,,,,,
1991-01-02,0.7735,,1.9425,1.1574,5.2352,134.6,,,,
1991-01-03,0.7784,,1.9465,1.153,5.2352,133.05,,,,
1991-01-04,0.7793,,1.932,1.1513,5.2352,135.1,,,,
1991-01-07,0.7775,,1.905,1.1533,5.2352,136.7,,,,
1991-01-08,0.7785,,1.906,1.1515,5.2352,136.45,,,,
1991-01-09,0.7728,,1.9258,1.1559,5.2352,134.05,,,,
1991-01-10,0.7733,,1.905,1.1526,5.2352,134.6,,,,
1991-01-11,0.7728,,1.907,1.153,5.2352,134.25,,,,
1991-01-14,0.7765,,1.9045,1.1485,5.2352,135.05,,,,
1991-01-15,0.781,,1.904,1.1485,5.2352,135.9,,,,
1991-01-16,0.7889,,1.9047,1.1486,5.2352,136.85,,,,
1991-01-17,0.7817,,1.9228,1.1554,5.2352,132.88,,,,
1991-01-18,0.7778,,1.9416,1.1588,5.2352,132.8,,,,
1991-01-21,,,,,,,,,,
1991-01-22,0.782,,1.9477,1.1615,5.2352,131.7,,,,
1991-01-23,0.7841,,1.955,1.1588,5.2352,132.41,,,,
1991-01-24,0.7787,,1.96,1.1589,5.2352,132.23,,,,
1991-01-25,0.776,,1.9575,1.1645,5.2352,132.27,,,,
1991-01-28,0.7812,,1.9642,1.1621,5.2352,132.2,,,,
1991-01-29,0.7836,,1.9695,1.1597,5.2352,131.53,,,,
1991-01-30,0.785,,1.961,1.1605,5.2352,131.6,,,,
1991-01-31,0.7826,,1.965,1.1629,5.2352,131.45,,,,
1991-02-01,0.782,,1.9763,1.1608,5.2352,131.45,,,,
1991-02-04,0.7817,,1.9772,1.1582,5.2352,131.08,,,,
1991-02-05,0.7765,,1.983,1.1595,5.2352,129.73,,,,
1991-02-06,0.7787,,1.999,1.158,5.2352,128.35,,,,
1991-02-07,0.7816,,1.9965,1.1597,5.2352,127.95,,,,
1991-02-08,0.7796,,1.987,1.1585,5.2352,127.9,,,,
1991-02-11,0.7793,,1.997,1.1568,5.2352,127.72,,,,
1991-02-12,0.7809,,1.9915,1.1534,5.2352,128.3,,,,
1991-02-13,0.7875,,1.9918,1.1533,5.2352,129.08,,,,
1991-02-14,0.7869,,1.98,1.154,5.2352,129.8,,,,
1991-02-15,0.7886,,1.9705,1.1545,5.2352,130.45,,,,
1991-02-18,,,,,,,,,,
1991-02-19,0.788,,1.9515,1.154,5.2352,131.55,,,,
1991-02-20,0.7873,,1.947,1.1534,5.2352,131.8,,,,
1991-02-21,0.788,,1.9571,1.1515,5.2352,131.4,,,,
1991-02-22,0.7838,,1.9437,1.152,5.2352,132.2,,,,
1991-02-25,0.7833,,1.923,1.1521,5.2352,133.35,,,,
1991-02-26,0.784,,1.9205,1.1516,5.2352,132.85,,,,
1991-02-27,0.7836,,1.9155,1.1518,5.2352,132.27,,,,
1991-02-28,0.7853,,1.91,1.1499,5.2352,132.95,,,,
1991-03-01,0.7848,,1.898,1.1531,5.2352,134.55,,,,
1991-03-04,0.7763,,1.8965,1.1557,5.2352,135.55,,,,
1991-03-05,0.7727,,1.9017,1.1549,5.2352,135.39,,,,
1991-03-06,0.7687,,1.889,1.1599,,136.25,,,,
1991-03-07,0.7682,,1.8865,1.1602,,135.8,,,,
1991-03-08,0.7678,,1.8718,1.1619,,136.25,,,,
1991-03-11,0.7669,,1.8505,1.1557,5.2352,138.1,,,,
1991-03-12,0.7673,,1.858,1.1551,5.2352,136.3,,,,
1991-03-13,0.7651,,1.856,1.1542,5.2352,136.4,,,,
1991-03-14,0.7688,,1.8555,1.1538,5.2352,135.95,,,,
1991-03-15,0.7713,,1.8305,1.1553,5.2352,137.2,,,,
1991-03-18,0.7679,,1.791,1.1533,5.2352,138.15,,,,
1991-03-19,0.7696,,1.765,1.1558,5.2352,138.15,,,,
1991-03-20,0.7683,,1.7765,1.1584,5.2352,138.6,,,,
1991-03-21,0.7712,,1.792,1.156,5.2352,137.6,,,,
1991-03-22,0.773,,1.7895,1.1576,5.2352,137.2,,,,
1991-03-25,0.771,,1.764,1.1605,5.2352,138.43,,,,
1991-03-26,0.7713,,1.7533,1.1598,5.2352,138.35,,,,
1991-03-27,0.7742,,1.7395,1.1608,5.2352,139.1,,,,
1991-03-28,0.775,,1.7365,1.1588,5.2352,141.2,,,,
1991-03-29,0.773,,1.7485,1.1595,5.2352,140.6,,,,
1991-04-01,0.775,,1.7585,1.1585,5.2352,140.2,,,,
1991-04-02,0.775,,1.7705,1.156,5.2352,138.3,,,,
1991-04-03,0.7786,,1.777,1.1557,5.2352,137.4,,,,
1991-04-04,0.7842,,1.788,1.1557,5.2352,135.97,,,,
1991-04-05,0.786,,1.7705,1.1538,5.2352,136.9,,,,
1991-04-08,0.7846,,1.7675,1.154,5.2352,137.25,,,,
1991-04-09,0.7857,,1.791,1.1527,5.2853,135.1,,,,
1991-04-10,0.7871,,1.7793,1.1522,5.2853,136.35,,,,
1991-04-11,0.7818,,1.79,1.1498,5.2853,135.95,,,,
1991-04-12,0.7844,,1.7775,1.1508,5.2827,136.3,,,,
1991-04-15,0.7803,,1.7875,1.1498,5.2827,134.48,,,,
1991-04-16,0.7799,,1.7885,1.1488,5.2827,134.85,,,,
1991-04-17,0.779,,1.783,1.1509,5.2827,136.35,,,,
1991-04-18,0.7776,,1.771,1.1525,5.289,136.8,,,,
1991-04-19,0.7728,,1.719,1.155,5.2979,138.58,,,,
1991-04-22,0.7703,,1.69,1.1595,5.3083,139.45,,,,
1991-04-23,0.775,,1.712,1.1563,5.3036,137.94,,,,
1991-04-24,0.7741,,1.694,1.155,5.3036,138.05,,,,
1991-04-25,0.7768,,1.6935,1.153,5.3036,138.05,,,,
1991-04-26,0.7795,,1.686,1.1519,5.3036,138.13,,,,
1991-04-29,0.7792,,1.6765,1.1534,5.3036,137.7,,,,
1991-04-30,0.7814,,1.7225,1.152,,136.38,,,,
1991-05-01,0.7788,,1.7265,1.152,5.3007,137.6,,,,
1991-05-02,0.778,,1.717,1.1497,5.3007,138.1,,,,
1991-05-03,0.7764,,1.695,1.1515,5.3007,138.55,,,,
1991-05-06,0.7795,,1.705,1.1515,5.3201,138.47,,,,
1991-05-07,0.7807,,1.7215,1.1508,5.3201,137.95,,,,
1991-05-08,0.7838,,1.7175,1.152,5.3201,138.35,,,,
1991-05-09,0.783,,1.704,1.153,5.3264,139.3,,,,
1991-05-10,0.7838,,1.719,1.1514,5.3264,138.75,,,,
1991-05-13,0.7791,,1.7315,1.1503,5.3264,139.42,,,,
1991-05-14,0.7788,,1.7383,1.1511,5.3264,138.15,,,,
1991-05-15,0.7835,,1.7478,1.1501,5.3201,137.99,,,,
1991-05-16,0.7834,,1.7455,1.149,5.3201,137.55,,,,
1991-05-17,0.7825,,1.7135,1.1507,5.3201,138.5,,,,
1991-05-20,0.7824,,1.719,1.1496,5.3332,138.22,,,,
1991-05-21,0.7765,,1.7365,1.1488,5.3332,137.5,,,,
1991-05-22,0.7715,,1.727,1.1492,5.3296,138.05,,,,
1991-05-23,0.7565,,1.7345,1.1509,5.3359,137.73,,,,
1991-05-24,0.759,,1.731,1.1495,5.3359,138.4,,,,
1991-05-27,,,,,,,,,,
1991-05-28,0.7603,,1.7453,1.1464,5.3359,137.8,,,,
1991-05-29,0.7605,,1.734,1.1472,5.3359,138.2,,,,
1991-05-30,0.7565,,1.7155,1.1468,5.349,137.85,,,,
1991-05-31,0.7594,,1.698,1.1453,5.349,138.45,,,,
1991-06-03,0.7575,,1.6969,1.1451,5.3537,139.08,,,,
1991-06-04,0.76,,1.703,1.1445,5.3585,138.66,,,,
1991-06-05,0.7603,,1.6937,1.1455,5.3585,139.13,,,,
1991-06-06,0.7507,,1.6875,1.1465,5.3585,139.18,,,,
1991-06-07,0.7515,,1.671,1.1475,5.3585,140.31,,,,
1991-06-10,0.752,,1.6688,1.1474,5.3674,141.9,,,,
1991-06-11,0.755,,1.6615,1.1452,5.3674,141.2,,,,
1991-06-12,0.7548,,1.6445,1.1445,5.3674,141.9,,,,
1991-06-13,0.754,,1.6377,1.1445,5.3737,141.33,,,,
1991-06-14,0.7545,,1.639,1.1431,,140.55,,,,
1991-06-17,0.7598,,1.6252,1.143,5.3737,140.97,,,,
1991-06-18,0.763,,1.6115,1.1425,5.3737,140.9,,,,
1991-06-19,0.7631,,1.6325,1.1424,5.3737,140.08,,,,
1991-06-20,0.7641,,1.6312,1.1418,5.369,138.74,,,,
1991-06-21,0.765,,1.631,1.1427,5.369,139.0,,,,
1991-06-24,0.7645,,1.642,1.143,5.369,138.9,,,,
1991-06-25,0.765,,1.6281,1.1419,5.369,138.82,,,,
1991-06-26,0.767,,1.6395,1.1418,5.369,138.3,,,,
1991-06-27,0.7675,,1.632,1.1426,5.369,138.1,,,,
1991-06-28,0.767,,1.618,1.1424,5.369,137.9,,,,
1991-07-01,0.7651,,1.614,1.143,5.369,138.4,,,,
1991-07-02,0.7643,,1.6015,1.1433,5.3784,138.78,,,,
1991-07-03,0.7642,,1.6057,1.1428,5.3847,139.5,,,,
1991-07-04,,,,,,,,,,
1991-07-05,0.7651,,1.615,1.1438,5.3847,138.35,,,,
1991-07-08,0.7665,,1.628,1.1445,5.3789,138.73,,,,
1991-07-09,0.765,,1.622,1.1475,5.3742,138.65,,,,
1991-07-10,0.7664,,1.621,1.148,5.3742,138.53,,,,
1991-07-11,0.7664,,1.607,1.1493,5.3742,138.58,,,,
1991-07-12,0.77,,1.6505,1.1483,5.3742,136.75,,,,
1991-07-15,0.7738,,1.6515,1.1465,5.3679,136.7,,,,
1991-07-16,0.7755,,1.644,1.1463,5.3679,137.15,,,,
1991-07-17,0.776,,1.6525,1.1474,5.3679,136.8,,,,
1991-07-18,0.773,,1.666,1.1545,5.3679,136.8,,,,
1991-07-19,0.7785,,1.691,1.16,5.3679,136.45,,,,
1991-07-22,0.7755,,1.681,1.1567,5.3605,137.45,,,,
1991-07-23,0.7738,,1.6835,1.1568,5.3605,136.98,,,,
1991-07-24,0.7751,,1.6938,1.1525,5.3605,137.38,,,,
1991-07-25,0.771,,1.675,1.152,,138.85,,,,
1991-07-26,0.7758,,1.6875,1.1498,5.3605,137.9,,,,
1991-07-29,0.7761,,1.6743,1.1491,5.3605,138.18,,,,
1991-07-30,0.7792,,1.6798,1.1513,5.3605,137.93,,,,
1991-07-31,0.778,,1.6845,1.1519,5.3605,137.42,,,,
1991-08-01,0.7765,,1.6735,1.1503,5.3605,137.67,,,,
1991-08-02,0.779,,1.6945,1.151,5.3605,136.74,,,,
1991-08-05,0.7802,,1.7095,1.1498,5.3605,136.68,,,,
1991-08-06,0.7822,,1.712,1.1487,5.3568,135.73,,,,
1991-08-07,0.7835,,1.7128,1.1475,5.3568,135.85,,,,
1991-08-08,0.7825,,1.7,1.1467,5.3568,136.47,,,,
1991-08-09,0.7835,,1.695,1.1468,5.3618,136.9,,,,
1991-08-12,0.7839,,1.6983,1.1469,5.3618,136.54,,,,
1991-08-13,0.7825,,1.6935,1.146,5.3618,136.52,,,,
1991-08-14,0.7821,,1.6875,1.1444,5.3618,136.61,,,,
1991-08-15,0.7785,,1.688,1.1434,5.3618,136.47,,,,
1991-08-16,0.7776,,1.662,1.1443,5.3696,137.25,,,,
1991-08-19,0.779,,1.63,1.1443,5.3785,138.3,,,,
1991-08-20,0.7815,,1.6377,1.1421,5.3936,137.45,,,,
1991-08-21,0.784,,1.6765,1.1438,5.3888,136.8,,,,
1991-08-22,0.7871,,1.697,1.1435,5.3862,136.43,,,,
1991-08-23,0.7855,,1.6715,1.144,5.3862,137.1,,,,
1991-08-26,0.7845,,1.6795,1.1445,5.3862,137.0,,,,
1991-08-27,0.7841,,1.68,1.1417,5.3862,137.0,,,,
1991-08-28,0.7845,,1.69,1.1408,5.3862,136.6,,,,
1991-08-29,0.7842,,1.6805,1.1406,5.3862,137.0,,,,
1991-08-30,0.7852,,1.68,1.1422,5.3862,136.85,,,,
1991-09-02,,,,,,,,,,
1991-09-03,0.7781,,1.691,1.1407,5.3862,136.02,,,,
1991-09-04,0.7848,,1.6935,1.1417,5.3862,135.3,,,,
1991-09-05,0.7856,,1.692,1.141,5.3862,135.87,,,,
1991-09-06,0.7867,,1.6975,1.1395,5.3862,136.15,,,,
1991-09-09,0.7905,,1.73,1.1391,5.3862,134.95,,,,
1991-09-10,0.7878,,1.7295,1.1406,5.3835,134.85,,,,
1991-09-11,0.7896,,1.7252,1.1378,5.3835,134.95,,,,
1991-09-12,0.7958,,1.7335,1.1371,5.3835,134.06,,,,
1991-09-13,0.7963,,1.7325,1.1361,5.3835,133.98,,,,
1991-09-16,0.7991,,1.739,1.1358,,133.65,,,,
1991-09-17,0.7995,,1.742,1.1365,5.3835,133.82,,,,
1991-09-18,0.8,,1.7307,1.1369,,134.17,,,,
1991-09-19,0.7957,,1.7275,1.1365,5.3899,134.5,,,,
1991-09-20,0.7974,,1.7285,1.1355,5.3899,134.37,,,,
1991-09-23,0.8011,,1.744,1.1345,5.3899,133.05,,,,
1991-09-24,0.8002,,1.738,1.134,5.3899,133.08,,,,
1991-09-25,0.7961,,1.7333,1.1345,5.3899,133.3,,,,
1991-09-26,0.7935,,1.7325,1.1352,5.3899,133.67,,,,
1991-09-27,0.7965,,1.737,1.1343,5.3899,133.4,,,,
1991-09-30,0.7995,,1.752,1.1318,,132.85,,,,
1991-10-01,0.7971,,1.7485,1.1315,5.3899,133.2,,,,
1991-10-02,0.8004,,1.751,1.131,5.3899,132.68,,,,
1991-10-03,0.7953,,1.75,1.1313,5.3899,130.77,,,,
1991-10-04,0.794,,1.739,1.1319,5.3854,130.03,,,,
1991-10-07,0.796,,1.7352,1.1295,5.3854,129.3,,,,
1991-10-08,0.7934,,1.714,1.1285,5.3854,130.1,,,,
1991-10-09,0.7955,,1.7165,1.129,5.3944,130.25,,,,
1991-10-10,0.7943,,1.7145,1.1305,5.3944,130.35,,,,
1991-10-11,0.797,,1.719,1.1294,5.3944,129.73,,,,
1991-10-14,,,,,,,,,,
1991-10-15,0.8,,1.702,1.1298,5.3944,130.22,,,,
1991-10-16,0.7955,,1.7105,1.1307,5.3944,130.02,,,,
1991-10-17,0.797,,1.7096,1.1289,,129.83,,,,
1991-10-18,0.798,,1.725,1.128,5.3944,129.77,,,,
1991-10-21,0.7968,,1.7185,1.127,5.3944,130.73,,,,
1991-10-22,0.795,,1.7145,1.1267,5.3944,131.2,,,,
1991-10-23,0.784,,1.7065,1.1275,5.3944,131.55,,,,
1991-10-24,0.7854,,1.711,1.1254,5.3944,131.18,,,,
1991-10-25,0.7855,,1.711,1.1256,5.3944,131.4,,,,
1991-10-28,0.7842,,1.7047,1.1235,,132.25,,,,
1991-10-29,0.7871,,1.723,1.1232,5.3807,130.75,,,,
1991-10-30,0.7845,,1.7425,1.1228,5.3944,131.08,,,,
1991-10-31,0.7791,,1.7425,1.123,5.3944,130.6,,,,
1991-11-01,0.781,,1.7498,1.1203,,130.3,,,,
1991-11-04,0.7845,,1.781,1.121,5.3944,128.9,,,,
1991-11-05,0.7836,,1.7697,1.1208,5.3944,129.8,,,,
1991-11-06,0.784,,1.7705,1.124,,129.9,,,,
1991-11-07,0.7843,,1.7797,1.1212,,129.7,,,,
1991-11-08,0.7854,,1.768,1.126,5.3975,130.32,,,,
1991-11-11,,,,,,,,,,
1991-11-12,0.7868,,1.7725,1.1316,,129.65,,,,
1991-11-13,0.786,,1.7707,1.1318,,130.12,,,,
1991-11-14,0.7863,,1.775,1.1321,5.4002,129.87,,,,
1991-11-15,0.7851,,1.769,1.1307,5.3976,130.05,,,,
1991-11-18,0.7866,,1.791,1.128,5.3976,129.3,,,,
1991-11-19,0.7883,,1.7955,1.1287,5.3976,129.95,,,,
1991-11-20,0.789,,1.796,1.1359,5.3976,129.77,,,,
1991-11-21,0.7911,,1.7975,1.1358,5.3955,129.62,,,,
1991-11-22,0.7915,,1.7975,1.1378,5.402,129.53,,,,
1991-11-25,0.7918,,1.7985,1.1396,5.402,127.77,,,,
1991-11-26,0.7888,,1.7978,1.136,5.402,128.1,,,,
1991-11-27,0.7868,,1.767,1.137,5.402,130.28,,,,
1991-11-28,,,,,,,,,,
1991-11-29,0.7844,,1.7655,1.135,5.4115,130.08,,,,
1991-12-02,0.784,,1.776,1.1335,5.4115,129.95,,,,
1991-12-03,0.7855,,1.7715,1.1342,5.4115,129.55,,,,
1991-12-04,0.7851,,1.7725,1.1354,5.4115,129.55,,,,
1991-12-05,0.7818,,1.7915,1.137,5.4115,128.77,,,,
1991-12-06,0.7784,,1.81,1.1368,5.4115,128.2,,,,
1991-12-09,0.7735,,1.806,1.1361,5.4115,128.4,,,,
1991-12-10,0.7728,,1.808,1.1364,5.4115,128.7,,,,
1991-12-11,0.772,,1.8085,1.1407,5.4207,129.15,,,,
1991-12-12,0.7711,,1.8075,1.1421,5.4207,129.24,,,,
1991-12-13,0.7705,,1.8185,1.1424,5.4207,128.8,,,,
1991-12-16,0.773,,1.821,1.1437,5.4299,128.47,,,,
1991-12-17,0.7737,,1.822,1.1455,5.4261,128.6,,,,
1991-12-18,0.7731,,1.8252,1.1468,5.4261,128.45,,,,
1991-12-19,0.7715,,1.8325,1.1573,5.4261,128.33,,,,
1991-12-20,0.767,,1.86,1.155,5.4261,127.57,,,,
1991-12-23,0.7604,,1.8765,1.1601,5.4261,126.55,,,,
1991-12-24,0.7601,,1.8705,1.1609,5.4292,127.55,,,,
1991-12-25,,,,,,,,,,
1991-12-26,0.7608,,1.884,1.1613,5.4292,126.78,,,,
1991-12-27,0.7624,,1.8768,1.1603,5.4292,125.57,,,,
1991-12-30,0.7597,,1.8665,1.1584,5.4478,125.75,,,,
1991-12-31,0.7593,,1.866,1.1558,5.4478,124.9,,,,
1992-01-01,,,,,,,,,,
1992-01-02,0.7565,,1.868,1.1515,5.4478,124.5,,,,
1992-01-03,0.7572,,1.845,1.1473,5.4559,124.8,,,,
1992-01-06,0.7641,,1.877,1.1433,5.4559,124.1,,,,
1992-01-07,0.7551,,1.871,1.142,5.4494,124.4,,,,
1992-01-08,0.7564,,1.871,1.1428,5.4494,124.9,,,,
1992-01-09,0.7465,,1.831,1.149,5.4494,125.4,,,,
1992-01-10,0.7365,,1.792,1.1543,5.4591,127.05,,,,
1992-01-13,0.742,,1.8015,1.149,5.4646,126.85,,,,
1992-01-14,0.7458,,1.789,1.1488,5.4646,126.8,,,,
1992-01-15,0.7415,,1.753,1.1563,5.4646,128.4,,,,
1992-01-16,0.7419,,1.7605,1.1533,5.4686,128.28,,,,
1992-01-17,0.743,,1.777,1.1532,5.4686,127.45,,,,
1992-01-20,,,,,,,,,,
1992-01-21,0.7504,,1.807,1.1538,5.4641,123.2,,,,
1992-01-22,0.7513,,1.8065,1.1549,5.4641,123.22,,,,
1992-01-23,0.7449,,1.7951,1.1583,5.4641,123.9,,,,
1992-01-24,0.7398,,1.8055,1.1675,5.4668,123.42,,,,
1992-01-27,0.7383,,1.776,1.1731,5.4668,125.4,,,,
1992-01-28,0.7443,,1.7945,1.1743,5.4686,125.62,,,,
1992-01-29,0.7431,,1.806,1.1723,5.4686,125.45,,,,
1992-01-30,0.748,,1.773,1.178,5.4686,126.0,,,,
