date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.JA,RXI_N.B.MX,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B
1999-02-19,0.6375,1.1075,1.6255,1.4905,8.2787,121.0,9.935,,,
1999-02-22,0.64,1.1037,1.6238,1.4972,8.2787,120.35,9.93,,,
1999-02-23,0.6392,1.0993,1.6138,1.4975,8.2787,121.45,9.95,,,
1999-02-24,0.6315,1.0972,1.598,1.499,8.2787,121.9,9.938,,,
1999-02-25,0.6272,1.1068,1.606,1.505,8.2789,119.26,9.995,,,
1999-02-26,0.6205,1.0995,1.6027,1.509,8.279,118.7,9.9365,,,
1999-03-01,0.6179,1.0891,1.6058,1.524,8.2792,119.79,9.915,,,
1999-03-02,0.6205,1.0931,1.6135,1.52,8.2789,120.47,9.951,,,
1999-03-03,0.623,1.0888,1.6134,1.5268,8.2789,121.68,9.965,,,
1999-03-04,0.6242,1.0824,1.6065,1.5255,8.2783,123.5,9.935,,,
1999-03-05,0.6285,1.0843,1.6073,1.5167,8.2784,122.57,9.876,,,
1999-03-08,0.6305,1.0899,1.6085,1.5145,8.2786,121.73,9.838,,,
1999-03-09,0.6357,1.0873,1.6148,1.5169,8.2791,121.4,9.7945,,,
1999-03-10,0.635,1.0961,1.6267,1.524,8.2788,119.84,9.8,,,
1999-03-11,0.6365,1.0932,1.627,1.522,8.2789,119.57,9.75,,,
1999-03-12,0.636,1.0936,1.6335,1.5235,8.2789,118.99,9.77,,,
1999-03-15,0.6315,1.093,1.6223,1.5286,8.2789,117.7,9.69,,,
1999-03-16,0.626,1.0915,1.624,1.5285,8.2789,117.74,9.68,,,
1999-03-17,0.6273,1.1015,1.6302,1.5222,8.2788,118.15,9.683,,,
1999-03-18,0.6301,1.099,1.629,1.5186,8.2788,117.53,9.64,,,
1999-03-19,0.6304,1.0923,1.6303,1.5158,8.2793,117.05,9.675,,,
1999-03-22,0.6336,1.0915,1.628,1.5078,8.2792,118.14,9.715,,,
1999-03-23,0.6382,1.0918,1.6372,1.5065,8.2795,118.02,9.67,,,
1999-03-24,0.6394,1.0921,1.641,1.504,8.2796,117.35,9.6875,,,
1999-03-25,0.6363,1.0871,1.6314,1.5105,8.2798,118.05,9.645,,,
1999-03-26,0.6352,1.0743,1.6205,1.5135,8.28,120.3,9.59,,,
1999-03-29,0.6323,1.0716,1.614,1.5125,8.2797,119.78,9.514,,,
1999-03-30,0.627,1.0732,1.6115,1.5125,8.28,120.1,9.54,,,
1999-03-31,0.634,1.0808,1.614,1.5092,8.28,118.43,9.521,,,
1999-04-01,0.6354,1.0782,1.6063,1.5023,8.2796,120.19,9.5175,,,
1999-04-02,0.6345,1.0782,1.6023,1.4968,8.2794,120.6,9.51,,,
1999-04-05,0.6315,1.0706,1.6015,1.4972,8.2795,122.0,9.475,,,
1999-04-06,0.628,1.0838,1.592,1.5035,8.2797,120.74,9.495,,,
1999-04-07,0.6272,1.0784,1.5975,1.5005,8.2797,121.34,9.498,,,
1999-04-08,0.6244,1.0835,1.6083,1.4985,8.2799,120.85,9.49,,,
1999-04-09,0.6296,1.0786,1.6068,1.5023,8.2797,121.09,9.587,,,
1999-04-12,0.6343,1.0842,1.6127,1.4945,8.2797,120.14,9.56,,,
1999-04-13,0.6365,1.078,1.6135,1.4898,8.2797,120.04,9.51,,,
1999-04-14,0.6378,1.0779,1.6124,1.4929,8.2794,118.89,9.51,,,
1999-04-15,0.6359,1.0717,1.6103,1.4908,8.2789,119.04,9.54,,,
1999-04-16,0.6466,1.0688,1.6112,1.4865,8.2787,117.86,9.53,,,
1999-04-19,0.6518,1.0608,1.6075,1.4833,8.2787,117.99,9.378,,,
1999-04-20,0.6475,1.063,1.6135,1.492,8.2783,118.18,9.415,,,
1999-04-21,0.6469,1.0612,1.6074,1.4895,8.2783,119.76,9.3695,,,
1999-04-22,0.6507,1.0598,1.6117,1.481,8.2783,119.84,9.338,,,
1999-04-23,0.6516,1.0634,1.617,1.477,8.2784,119.26,9.29,,,
1999-04-26,0.6488,1.059,1.6113,1.4792,8.2793,119.13,9.315,,,
1999-04-27,0.6505,1.0649,1.6177,1.4788,8.2794,120.23,9.3333,,,
1999-04-28,0.6539,1.0616,1.6148,1.477,8.2791,119.13,9.3,,,
1999-04-29,0.6583,1.0591,1.6105,1.467,8.2794,119.26,9.266,,,
1999-04-30,0.662,1.0564,1.6085,1.4578,8.279,119.43,9.2425,,,
1999-05-03,0.664,1.0571,1.6083,1.4512,8.279,120.14,9.263,,,
1999-05-04,0.6625,1.0593,1.621,1.454,8.2789,120.94,9.277,,,
1999-05-05,0.6614,1.0724,1.6337,1.4558,8.2789,120.91,9.3275,,,
1999-05-06,0.669,1.0779,1.6377,1.4555,8.2786,120.77,9.3375,,,
1999-05-07,0.6709,1.0781,1.635,1.4585,8.2783,120.78,9.347,,,
1999-05-10,0.6688,1.0787,1.63,1.4605,8.2787,120.68,9.2985,,,
1999-05-11,0.6712,1.072,1.6215,1.4538,8.2782,120.96,9.2555,,,
1999-05-12,0.667,1.0666,1.6193,1.4608,8.2783,120.86,9.324,,,
1999-05-13,0.6679,1.0626,1.619,1.4598,8.2778,121.67,9.2675,,,
1999-05-14,0.6648,1.065,1.6175,1.4635,8.2784,122.64,9.3675,,,
1999-05-17,0.6662,1.0672,1.6193,1.4605,8.2785,123.27,9.3625,,,
1999-05-18,0.6705,1.0672,1.6203,1.4607,8.279,123.24,9.3,,,
1999-05-19,0.6633,1.0641,1.6175,1.4661,8.2783,124.45,9.312,,,
1999-05-20,0.661,1.063,1.6122,1.4658,8.278,124.15,9.34,,,
1999-05-21,0.6595,1.0577,1.602,1.4595,8.278,123.9,9.37,,,
1999-05-24,0.6595,1.0593,1.5978,1.4559,8.2785,123.57,9.4,,,
1999-05-25,0.658,1.0587,1.6021,1.4603,8.2789,122.88,9.5475,,,
1999-05-26,0.6492,1.0471,1.5963,1.472,8.279,122.03,9.665,,,
1999-05-27,0.6485,1.0439,1.5957,1.4755,8.2788,121.27,9.755,,,
1999-05-28,0.6528,1.0422,1.602,1.4725,8.2786,120.88,9.7925,,,
1999-05-31,,,,,,,,,,
1999-06-01,0.6415,1.0449,1.615,1.483,8.2781,120.75,9.81,,,
1999-06-02,0.6445,1.0357,1.6075,1.4805,8.2787,121.14,9.775,,,
1999-06-03,0.6477,1.0355,1.6055,1.4768,8.2784,121.5,9.6575,,,
1999-06-04,0.6555,1.0327,1.6074,1.4696,8.2781,121.99,9.615,,,
1999-06-07,0.6583,1.0296,1.601,1.4735,8.2781,121.31,9.4975,,,
1999-06-08,0.6586,1.0438,1.605,1.47,8.2779,119.88,9.5,,,
1999-06-09,0.6585,1.045,1.6001,1.4723,8.2778,119.2,9.565,,,
1999-06-10,0.6625,1.0477,1.6002,1.462,8.2777,118.85,9.6,,,
1999-06-11,0.6643,1.0516,1.6085,1.46,8.2777,118.14,9.545,,,
1999-06-14,0.663,1.0416,1.6075,1.4608,8.2776,120.4,9.5825,,,
1999-06-15,0.658,1.042,1.595,1.4653,8.2781,120.63,9.5155,,,
1999-06-16,0.6565,1.0298,1.5862,1.4585,8.2776,120.03,9.4625,,,
1999-06-17,0.6575,1.0329,1.5925,1.461,8.2775,119.47,9.379,,,
1999-06-18,0.6533,1.0368,1.5924,1.4645,8.2774,120.48,9.365,,,
1999-06-21,0.6508,1.0323,1.589,1.4727,8.2778,122.28,9.3925,,,
1999-06-22,0.6535,1.0323,1.5895,1.4705,8.2781,121.68,9.358,,,
1999-06-23,0.6568,1.0316,1.5787,1.4735,8.2784,122.05,9.395,,,
1999-06-24,0.6582,1.0372,1.5833,1.471,8.2779,121.83,9.47,,,
1999-06-25,0.6618,1.0448,1.5893,1.4642,8.2775,121.28,9.493,,,
1999-06-28,0.658,1.0373,1.5822,1.4695,8.278,121.3,9.483,,,
1999-06-29,0.658,1.0337,1.5781,1.476,8.2786,120.81,9.4175,,,
1999-06-30,0.6611,1.031,1.5765,1.4735,8.2787,120.94,9.443,,,
1999-07-01,0.6665,1.0236,1.5765,1.4693,8.2786,120.99,9.3775,,,
1999-07-02,0.6703,1.0244,1.5792,1.4645,8.2785,121.13,9.36,,,
1999-07-05,,,,,,,,,,
1999-07-06,0.6657,1.0249,1.5688,1.4685,8.2782,121.94,9.325,,,
1999-07-07,0.664,1.0224,1.5602,1.47,8.2783,122.19,9.364,,,
1999-07-08,0.6655,1.0198,1.5577,1.4698,8.2781,122.57,9.335,,,
1999-07-09,0.6645,1.0186,1.5515,1.4735,8.2777,122.37,9.367,,,
1999-07-12,0.662,1.0139,1.5558,1.4812,8.2776,122.22,9.455,,,
1999-07-13,0.6593,1.0176,1.5566,1.4828,8.2775,121.38,9.455,,,
1999-07-14,0.6592,1.0215,1.5635,1.4811,8.2778,120.58,9.335,,,
1999-07-15,0.6626,1.022,1.5665,1.4826,8.2775,120.49,9.345,,,
1999-07-16,0.6602,1.0203,1.5622,1.482,8.2773,120.98,9.358,,,
1999-07-19,0.6515,1.0203,1.563,1.4918,8.2773,119.18,9.3025,,,
1999-07-20,0.6483,1.042,1.57,1.4915,8.2777,118.94,9.299,,,
1999-07-21,0.6475,1.0526,1.5766,1.5011,8.2773,118.25,9.345,,,
1999-07-22,0.6466,1.0509,1.5835,1.5025,8.2773,117.27,9.3825,,,
1999-07-23,0.648,1.0497,1.578,1.5076,8.2772,116.51,9.388,,,
1999-07-26,0.6473,1.0651,1.5905,1.5102,8.277,116.66,9.412,,,
1999-07-27,0.6443,1.0627,1.5895,1.5135,8.277,116.23,9.3675,,,
1999-07-28,0.6442,1.0644,1.5935,1.511,8.277,116.17,9.38,,,
1999-07-29,0.6495,1.0719,1.613,1.5085,8.2773,115.19,9.415,,,
1999-07-30,0.6522,1.0694,1.6207,1.507,8.2774,114.7,9.4,,,
1999-08-02,0.65,1.0661,1.6145,1.5079,8.277,114.51,9.4,,,
1999-08-03,0.6535,1.068,1.6185,1.4948,8.2773,115.1,9.455,,,
1999-08-04,0.6585,1.0766,1.62,1.4898,8.2774,114.2,9.4425,,,
1999-08-05,0.6545,1.0793,1.6198,1.4947,8.2774,113.98,9.49,,,
1999-08-06,0.6531,1.077,1.6147,1.5035,8.2773,114.6,9.495,,,
1999-08-09,0.65,1.0694,1.6,1.5026,8.2774,115.37,9.484,,,
1999-08-10,0.6512,1.0752,1.618,1.5,8.2772,114.44,9.515,,,
1999-08-11,0.6485,1.066,1.6107,1.4908,8.2772,115.1,9.421,,,
1999-08-12,0.6495,1.0636,1.609,1.4853,8.2771,115.76,9.354,,,
1999-08-13,0.6517,1.0568,1.6057,1.478,8.277,115.66,9.3875,,,
1999-08-16,0.6497,1.0557,1.6011,1.4815,8.2774,114.83,9.36,,,
1999-08-17,0.6485,1.0525,1.6036,1.4794,8.277,114.18,9.339,,,
1999-08-18,0.6468,1.0505,1.6004,1.4832,8.2772,112.3,9.324,,,
1999-08-19,0.6365,1.0643,1.618,1.494,8.2774,111.14,9.385,,,
1999-08-20,0.6393,1.0654,1.6133,1.4942,8.2774,111.44,9.4,,,
1999-08-23,0.6359,1.0553,1.6076,1.4955,8.2772,111.73,9.344,,,
1999-08-24,0.637,1.0506,1.5946,1.4955,8.2775,111.53,9.3175,,,
1999-08-25,0.6334,1.0461,1.5865,1.496,8.2773,111.18,9.31,,,
1999-08-26,0.63,1.0441,1.5876,1.5026,8.2773,111.83,9.337,,,
1999-08-27,0.632,1.046,1.5885,1.492,8.2773,111.68,9.39,,,
1999-08-30,0.6326,1.0445,1.5875,1.4925,8.2771,111.13,9.41,,,
1999-08-31,0.638,1.0581,1.6086,1.4965,8.277,109.3,9.393,,,
1999-09-01,0.639,1.0582,1.6023,1.4858,8.2771,109.35,9.336,,,
1999-09-02,0.6447,1.0689,1.6091,1.495,8.2773,109.24,9.376,,,
1999-09-03,0.6467,1.0605,1.6028,1.4909,8.2775,110.09,9.344,,,
1999-09-06,,,,,,,,,,
1999-09-07,0.6465,1.0581,1.6057,1.4937,8.2776,110.92,9.355,,,
1999-09-08,0.6486,1.059,1.6185,1.487,8.2776,110.99,9.35,,,
1999-09-09,0.652,1.0543,1.6332,1.48,8.2774,108.0,9.346,,,
1999-09-10,0.652,1.0402,1.6183,1.4747,8.2774,109.0,9.3175,,,
1999-09-13,0.6573,1.04,1.609,1.4703,8.2772,106.19,9.323,,,
1999-09-14,0.6545,1.0408,1.6085,1.4745,8.2775,105.33,9.335,,,
1999-09-15,0.6487,1.0385,1.611,1.4754,8.2773,103.78,9.305,,,
1999-09-16,0.6462,1.0418,1.625,1.478,8.2771,105.1,9.43,,,
1999-09-17,0.6481,1.0399,1.6222,1.4742,8.2773,106.94,9.38,,,
1999-09-20,0.6414,1.0408,1.623,1.4785,8.2775,106.42,9.326,,,
1999-09-21,0.647,1.046,1.631,1.4725,8.2775,104.85,9.2975,,,
1999-09-22,0.6513,1.05,1.6363,1.4685,8.2777,104.03,9.288,,,
1999-09-23,0.6482,1.0415,1.6375,1.4754,8.2776,104.18,9.3075,,,
1999-09-24,0.6525,1.0466,1.6428,1.4739,8.2775,104.14,9.3625,,,
1999-09-27,0.6525,1.0431,1.6455,1.4713,8.2775,106.07,9.317,,,
1999-09-28,0.6555,1.0509,1.6485,1.4645,8.2775,106.14,9.359,,,
1999-09-29,0.653,1.0613,1.6425,1.4645,8.2775,106.8,9.36,,,
1999-09-30,0.6528,1.0643,1.6457,1.4695,8.2778,106.82,9.352,,,
1999-10-01,0.654,1.0718,1.655,1.4725,8.2778,105.08,9.405,,,
1999-10-04,0.6607,1.0703,1.6555,1.4705,8.2778,106.35,9.451,,,
1999-10-05,0.6633,1.0693,1.6525,1.4695,8.277,106.96,9.476,,,
1999-10-06,0.6605,1.0704,1.656,1.4695,8.2778,107.54,9.43,,,
1999-10-07,0.6602,1.0721,1.652,1.4725,8.2778,107.67,9.464,,,
1999-10-08,0.654,1.063,1.652,1.4739,8.278,107.38,9.4775,,,
1999-10-11,,,,,,,,,,
1999-10-12,0.6555,1.0737,1.6535,1.4748,8.2772,106.28,9.4685,,,
1999-10-13,0.649,1.0758,1.6532,1.4815,8.2777,107.45,9.52,,,
1999-10-14,0.65,1.0799,1.6575,1.4822,8.2774,106.96,9.645,,,
1999-10-15,0.6475,1.0887,1.6684,1.4853,8.2775,105.43,9.72,,,
1999-10-18,0.644,1.0863,1.672,1.4952,8.2774,104.93,9.7325,,,
1999-10-19,0.6486,1.0833,1.6708,1.491,8.2773,105.5,9.673,,,
1999-10-20,0.6463,1.0765,1.6643,1.4905,8.2774,106.16,9.615,,,
1999-10-21,0.647,1.0808,1.6765,1.486,8.2772,105.96,9.6475,,,
1999-10-22,0.6503,1.0678,1.6584,1.4759,8.2773,105.81,9.5975,,,
1999-10-25,0.6508,1.0666,1.6631,1.4748,8.277,105.35,9.644,,,
1999-10-26,0.6503,1.0578,1.6525,1.4715,8.2773,104.83,9.628,,,
1999-10-27,0.6436,1.0532,1.6477,1.4709,8.2775,104.24,9.652,,,
1999-10-28,0.6457,1.0519,1.64,1.4722,8.2776,105.13,9.64,,,
1999-10-29,0.6376,1.0518,1.6425,1.472,8.2778,104.29,9.618,,,
1999-11-01,0.6382,1.0494,1.6404,1.4684,8.2779,104.19,9.624,,,
1999-11-02,0.6405,1.0506,1.6445,1.469,8.2781,104.15,9.5805,,,
1999-11-03,0.6437,1.0485,1.644,1.4688,8.2781,105.0,9.548,,,
1999-11-04,0.6383,1.044,1.6375,1.465,8.278,104.48,9.481,,,
1999-11-05,0.6385,1.04,1.6205,1.463,8.2779,106.33,9.457,,,
1999-11-08,0.6365,1.0363,1.615,1.4683,8.2779,105.77,9.462,,,
1999-11-09,0.6375,1.0401,1.621,1.4735,8.278,104.86,9.427,,,
1999-11-10,0.6402,1.0436,1.625,1.4708,8.2781,104.58,9.409,,,
1999-11-11,,,,,,,,,,
1999-11-12,0.6431,1.0315,1.6131,1.462,8.278,105.34,9.385,,,
1999-11-15,0.6467,1.0315,1.623,1.465,8.2781,104.88,9.365,,,
1999-11-16,0.6417,1.0312,1.6164,1.4698,8.2781,105.83,9.404,,,
1999-11-17,0.6394,1.0403,1.6231,1.4675,8.2781,105.47,9.3525,,,
1999-11-18,0.6395,1.0297,1.615,1.4635,8.2784,105.85,9.348,,,
1999-11-19,0.639,1.0313,1.616,1.4628,8.2785,106.13,9.328,,,
1999-11-22,0.6376,1.0327,1.6205,1.462,8.2785,104.87,9.3205,,,
1999-11-23,0.6356,1.0261,1.6236,1.465,8.2784,104.2,9.336,,,
1999-11-24,0.6323,1.0176,1.609,1.4685,8.2785,104.62,9.32,,,
1999-11-25,,,,,,,,,,
1999-11-26,0.6345,1.0137,1.6062,1.4685,8.2785,102.19,9.361,,,
1999-11-29,0.6368,1.01,1.6024,1.4752,8.2785,102.43,9.39,,,
1999-11-30,0.6371,1.0077,1.5935,1.472,8.2789,101.8,9.424,,,
1999-12-01,0.6354,1.0059,1.596,1.475,8.2789,102.37,9.47,,,
1999-12-02,0.633,1.0023,1.5972,1.4795,8.2788,102.69,9.5225,,,
1999-12-03,0.6332,1.0016,1.6015,1.4793,8.2787,102.55,9.48,,,
1999-12-06,0.6348,1.0252,1.623,1.4742,8.279,103.1,9.4615,,,
1999-12-07,0.6362,1.0222,1.6233,1.475,8.279,102.39,9.45,,,
1999-12-08,0.638,1.0263,1.6255,1.4794,8.2795,102.97,9.477,,,
1999-12-09,0.6396,1.0161,1.623,1.4745,8.2795,102.57,9.4285,,,
1999-12-10,0.6365,1.0158,1.6225,1.4787,8.2795,102.4,9.416,,,
1999-12-13,0.633,1.012,1.6232,1.4796,8.2795,103.26,9.412,,,
1999-12-14,0.6352,1.0067,1.611,1.4823,8.2794,103.47,9.4125,,,
1999-12-15,0.6357,1.0066,1.6085,1.4837,8.2794,103.54,9.374,,,
1999-12-16,0.6425,1.0169,1.6123,1.4785,8.2794,103.04,9.363,,,
1999-12-17,0.6426,1.0088,1.607,1.4778,8.2794,103.27,9.33,,,
1999-12-20,0.6416,1.0066,1.6035,1.48,8.2794,102.72,9.3335,,,
1999-12-21,0.6433,1.0093,1.6103,1.4796,8.2796,102.06,9.32,,,
1999-12-22,0.6436,1.008,1.606,1.4769,8.2796,101.53,9.308,,,
1999-12-23,0.6453,1.0162,1.6161,1.4735,8.2795,101.73,9.376,,,
1999-12-24,0.6427,1.0128,1.6154,1.4685,8.2794,102.95,9.4175,,,
1999-12-27,0.6448,1.0136,1.6173,1.4623,8.2796,102.1,9.4575,,,
1999-12-28,0.645,1.0068,1.6165,1.4545,8.2797,102.19,9.506,,,
1999-12-29,0.6503,1.0045,1.6168,1.4507,8.2793,102.05,9.533,,,
1999-12-30,0.6539,1.0024,1.613,1.4533,8.2795,102.33,9.495,,,
1999-12-31,0.656,1.007,1.615,1.444,8.2795,102.16,9.48,,,
2000-01-03,0.6591,1.0155,1.627,1.4465,8.2798,101.7,9.4015,,,
2000-01-04,0.6562,1.0309,1.637,1.4518,8.2799,103.09,9.457,,,
2000-01-05,0.655,1.0335,1.6415,1.4518,8.2798,103.77,9.535,,,
2000-01-06,0.654,1.0324,1.6475,1.4571,8.2797,105.19,9.567,,,
2000-01-07,0.6548,1.0294,1.6384,1.4505,8.2794,105.17,9.52,,,
2000-01-10,0.6561,1.0252,1.6374,1.4568,8.2794,105.28,9.445,,,
2000-01-11,0.6575,1.0322,1.648,1.457,8.2795,106.09,9.4825,,,
2000-01-12,0.6578,1.0281,1.6465,1.455,8.2796,105.76,9.515,,,
2000-01-13,0.6687,1.027,1.6482,1.4495,8.2798,106.09,9.51,,,
2000-01-14,0.6665,1.0128,1.6353,1.4497,8.2797,105.86,9.455,,,
2000-01-17,,,,,,,,,,
2000-01-18,0.664,1.0121,1.638,1.4502,8.2793,105.49,9.441,,,
2000-01-19,0.6634,1.0115,1.6438,1.4527,8.2797,105.39,9.418,,,
2000-01-20,0.6666,1.0133,1.6538,1.4484,8.2794,105.45,9.408,,,
2000-01-21,0.6621,1.01,1.6504,1.442,8.2795,104.96,9.447,,,
2000-01-24,0.6544,1.0019,1.652,1.44,8.2789,105.52,9.485,,,
2000-01-25,0.6542,1.0041,1.6482,1.4389,8.2786,105.87,9.525,,,
2000-01-26,0.6505,1.0011,1.6395,1.4379,8.2782,105.85,9.5175,,,
2000-01-27,0.655,0.989,1.6363,1.435,8.2783,104.91,9.52,,,
2000-01-28,0.6265,0.9765,1.621,1.4495,8.2781,107.15,9.581,,,
2000-01-31,0.6382,0.9757,1.6182,1.4517,8.2777,107.33,9.64,,,
2000-02-01,0.6315,0.9731,1.615,1.4468,8.2774,107.67,9.597,,,
2000-02-02,0.636,0.9768,1.606,1.4435,8.2773,108.4,9.575,,,
2000-02-03,0.6387,0.9887,1.6025,1.4417,8.2781,107.92,9.51,,,
2000-02-04,0.6315,0.976,1.5915,1.4467,8.2788,107.54,9.481,,,
2000-02-07,0.6339,0.9783,1.5917,1.4457,8.2788,108.75,9.436,,,
2000-02-08,0.6353,0.9862,1.6105,1.4473,8.2788,109.59,9.402,,,
2000-02-09,0.6345,0.9914,1.6115,1.4443,8.2788,109.11,9.399,,,
2000-02-10,0.632,0.9865,1.6057,1.45,8.2788,108.74,9.4365,,,
2000-02-11,0.6282,0.9847,1.5923,1.4515,8.2788,108.99,9.423,,,
2000-02-14,0.6279,0.9783,1.589,1.4547,8.2779,108.65,9.393,,,
2000-02-15,0.63,0.9834,1.595,1.4585,8.2777,108.75,9.3875,,,
2000-02-16,0.6301,0.9842,1.604,1.452,8.2777,109.38,9.3715,,,
2000-02-17,0.632,0.9863,1.605,1.4522,8.2772,110.27,9.398,,,
2000-02-18,0.6292,0.985,1.5984,1.4512,8.2772,110.88,9.354,,,
2000-02-21,,,,,,,,,,
2000-02-22,0.6257,1.006,1.6165,1.4595,8.2773,111.04,9.427,,,
2000-02-23,0.6196,1.0017,1.6047,1.4651,8.278,111.11,9.413,,,
2000-02-24,0.6144,0.9931,1.5981,1.4587,8.278,110.95,9.382,,,
2000-02-25,0.6175,0.9763,1.5908,1.4505,8.2786,110.98,9.378,,,
2000-02-28,0.6116,0.9669,1.5935,1.4538,8.2786,109.17,9.4025,,,
2000-02-29,0.6155,0.9643,1.578,1.4505,8.2786,109.88,9.3645,,,
2000-03-01,0.6067,0.97,1.5849,1.447,8.2786,107.1,9.363,,,
2000-03-02,0.6077,0.9619,1.5765,1.4543,8.2787,107.37,9.341,,,
2000-03-03,0.6082,0.9618,1.581,1.451,8.2789,107.8,9.315,,,
2000-03-06,0.6016,0.9603,1.5732,1.4555,8.2785,107.74,9.3175,,,
2000-03-07,0.6035,0.956,1.5772,1.4527,8.2784,106.2,9.285,,,
2000-03-08,0.6094,0.9576,1.5855,1.4592,8.2786,106.89,9.272,,,
2000-03-09,0.6155,0.9684,1.5815,1.457,8.2787,106.45,9.2925,,,
2000-03-10,0.6136,0.9659,1.5793,1.4575,8.2785,106.27,9.3175,,,
2000-03-13,0.6165,0.9648,1.5782,1.4614,8.2781,105.32,9.313,,,
2000-03-14,0.614,0.9644,1.5725,1.4632,8.278,104.85,9.319,,,
2000-03-15,0.6125,0.9696,1.573,1.468,8.2778,105.58,9.337,,,
2000-03-16,0.6107,0.971,1.5747,1.4724,8.2777,105.63,9.325,,,
2000-03-17,0.6067,0.9694,1.5705,1.4728,8.2785,106.1,9.322,,,
2000-03-20,0.6065,0.971,1.5686,1.4703,8.2786,106.5,9.321,,,
2000-03-21,0.61,0.9703,1.5725,1.4662,8.2783,106.91,9.3,,,
2000-03-22,0.6056,0.9608,1.5705,1.472,8.2783,106.77,9.275,,,
2000-03-23,0.6041,0.9691,1.583,1.4727,8.2787,107.45,9.2375,,,
2000-03-24,0.6064,0.9724,1.591,1.465,8.2789,107.25,9.1875,,,
2000-03-27,0.6114,0.9645,1.5855,1.4605,8.2792,107.13,9.1825,,,
2000-03-28,0.6141,0.9614,1.5872,1.4541,8.2795,105.9,9.184,,,
2000-03-29,0.6124,0.9524,1.587,1.4555,8.2789,105.6,9.235,,,
2000-03-30,0.6125,0.9594,1.5922,1.4557,8.2788,105.53,9.306,,,
2000-03-31,0.6062,0.9574,1.5922,1.4538,8.2787,102.73,9.2895,,,
2000-04-03,0.6073,0.956,1.598,1.4548,8.2786,104.82,9.29,,,
2000-04-04,0.6032,0.9588,1.5965,1.4531,8.2791,105.33,9.312,,,
2000-04-05,0.6053,0.9647,1.59,1.4548,8.2795,105.0,9.395,,,
2000-04-06,0.6016,0.958,1.58,1.4515,8.2795,104.78,9.364,,,
2000-04-07,0.6003,0.959,1.583,1.4574,8.2795,105.33,9.3222,,,
2000-04-10,0.5991,0.9588,1.5828,1.4615,8.2798,106.37,9.29,,,
2000-04-11,0.5957,0.9591,1.5873,1.4635,8.2791,106.95,9.366,,,
2000-04-12,0.597,0.9551,1.5882,1.4623,8.2796,105.86,9.397,,,
2000-04-13,0.5963,0.9524,1.5881,1.4661,8.2794,105.76,9.399,,,
2000-04-14,0.5972,0.9564,1.586,1.4767,8.2794,105.12,9.501,,,
2000-04-17,0.5913,0.955,1.5853,1.4855,8.2794,104.19,9.4825,,,
2000-04-18,0.5946,0.9477,1.5764,1.4837,8.279,104.59,9.437,,,
2000-04-19,0.5957,0.9369,1.5777,1.4761,8.2793,104.94,9.391,,,
2000-04-20,0.5931,0.9376,1.5801,1.4725,8.2791,105.45,9.403,,,
2000-04-21,0.5925,0.9379,1.5785,1.475,8.2785,105.88,9.4045,,,
2000-04-24,0.5945,0.9396,1.58,1.4763,8.2786,105.66,9.4405,,,
2000-04-25,0.5956,0.9265,1.5787,1.4699,8.2791,105.71,9.405,,,
2000-04-26,0.589,0.9217,1.5795,1.4758,8.2795,106.46,9.409,,,
2000-04-27,0.5875,0.9083,1.5748,1.4792,8.2798,106.36,9.454,,,
2000-04-28,0.5837,0.9089,1.556,1.4818,8.2799,107.98,9.411,,,
2000-05-01,0.58,0.912,1.5558,1.4783,8.2799,108.89,9.335,,,
2000-05-02,0.5857,0.9068,1.559,1.4857,8.2799,108.63,9.334,,,
2000-05-03,0.59,0.8891,1.5605,1.4923,8.2799,109.14,9.3675,,,
2000-05-04,0.5914,0.8907,1.5435,1.498,8.2799,108.17,9.3965,,,
2000-05-05,0.5935,0.8953,1.5288,1.498,8.2799,108.53,9.48,,,
2000-05-08,0.587,0.895,1.531,1.4927,8.2798,109.03,9.4825,,,
2000-05-09,0.5828,0.9023,1.5315,1.4945,8.279,109.61,9.4875,,,
2000-05-10,0.5815,0.9097,1.5153,1.4955,8.2785,109.33,9.572,,,
2000-05-11,0.579,0.9021,1.4997,1.49,8.2782,108.47,9.583,,,
2000-05-12,0.581,0.908,1.5172,1.4872,8.2778,108.74,9.5627,,,
2000-05-15,0.5739,0.9138,1.5075,1.4897,8.2777,109.48,9.576,,,
2000-05-16,0.5773,0.9053,1.5008,1.4862,8.2772,109.75,9.508,,,
2000-05-17,0.5685,0.8921,1.4905,1.4992,8.2768,109.53,9.5505,,,
2000-05-18,0.5703,0.8952,1.4818,1.5007,8.2773,108.7,9.582,,,
2000-05-19,0.5728,0.8946,1.4855,1.4963,8.2768,106.89,9.627,,,
2000-05-22,0.574,0.9036,1.4907,1.4983,8.277,107.02,9.573,,,
2000-05-23,0.5747,0.9032,1.4728,1.5036,8.2768,106.72,9.5025,,,
2000-05-24,0.5713,0.9096,1.4755,1.5085,8.2769,107.58,9.54,,,
2000-05-25,0.57,0.9072,1.4705,1.5057,8.2773,107.48,9.5085,,,
2000-05-26,0.5716,0.931,1.4875,1.5045,8.2771,107.18,9.53,,,
2000-05-29,,,,,,,,,,
2000-05-30,0.5768,0.9314,1.495,1.5036,8.2772,106.44,9.52,,,
