date,ELEC.GEN.COW-US-99.M,ELEC.GEN.NUC-US-99.M,ELEC.GEN.TSN-US-99.M,ELEC.GEN.HYC-US-99.M,ELEC.GEN.HPS-US-99.M,ELEC.GEN.NG-US-99.M,ELEC.GEN.WND-US-99.M,ELEC.GEN.GEO-US-99.M,ELEC.GEN.WWW-US-99.M,ELEC.GEN.WAS-US-99.M,ELEC.GEN.PEL-US-99.M,ELEC.GEN.PC-US-99.M,ELEC.GEN.ALL-US-99.M,ELEC.GEN.AOR-US-99.M,ELEC.GEN.OTH-US-99.M,ELEC.GEN.SUN-US-99.M,ELEC.GEN.OOG-US-99.M
2012-06-01,131261.03605,65140.085,,26657.66222,-506.74058,115597.50323,11972.15949,1277.48031,3081.18859,1611.52982,1306.10129,762.02863,360825.3809,18469.42585,1165.86879,527.06764,972.41042
2012-07-01,160450.26253,69129.329,,26491.04579,-618.9742,138862.84998,8823.083,1320.64784,3351.84698,1721.22477,1530.53308,809.34421,414641.21748,15726.31287,1218.48779,509.51028,1042.02643
2012-08-01,152181.05516,69602.111,,23033.72581,-528.9121,131735.86442,8469.41899,1303.83863,3370.2786,1725.54733,1202.22391,915.74282,395699.74917,15330.49444,1177.5035,461.41088,1049.94021
2012-09-01,125588.60805,64510.882,,17603.96419,-430.5438,108012.30069,8789.86546,1299.9828,3227.46567,1626.08947,978.29125,881.9381,334585.56266,15401.50605,1134.94575,458.10265,903.67038
2012-10-01,120999.33876,59743.218,,16501.69662,-378.21324,91725.37056,12635.90112,1329.1492,3112.87857,1715.82071,1060.91739,743.97822,311651.9307,19225.17658,1135.48951,431.42698,894.95831
2012-11-01,128727.0657,56712.757,,18733.31916,-408.96803,80169.46107,11648.4968,1347.05171,3190.29969,1684.00767,986.20887,823.58209,305975.85101,18217.13181,1139.79835,347.27595,875.49499
2012-12-01,134078.90757,68583.669,,22984.35228,-576.268,83989.0974,14523.51758,1390.24919,3364.82689,1773.30826,1235.42749,800.18142,334634.74915,21400.67405,1176.07747,348.77212,962.63047
2013-01-01,138104.82108,71405.817,,24828.52759,-464.948,88559.05007,14738.50426,1381.88028,3399.74873,1688.27329,1732.98124,1041.73846,348967.37792,21518.23042,1097.56423,309.82386,1143.59583
2013-02-01,123546.80484,61483.385,,20418.46514,-319.58,80283.07377,14075.59068,1236.23527,3083.02823,1502.89015,1129.97674,867.10917,309728.08,20330.38694,1020.23199,432.64262,968.22642
2013-03-01,130633.56036,62947.389,,20534.35802,-462.214,84725.25919,15755.65337,1378.21628,3299.77208,1757.14745,990.30728,1006.72942,325398.83402,22810.18819,1143.20416,619.39901,1070.05242
2013-04-01,111834.68254,56766.882,,25097.10474,-292.192,78036.43182,17476.27429,1274.15826,2863.13892,1680.53771,994.54149,890.92112,299332.86831,23960.84797,1023.92269,666.73879,1019.72593
2013-05-01,119512.5,62848.155,,28450.09411,-334.035,83815.59186,16238.70213,1307.7114,3173.93377,1781.20351,1066.72061,1344.86706,322155.64042,23254.25731,1109.54975,752.70649,1087.93974
2013-06-01,138283.21603,66429.69,,27384.06656,-358.223,99615.06431,13748.10576,1278.25447,3330.23073,1726.95786,1034.72402,1307.3457,356822.64723,20954.23384,1124.99857,870.68502,1047.53121
2013-07-01,152866.8527,70539.238,,27254.5715,-340.468,120770.9808,11093.61355,1336.88222,3536.19697,1797.26641,1458.10513,1354.20122,394845.6208,18592.80641,1201.07959,828.84727,1148.25346
2013-08-01,149426.0529,71344.379,,21633.31561,-464.51,121156.39696,9633.88368,1322.43644,3634.03354,1847.4604,1076.01032,1372.48899,385285.74515,17381.9058,1216.63924,944.09174,1143.06632
2013-09-01,133110.43729,65798.971,,16961.1523,-438.55,102063.23334,11674.08115,1299.29966,3353.38915,1715.76756,964.42726,1221.75457,340940.90155,18991.31617,1181.53218,948.77866,1086.62745
2013-10-01,120996.39294,63183.533,,17198.59414,-372.598,88587.40151,13635.01809,1363.49926,3340.97487,1730.51712,944.53169,1073.9038,314925.46247,21057.54274,1184.64312,987.53341,1071.51753
2013-11-01,120939.72975,64975.456,,17676.83384,-413.042,84286.78492,15803.25968,1230.48105,3407.00532,1765.3696,989.3213,850.41296,314539.64185,23030.46783,1143.30466,824.35218,1060.37259
2013-12-01,141859.66537,71293.578,,21128.29918,-420.673,92936.2913,13967.05881,1365.61949,3606.08465,1837.09849,1438.38285,1012.94137,353021.24773,21625.88278,1140.85162,850.02134,1006.02826
2014-01-01,157097.36861,73162.609,1375.15155,21633.79467,-289.685,91060.93439,17911.21433,1355.01553,3626.34817,1849.52337,5913.28271,1158.27321,377249.83084,25493.22013,1087.17043,751.11873,932.86268
2014-02-01,143294.48747,62638.95,1498.82093,17396.12893,-445.152,75942.31445,14008.66045,1206.12975,3264.60283,1686.43837,1847.01409,915.79102,324344.12066,21000.8236,936.52747,834.9922,817.23564
2014-03-01,136442.60132,62397.08,2224.12366,24257.12925,-421.403,78150.91836,17735.8829,1337.66565,3609.0941,1850.94216,2001.90874,1185.97837,331817.54641,25850.67852,1087.05479,1317.09371,865.60006
2014-04-01,109280.59165,56384.588,2475.52102,25439.90661,-378.109,76781.87947,18635.54917,1313.53464,3230.04629,1809.57834,911.13938,842.05719,297625.29265,26475.80569,1033.24613,1487.09725,854.18754
2014-05-01,118785.80061,62947.43,2841.66641,26543.88511,-600.752,89119.67653,15601.36684,1332.36081,3289.75941,1849.16406,959.86942,1084.08955,324718.20093,23822.30574,1111.49849,1749.65461,944.39748
2014-06-01,137576.92149,68138.232,3023.8867,25743.87767,-653.046,98467.60766,15798.81712,1293.37505,3622.27121,1826.34003,889.16106,1131.43279,357838.22997,24464.12929,1111.23864,1923.32588,968.67537
2014-07-01,149627.05758,71940.126,2936.22665,24357.40238,-544.656,115081.26949,12187.39242,1319.57192,3807.42376,1942.0977,992.39618,1049.74706,385773.27325,21044.18466,1157.10426,1787.69886,1068.64164
2014-08-01,148451.62333,71128.746,3018.61669,19807.24668,-840.357,122348.42288,10170.52076,1329.20881,3761.24103,1880.35618,1013.8688,1036.44057,384334.97824,19020.80881,1233.04371,1879.48203,1135.13447
2014-09-01,126110.38461,67534.5,2878.62126,16074.32674,-541.876,106581.58568,11519.76842,1307.51933,3462.22556,1771.58349,929.40248,1019.06374,339880.57118,19893.35736,1153.45775,1832.26056,1126.36882
2014-10-01,111295.95754,62390.988,2681.80098,17159.21225,-447.609,97683.01576,14507.93111,1345.09102,3422.22924,1726.27612,908.45906,609.27168,314516.32764,22718.45051,1116.32379,1716.92302,1082.25805
2014-11-01,119127.43937,65140.185,2171.44148,18624.92296,-531.042,84353.51326,18866.92881,1362.46919,3507.91896,1690.51816,963.23459,774.81392,317489.02094,26807.47505,1155.02421,1379.63993,1073.45459
2014-12-01,124620.11616,73362.548,1797.81256,22328.78862,-479.861,91037.8204,14711.24947,1374.99931,3736.56465,1766.90078,946.64528,1148.52065,337950.59111,22621.45863,1211.58471,1031.74441,1152.96969
2015-01-01,132450.52066,74269.974,1901.79647,24138.3839,-551.05,101687.39262,15162.14633,1361.91486,3716.86817,1724.76993,1927.3721,1045.59461,360449.2625,23121.04993,1113.68171,1155.35063,1246.34298
2015-02-01,126976.83198,63461.493,2299.31836,22286.07601,-456.06,91315.16471,14921.54534,1260.09914,3371.94187,1524.17597,5220.63559,1099.98573,334470.60698,22561.31617,980.18381,1483.55386,1024.97999
2015-03-01,108487.53856,64546.799,3205.83426,24280.90476,-409.305,99422.71998,15307.92894,1393.99435,3456.8391,1712.28837,1061.37309,717.11809,324186.09214,23943.3078,1045.03457,2072.25703,1090.60128
2015-04-01,88989.1425,59784.495,3642.64641,22470.97723,-214.411,92805.99824,17867.14921,1272.42782,3246.40512,1729.2561,918.52707,809.15508,294127.63929,26494.35636,1090.06534,2379.11811,979.33349
2015-05-01,104584.52668,65826.525,3897.98556,20125.4156,-370.209,101516.3545,17151.34131,1390.15094,3337.80784,1798.75605,1017.19831,921.57624,322080.75837,26182.20495,1178.44074,2504.14881,1098.72535
2015-06-01,125673.11366,68516.165,3965.61172,20414.084,-397.811,121477.74922,13421.26619,1301.60767,3496.10312,1784.07775,1039.98424,820.51271,362403.00441,22560.65293,1180.94484,2557.5982,1117.6088
2015-07-01,139099.86855,71412.176,4113.74514,21014.22144,-513.417,141119.08134,13675.44937,1356.72712,3806.47852,1988.77809,1200.80032,1103.37931,400412.40259,23454.49665,1286.35271,2627.06355,1235.44328
2015-08-01,134670.3089,72415.352,4155.60157,19122.10511,-625.878,139083.7544,13080.02756,1344.14271,3788.24122,1921.42752,1092.74186,1040.46485,392109.58745,22821.39226,1293.76814,2687.55324,1195.57794
2015-09-01,117985.6322,66476.372,3546.77556,16094.1224,-544.042,123035.92238,13971.56651,1202.86145,3450.34084,1805.48749,1006.21885,1028.08673,350115.31729,22647.38039,1175.50403,2217.1241,1210.1203
2015-10-01,96758.50415,60570.921,3107.28733,16630.40155,-443.327,110005.03903,16380.03853,1323.03223,3252.21575,1843.15554,944.53178,826.66066,312105.70168,24708.02183,1198.47096,1909.57979,906.47772
2015-11-01,87227.13603,60263.941,2711.70957,19337.83088,-285.276,102236.25483,19681.71564,1333.62825,3417.87318,1901.94337,994.58397,715.30363,300646.80726,28064.82174,1190.54187,1729.6613,901.6693
2015-12-01,89495.07284,69633.664,2483.85893,23165.56195,-280.702,109776.67885,20098.37277,1376.98847,3587.39081,1969.25568,947.54537,749.39846,324420.69959,28601.90271,1221.75963,1569.89498,1109.8178
2016-01-01,113459.37975,72524.775,2465.40732,25614.54233,-311.758,110043.74673,18466.40151,1332.00609,3600.26359,1794.54991,1395.75127,965.702,352713.71943,26679.02291,1147.70755,1485.80182,1194.84991
2016-02-01,92704.80797,65638.141,3386.13613,24139.01548,-398.558,98552.17908,20138.2278,1243.38381,3406.39038,1708.30281,1299.20355,910.09911,313680.3803,28737.86822,1036.06568,2241.56342,1061.55823
2016-03-01,72172.52681,66148.894,4142.59215,27389.8772,-384.067,103889.93756,21939.40933,1315.15866,3402.83315,1809.21776,874.26186,926.7932,304384.23689,31084.07116,1084.58884,2617.45225,1197.35327
2016-04-01,72112.8619,62731.845,4582.61853,25878.02878,-451.878,98875.9473,20799.30345,1208.96984,2967.00477,1811.48461,832.99966,1006.0502,292888.74563,29666.44452,1104.44557,2879.68187,1132.00071
2016-05-01,81694.51025,66576.493,5304.17484,25486.38143,-320.717,110430.1923,18847.89867,1341.84042,3187.12753,1909.01094,984.3906,973.76323,316778.65137,28711.06101,1189.26001,3425.18345,1053.31653
2016-06-01,116034.38414,67175.324,5401.26493,23236.86739,-497.303,131395.22913,16303.4413,1251.39266,3413.56266,1794.4663,972.19923,1004.58983,367775.77376,26236.36075,1174.90338,3473.49784,1043.21891
2016-07-01,136316.43397,70349.347,5945.07716,21455.32093,-783.894,151553.87196,17618.35712,1311.2153,3657.69796,1840.40814,1272.71474,1048.83453,411881.0731,28372.4714,1219.12075,3944.79289,1076.85183
2016-08-01,135634.73331,71526.405,5910.82805,19569.54914,-902.068,154759.67321,13589.32615,1324.26364,3722.23578,1860.30939,1257.56542,1077.89722,409695.03402,24465.3212,1242.03512,3969.18623,1063.9224
2016-09-01,114137.76825,65448.176,5370.44767,16367.68403,-715.35,125602.73981,16403.64017,1326.67585,3407.35783,1756.63635,946.13586,979.99866,351479.33284,26529.37947,1162.47225,3635.06928,1020.32852
2016-10-01,99193.94367,60733.343,4743.28769,17338.85654,-560.77,102897.98607,20335.38978,1353.16742,3176.08278,1693.10388,936.61507,634.76234,312939.72788,29748.96804,1102.77963,3191.22418,913.24353
2016-11-01,86940.46241,65178.776,4023.9887,18808.26528,-606.895,93941.8345,19405.64211,1363.84969,3391.22211,1891.24862,1070.37857,798.6936,297056.26276,28819.10702,1092.31423,2767.14449,1013.32614
2016-12-01,118746.8419,71662.429,3590.66861,22527.76456,-752.869,96363.59628,23145.52474,1453.88363,3615.44862,1944.49218,1166.03851,869.36773,345336.87453,32582.87261,1133.37122,2423.52344,1037.46174
2017-01-01,115332.80828,73120.612,3570.01671,26627.88134,-435.366,95572.22908,20798.77101,1406.96716,3502.17798,1897.39109,1101.91257,943.86291,344324.95166,29929.2934,1085.15419,2323.98616,1046.56389
2017-02-01,86822.18986,63560.371,4135.35386,23881.76459,-507.911,82767.65084,22091.10927,1238.87247,3185.52143,1697.11833,868.83817,723.04468,291043.31412,30963.82055,985.90096,2751.19905,977.64447
2017-03-01,89364.62027,65093.2,6486.54205,29613.19463,-521.035,95073.66171,25730.61672,1387.18475,3455.80207,1847.56888,956.48727,699.0077,319328.74211,36935.25707,1054.10094,4514.08465,1060.24753
2017-04-01,81335.3131,56743.352,7101.80352,29409.46563,-438.729,88455.10059,25377.94296,1341.22069,3146.37597,1741.68992,859.65312,431.01533,295354.24916,36513.90757,1043.81035,4906.67802,1001.36048
2017-05-01,92776.54135,61312.753,8208.21502,32607.11514,-423.168,98019.31124,23067.63856,1301.85842,3188.45369,1849.79647,969.91291,847.08176,323439.21668,35192.77439,1081.14321,5785.02726,1055.75167
2017-06-01,107508.32219,67010.782,8602.15011,30575.29559,-567.516,117235.70085,20141.74696,1283.74953,3437.01072,1796.52027,991.37188,901.49215,358514.31016,32774.40649,1091.47888,6115.379,992.97613
2017-07-01,127697.82032,71314.219,8123.75179,26598.24651,-759.494,146929.43853,16119.99604,1372.704,3702.89598,1823.77942,920.16782,889.42612,404424.64581,28588.48165,1198.8516,5569.10622,1047.48826
2017-08-01,119488.38491,72384.218,7848.17288,22033.85574,-638.234,141201.1381,13878.84827,1362.99613,3750.56837,1824.89132,968.43419,764.67242,384730.58633,26185.84086,1209.01591,5368.53677,1133.2602
2017-09-01,98202.04611,68097.918,7284.82088,19151.75538,-606.081,118035.85224,17911.77474,1331.50304,3291.75095,1702.54554,931.18977,711.84724,335907.98312,29297.01565,1026.99705,5059.44137,1059.44268
2017-10-01,89775.52365,65994.785,6639.60775,17698.17945,-462.982,106826.27512,24368.70291,1214.12407,3303.26294,1727.85298,973.3093,572.03618,318662.27709,35263.6161,1023.36773,4649.67321,998.16655
2017-11-01,90986.33924,66617.853,4769.85448,19888.33402,-478.107,94928.34076,22614.8668,1304.68441,3426.08503,1804.84134,914.62724,755.23122,308044.71631,32359.22625,1071.83053,3208.74868,1001.04105
2017-12-01,106545.36665,73699.572,4506.85847,22247.84164,-655.925,111397.79204,22200.68098,1380.90954,3733.61332,1895.89813,1958.20163,737.12166,350407.86529,32246.10665,1136.76423,3035.00469,1095.02378
2018-01-01,119284.11471,74649.04,4938.335,25064.07663,-547.331,110292.90908,25598.8222,1341.30742,3685.98967,1816.60719,5555.29925,964.59787,373230.27968,35761.70169,1109.24955,3318.97521,1096.6219
2018-02-01,82050.18241,64790.03,5662.7551,24902.25758,-315.144,98511.85154,23189.48924,1274.09258,3234.95066,1716.06421,803.92429,753.69955,306894.21345,33311.01077,994.2799,3896.41408,1092.12141
2018-03-01,80625.66254,67032.656,7490.19618,25860.604,-489.962,106523.77987,26463.70391,1366.75303,3547.44236,1821.76353,829.70515,642.13482,321546.95371,38255.90114,1108.10218,5056.23832,1158.37002
2018-04-01,73346.00643,59133.155,8796.43825,28115.15452,-376.898,98371.08027,26430.85718,1187.93664,3101.86989,1725.69768,872.49843,665.78094,300756.44042,38503.0881,1028.06366,6056.72671,1098.51108
2018-05-01,85227.3,67320.248,9860.22196,30444.28385,-390.083,115283.9823,23953.12766,1382.62025,3351.71509,1731.56179,1040.29757,516.50757,338947.60558,37268.03709,1069.76803,6849.01231,1167.26417
2018-06-01,101503.42674,69687.556,10473.77801,27597.48847,-433.324,130826.39996,24702.85593,1299.83478,3470.74859,1719.99503,1066.26764,834.30011,371885.76125,38608.10134,1104.28525,7414.66701,1091.25976
2018-07-01,115376.37644,72456.009,9901.29598,25099.52896,-644.469,164749.06024,16446.57439,1369.6113,3749.45617,1750.03112,988.45058,912.55752,411290.31965,30070.54876,1110.63752,6754.8758,1171.61965
2018-08-01,115129.45572,72282.467,9712.3077,22016.90536,-747.235,161676.24102,19846.43699,1367.05504,3629.80164,1757.51914,1047.29781,879.4082,408027.7567,33296.22076,1145.99343,6695.40796,1301.00239
2018-09-01,96543.99239,64724.753,8635.23462,19165.6208,-603.113,141785.5277,18519.67063,1327.90769,3280.61644,1589.55751,1054.89646,799.13237,356258.30168,30678.65375,1004.47976,5960.90148,1104.35846
2018-10-01,87263.62736,59396.905,7361.46637,19548.19092,-492.202,123142.23947,21193.89801,1273.09029,3215.94376,1743.38631,1014.53529,562.17332,324931.94313,32396.00932,1084.46247,4969.69097,1016.00199
2018-11-01,92818.59372,63954.37,5648.04713,21912.71643,-342.707,108167.63501,22015.7339,1330.84363,3263.57095,1724.29467,1005.52022,655.61307,322368.65684,32077.20806,1074.58785,3742.76491,1045.11949
2018-12-01,100318.60014,71657.288,4884.51281,22797.16131,-522.071,109801.97563,24306.28369,1446.08137,3404.05372,1799.2865,966.24203,794.77772,342139.11163,34065.34506,1139.2941,3109.63979,1120.49864
2019-01-01,100904.7043,73700.844,5483.40662,24797.80842,-323.009,121588.67631,24301.4495,1389.93655,3465.28412,1672.24787,1412.68237,800.07459,359509.23411,34409.12645,1193.65044,3580.20841,1024.67624
2019-02-01,79929.40881,64714.894,5894.64724,22880.53778,-388.719,112141.91132,22622.75342,1292.57815,3042.25273,1497.71004,814.83023,691.97318,315026.48424,32291.06715,1002.94722,3835.77281,947.63357
2019-03-01,78351.61989,65079.691,8812.88461,26333.98533,-408.942,115813.10124,25772.67842,1422.49852,3216.63766,1624.59337,816.19286,573.90075,326657.20759,37935.0336,1077.07698,5898.62563,1085.54793
2019-04-01,59922.45969,60580.927,9997.2463,27820.1768,-103.221,104058.59005,28915.30603,1254.00337,2807.17521,1509.56995,781.94026,400.68709,296662.56944,41238.33095,1014.99649,6752.27638,947.68212
2019-05-01,71884.62525,67123.546,10710.6803,31982.04155,-368.281,117058.87399,25779.38696,1341.83562,3050.61864,1563.80557,936.55146,737.39587,330423.04767,38897.54376,1116.73845,7161.89697,1054.01235
2019-06-01,78539.50426,68804.879,11575.14488,28077.76308,-385.296,137836.13768,22445.97049,1328.26327,3158.71323,1581.34192,956.57272,562.90323,352988.0739,36485.38188,1101.18697,7971.09298,1009.04108
2019-07-01,100770.78542,72198.595,11892.78073,24875.39844,-622.347,171954.56399,22100.72207,1375.35966,3498.40912,1616.88137,1003.96205,790.80456,410037.81039,36724.01301,1156.67256,8132.64079,1185.36237
2019-08-01,94039.70636,71910.684,11487.90701,22578.66752,-579.012,174968.28657,19978.03073,1393.1524,3538.62048,1635.71719,1047.2504,683.97319,401429.69356,34422.07451,1210.71243,7876.55371,1147.35058
2019-09-01,85706.69196,66063.58,10022.19806,18525.75999,-671.214,149697.03128,24513.46786,1367.61198,3210.84468,1529.59672,923.09095,580.75673,360518.46825,37438.74116,1142.0602,6817.21992,1111.96999
2019-10-01,66777.23093,62032.622,8925.99468,18305.81291,-372.614,130947.61797,27624.5193,1141.0516,3062.93881,1573.39376,941.87975,199.93353,320351.88482,39495.36994,1100.06754,6093.46647,923.96425
2019-11-01,75549.33857,64125.425,6591.54593,20217.59733,-508.775,117910.46597,25184.35888,983.53162,3136.84318,1525.45699,898.9982,333.34383,315849.09204,35194.18356,1081.97855,4363.99289,1046.53603
2019-12-01,72580.73606,73073.575,5499.8331,21478.18136,-529.314,131838.91728,26643.83983,1182.89427,3355.04425,1633.25639,988.1003,462.94444,338401.6474,36268.11001,1133.07923,3453.07527,1107.31772
2020-01-01,65139.75937,74169.646,6771.41485,24497.85718,-376.791,135916.20216,28121.41138,1147.5314,3324.75496,1654.16861,915.08513,633.28743,341850.20573,38706.74378,1092.99293,4458.87743,1155.42276
2020-02-01,56201.46779,65910.574,8184.13587,25868.06177,-246.677,127871.17318,29110.49454,1230.17768,3118.71705,1512.22062,749.06209,540.08594,319550.11366,40533.01909,971.28306,5561.4092,1152.06374
2020-03-01,50730.62847,63997.21,9773.50166,23823.01748,-353.064,125904.68928,29319.78293,1465.16841,3169.05566,1646.5395,690.99021,704.14849,309586.72327,41950.19114,1091.5286,6349.64464,1047.38361
2020-04-01,40675.20198,59170.016,11736.47773,23194.35466,-325.03,110300.65012,29752.22898,1378.9473,2844.01727,1557.60141,625.7111,613.70786,279583.26477,43453.52406,1073.06708,7920.7291,802.06192
2020-05-01,46526.62632,64337.97,13920.70376,29976.16051,-366.733,116942.93863,28377.50536,1362.26852,2917.92147,1589.5221,691.13279,610.28554,304593.23748,43900.62333,1089.97549,9653.40589,884.25788
2020-06-01,65283.16993,67205.083,13923.04582,27999.3837,-498.931,142833.3469,30212.40523,1274.12148,2822.72466,1456.39568,817.51953,800.75603,351744.93031,45419.65282,1018.41168,9654.00577,866.53771
2020-07-01,89709.48262,69385.44,15015.04895,26741.77947,-685.626,181259.73547,22866.19821,1331.28691,3020.94772,1541.45262,914.10259,837.22397,409561.69982,39369.65861,1092.57565,10609.77315,937.32744
2020-08-01,91145.41119,68982.187,13513.9375,23283.5577,-783.638,173389.75292,23029.3319,1323.0241,3158.70969,1560.81045,886.91215,787.40975,398279.69734,38387.2977,1107.26802,9315.42156,1093.53891
2020-09-01,68406.74534,65727.317,11453.82366,18678.80991,-524.729,141163.7049,23185.97755,1288.00469,2894.18714,1482.87931,755.06805,438.94776,333258.04764,36583.37025,1015.88989,7732.32157,1012.92354
2020-10-01,59804.58904,59362.465,10395.32693,18810.4061,-423.243,131241.61631,28822.66268,1287.56105,2839.01726,1489.00247,876.47313,350.67214,313531.27121,41523.42833,1067.11754,7085.18487,917.74663
2020-11-01,61182.18639,61759.977,8453.28574,20892.65917,-369.222,109657.92447,33129.4051,1398.78914,2951.40696,1452.6464,799.50087,612.03774,301250.18091,44698.76698,1066.53258,5766.51939,949.81772
2020-12-01,78587.62866,69870.978,7580.39219,21507.84718,-367.521,127685.13509,32010.64517,1402.81632,3148.87611,1549.4343,940.13392,750.75964,344346.09465,43203.19446,1168.54258,5091.42256,999.39612
2021-01-01,81442.95959,71732.463,8456.141,25813.43549,-424.346,125911.59207,30445.15601,1371.88892,3281.91597,1624.00837,888.5044,714.41408,350704.78527,42443.56288,1104.95099,5720.59362,1077.24877
2021-02-01,87859.69205,62954.16,9328.00718,21623.2202,-425.07,112695.96598,26865.24932,1314.52492,2926.91333,1427.17641,1727.61128,679.36804,327824.27146,38940.95873,922.41887,6407.09475,845.94631
2021-03-01,62045.24132,63708.238,13340.25397,21573.75495,-235.581,106428.1866,39936.31729,1248.74889,3216.24096,1614.54034,756.27301,678.92118,312151.67635,55278.89354,1063.67966,9263.04607,854.06909
2021-04-01,53994.81438,57092.024,15397.64948,19200.80901,-197.219,106889.29906,36171.67959,1294.62922,2722.53,1518.07825,752.83068,392.08004,292469.15692,52526.50527,963.57175,10819.58822,854.44174
2021-05-01,63909.10737,63394.115,17309.17315,22791.73326,-416.186,114108.30975,33549.12526,1366.22218,3085.98671,1565.08448,801.95424,510.18624,318830.86552,51845.68165,1000.3639,12279.26302,885.60013
2021-06-01,87362.08173,66070.373,16922.4225,24075.68292,-375.57,148760.03269,26606.23136,1413.83198,3184.26164,1505.9991,865.40419,440.85274,373670.85987,44535.25938,1005.34349,11824.93531,931.39973
2021-07-01,101604.30481,68831.593,17094.29176,22114.33069,-684.75,169577.35246,21535.67445,1395.1287,3290.65979,1528.64589,822.77172,688.46247,404662.61416,39648.89798,1050.08126,11898.78916,1009.56977
2021-08-01,101923.99797,69471.331,16683.3254,20956.3932,-669.751,172742.84689,26777.82289,1362.38408,3379.7214,1510.6774,1167.63172,748.34734,413949.29779,44782.60329,1799.57383,11751.99751,1026.32356
2021-09-01,78895.541,64483.543,15426.82753,17966.06342,-433.843,137999.87262,28666.07822,1358.91559,3110.15381,1485.52246,906.80561,639.18938,348077.04095,45664.37966,981.74865,11043.70958,973.74062
2021-10-01,62616.14893,58401.112,13055.73415,18110.07903,-426.772,131381.89144,32431.5406,1310.44399,3019.63893,1496.7138,864.38054,633.15683,321061.68532,47452.74934,981.75099,9194.41202,1047.18823
2021-11-01,57399.95684,62749.318,11041.73123,20420.20893,-377.48,122416.67521,36047.15544,1346.9795,2857.9706,1455.50319,844.40309,777.5608,315633.84163,49545.4379,977.95239,7837.82918,879.80845
