date,GSPC,MA
2020-04-14,2846.06,2986.86
2020-04-15,2783.36,2986.37
2020-04-16,2799.55,2985.95
2020-04-17,2874.56,2985.82
2020-04-20,2823.16,2985.51
2020-04-21,2736.56,2984.85
2020-04-22,2799.31,2984.42
2020-04-23,2797.8,2983.88
2020-04-24,2836.74,2983.52
2020-04-27,2878.48,2983.33
2020-04-28,2863.39,2983.03
2020-04-29,2939.51,2983.02
2020-04-30,2912.43,2982.89
2020-05-01,2830.71,2982.52
2020-05-04,2842.74,2982.22
2020-05-05,2868.44,2981.92
2020-05-06,2848.42,2981.59
2020-05-07,2881.19,2981.57
2020-05-08,2929.8,2981.77
2020-05-11,2930.19,2982.01
2020-05-12,2870.12,2981.96
2020-05-13,2820,2982
2020-05-14,2852.5,2982.07
2020-05-15,2863.7,2982.12
2020-05-18,2953.91,2982.42
2020-05-19,2922.94,2982.67
2020-05-20,2971.61,2983.19
2020-05-21,2948.51,2983.53
2020-05-22,2955.45,2983.92
2020-05-26,2991.77,2984.59
2020-05-27,3036.13,2985.42
2020-05-28,3029.73,2986.32
2020-05-29,3044.31,2987.35
2020-06-01,3055.73,2988.41
2020-06-02,3080.82,2989.7
2020-06-03,3122.87,2991.2
2020-06-04,3112.35,2992.42
2020-06-05,3193.93,2993.88
2020-06-08,3232.39,2995.41
2020-06-09,3207.18,2996.73
2020-06-10,3190.14,2997.93
2020-06-11,3002.1,2998.39
2020-06-12,3041.31,2999.03
2020-06-15,3066.59,2999.72
2020-06-16,3124.74,3000.66
2020-06-17,3113.49,3001.55
2020-06-18,3115.34,3002.33
2020-06-19,3097.74,3003
2020-06-22,3117.86,3003.65
2020-06-23,3131.29,3004.37
2020-06-24,3050.33,3004.78
2020-06-25,3083.76,3005.44
2020-06-26,3009.05,3005.81
2020-06-29,3053.24,3006.32
2020-06-30,3100.29,3006.95
2020-07-01,3115.86,3007.55
2020-07-02,3130.01,3008.17
2020-07-06,3179.72,3008.89
2020-07-07,3145.32,3009.51
2020-07-08,3169.94,3010.27
2020-07-09,3152.05,3010.96
2020-07-10,3185.04,3011.71
2020-07-13,3155.22,3012.33
2020-07-14,3197.52,3013.05
2020-07-15,3226.56,3013.89
2020-07-16,3215.57,3014.73
2020-07-17,3224.73,3015.68
2020-07-20,3251.84,3016.69
2020-07-21,3257.3,3017.8
2020-07-22,3276.02,3018.95
2020-07-23,3235.66,3019.86
2020-07-24,3215.63,3020.64
2020-07-27,3239.41,3021.57
2020-07-28,3218.44,3022.33
2020-07-29,3258.44,3023.27
2020-07-30,3246.22,3024.19
2020-07-31,3271.12,3025.34
2020-08-03,3294.61,3026.69
2020-08-04,3306.51,3028.17
2020-08-05,3327.77,3030.08
2020-08-06,3349.16,3031.92
2020-08-07,3351.28,3033.77
2020-08-10,3360.47,3035.44
2020-08-11,3333.69,3037.08
2020-08-12,3380.35,3039.05
2020-08-13,3373.43,3040.82
2020-08-14,3372.85,3042.92
2020-08-17,3381.99,3045.03
2020-08-18,3389.78,3047.01
2020-08-19,3374.85,3048.8
2020-08-20,3385.51,3050.71
2020-08-21,3397.16,3052.58
2020-08-24,3431.28,3054.59
2020-08-25,3443.62,3056.95
2020-08-26,3478.73,3059.32
2020-08-27,3484.55,3061.75
2020-08-28,3508.01,3064.2
2020-08-31,3500.31,3066.48
2020-09-01,3526.65,3068.85
2020-09-02,3580.84,3071.52
2020-09-03,3455.06,3073.56
2020-09-04,3426.96,3075.35
2020-09-08,3331.84,3076.74
2020-09-09,3398.96,3078.4
2020-09-10,3339.19,3079.83
2020-09-11,3340.97,3081.17
2020-09-14,3383.54,3082.65
2020-09-15,3401.2,3084.2
2020-09-16,3385.49,3085.74
2020-09-17,3357.01,3087.13
2020-09-18,3319.47,3088.36
2020-09-21,3281.06,3089.45
2020-09-22,3315.57,3090.72
2020-09-23,3236.92,3091.69
2020-09-24,3246.59,3092.8
2020-09-25,3298.46,3094.04
2020-09-28,3351.6,3095.52
2020-09-29,3335.47,3096.99
