date,JRXWTFB_N.B,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.NZ,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.HK,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,V0.JRXWTFB_N.B,V0.JRXWTFN_N.B
1998-02-18,,0.6702,,0.5793,1.6395,1.1288,1.4355,8.31,6.936,7.745,38.9,126.35,1711.0,3.8,8.55,7.59,8.104,4.946,1.647,1.469,32.97,114.9212,97.8557
1998-02-19,,0.676,,0.5852,1.6355,1.1295,1.4235,8.31,6.9531,7.745,38.9,126.25,1674.0,3.73,8.545,7.5997,8.0969,4.943,1.629,1.4715,32.85,114.4915,97.6776
1998-02-20,,0.6716,,0.5786,1.6363,1.1295,1.4205,8.3092,6.951,7.7455,39.39,127.73,1661.0,3.78,8.59,7.6005,8.089,4.951,1.648,1.4705,32.9,114.7613,97.8842
1998-02-23,,0.667,,0.576,1.647,1.1295,1.4246,8.31,6.846,7.7465,39.3,128.92,1663.0,3.84,8.63,7.5155,8.01,4.944,1.654,1.4506,32.95,114.7403,97.562
1998-02-24,,0.6659,,0.5762,1.6455,1.1295,1.4218,8.31,6.866,7.7465,39.35,128.15,1656.0,3.75,8.61,7.5256,8.025,4.937,1.6335,1.4539,32.8,114.5039,97.5099
1998-02-25,,0.6655,,0.5761,1.6484,1.1295,1.4232,8.309,6.9065,7.747,39.26,128.62,1644.0,3.74,8.583,7.59,8.059,4.9465,1.6345,1.4653,32.6,114.5706,97.8134
1998-02-26,,0.6713,,0.5772,1.6448,1.1293,1.4205,8.31,6.9091,7.7435,39.3,127.72,1656.0,3.7075,8.564,7.5678,8.039,4.95,1.624,1.4655,32.35,114.333,97.6231
1998-02-27,,0.6785,,0.584,1.6453,1.1303,1.4236,8.31,6.915,7.743,39.45,126.12,1635.0,3.705,8.5275,7.578,8.004,4.9435,1.62,1.4662,32.2,114.0125,97.3987
1998-03-02,,0.6825,,0.5875,1.6472,1.1305,1.425,8.31,6.915,7.743,39.6,125.38,1553.0,3.62,8.497,7.575,7.988,4.931,1.614,1.466,32.1,113.6311,97.2406
1998-03-03,,0.6796,,0.587,1.6525,1.1308,1.4187,8.31,6.898,7.7428,39.53,126.05,,3.81,8.53,7.5445,7.975,4.931,1.639,1.4694,32.1,,97.1626
1998-03-04,,0.6745,,0.583,1.646,1.1305,1.4222,8.31,6.93,7.743,39.54,126.79,1566.0,3.815,8.587,7.5535,7.99,4.931,1.641,1.477,32.05,114.3355,97.5356
1998-03-05,,0.668,,0.579,1.645,1.1312,1.4185,8.3091,6.96,7.745,39.54,127.61,1605.0,3.96,8.613,7.593,8.045,4.949,1.651,1.4841,32.2,114.8736,97.8172
1998-03-06,,0.6675,,0.578,1.6325,1.131,1.4185,8.318,6.9946,7.7425,39.55,128.42,1638.0,3.955,8.6025,7.6225,8.06,4.985,1.6505,1.4939,32.25,115.2163,98.2074
1998-03-09,,0.6672,,0.5796,1.6364,1.1325,1.4143,8.31,6.9725,7.7415,39.455,127.78,1616.0,3.99,8.624,7.6045,8.007,4.98,1.6555,1.495,32.25,115.0033,97.8758
1998-03-10,,0.668,,0.5832,1.6381,1.1325,1.414,8.31,6.983,7.7435,39.55,127.63,1597.0,3.91,8.6275,7.6045,8.0177,4.9765,1.642,1.4915,32.4,114.8368,97.8785
1998-03-11,,0.667,,0.5785,1.6467,1.132,1.4075,8.31,6.9945,7.7445,39.53,129.3,1582.0,3.94,8.666,7.6214,8.005,4.987,1.6365,1.493,32.35,114.9784,98.04
1998-03-12,,0.6695,,0.5807,1.6561,1.1318,1.4113,8.31,6.967,7.745,39.55,129.25,1551.0,3.855,8.575,7.613,7.9938,4.9875,1.622,1.4853,32.45,114.5892,97.9058
1998-03-13,,0.676,,0.5862,1.6658,1.133,1.41,8.31,6.9325,7.7445,39.8,128.23,1528.0,3.73,8.56,7.5645,7.91,4.974,1.598,1.4765,32.5,113.8504,97.43
1998-03-16,,0.67,,0.5825,1.6682,1.1333,1.4138,8.28,6.948,7.7445,39.575,129.4,1466.0,3.79,8.587,7.5935,7.952,4.971,1.605,1.4825,32.5,114.042,97.7837
1998-03-17,,0.6715,,0.5823,1.6743,1.1333,1.4165,8.31,6.9267,7.747,39.55,129.41,1470.0,3.8,8.5925,7.58,7.9395,4.9685,1.6095,1.4788,32.6,114.0789,97.7178
1998-03-18,,0.6637,,0.566,1.6711,1.1342,1.4189,8.31,6.968,7.749,39.65,130.17,1487.0,3.655,8.5925,7.62,7.975,4.978,1.607,1.4905,32.9,114.3952,98.1444
1998-03-19,,0.6626,,0.5633,1.6678,1.1343,1.418,8.31,6.974,7.748,39.68,130.43,1476.0,3.67,8.5675,7.5984,7.986,4.974,1.612,1.4939,32.85,114.3336,98.2134
1998-03-20,,0.6645,,0.563,1.6643,1.1344,1.4182,8.31,6.992,7.748,39.55,130.34,1451.0,3.65,8.581,7.6146,7.977,4.982,1.6045,1.4993,32.85,114.2312,98.2963
1998-03-23,,0.6655,,0.561,1.679,1.1345,1.422,8.31,6.9607,7.748,39.54,130.28,1371.0,3.545,8.535,7.549,7.9328,4.981,1.602,1.4902,32.8,113.5953,98.1314
1998-03-24,,0.6716,,0.5622,1.6751,1.135,1.4198,8.31,6.967,7.7474,39.58,130.25,1379.0,3.655,8.535,7.5645,7.925,4.976,1.611,1.49,32.75,113.6028,98.1012
1998-03-25,,0.67,,0.5626,1.6739,1.1358,1.4103,8.31,6.9675,7.7475,39.6,128.76,1391.0,3.59,8.525,7.5676,7.926,4.971,1.6,1.494,32.7,113.2164,97.6767
1998-03-26,,0.6742,,0.5637,1.686,1.136,1.412,8.31,6.95,7.748,39.55,128.71,1398.0,3.595,8.519,7.518,7.88,4.9745,1.599,1.4895,32.59,113.1519,97.52
1998-03-27,,0.674,,0.562,1.6825,1.1362,1.4147,8.31,6.961,7.7475,39.51,130.17,1380.5,3.5675,8.525,7.518,7.875,4.977,1.59,1.4972,32.63,113.31,97.9138
1998-03-30,,0.6631,,0.5536,1.6775,1.1357,1.4225,8.31,7.04,7.7475,39.55,132.16,1385.0,3.64,8.536,7.588,7.931,5.02,1.607,1.521,32.75,114.1324,98.8664
1998-03-31,,0.6613,,0.5524,1.6765,1.137,1.418,8.28,7.052,7.7495,39.53,133.29,1386.0,3.66,8.52,7.6255,7.998,5.036,1.616,1.5245,32.95,114.3475,99.0531
1998-04-01,,0.659,,0.549,1.674,1.1373,1.4175,8.31,7.0705,7.7495,39.55,133.76,1392.0,3.7025,8.6,7.705,8.033,5.047,1.6225,1.5335,32.9,114.6617,99.246
1998-04-02,,0.6553,,0.5493,1.6665,1.1371,1.4195,8.31,7.064,7.7499,39.55,133.5,1416.0,3.7525,8.521,7.668,8.023,5.041,1.6255,1.5317,32.95,114.7642,99.2602
1998-04-03,,0.6568,,0.5512,1.6575,1.1381,1.421,8.28,7.058,7.7495,39.56,135.05,1449.0,3.79,8.551,7.655,8.0085,5.0405,1.6315,1.5302,32.9,115.1728,99.5864
1998-04-06,,0.6595,,0.5502,1.6635,1.139,1.4185,8.31,7.0295,7.749,39.58,134.71,1476.0,3.725,8.521,7.658,8.013,5.0525,1.619,1.5285,32.9,114.8334,99.2773
1998-04-07,,0.6597,,0.5485,1.6658,1.1385,1.4223,8.31,7.019,7.7495,39.74,133.68,1437.0,3.72,8.5325,7.6505,8.0075,5.05,1.609,1.5297,33.1,114.6413,99.1435
1998-04-08,,0.657,,0.548,1.6683,1.1392,1.4246,8.31,6.957,7.75,39.409,132.64,1416.0,3.72,8.514,7.5669,7.913,5.045,1.603,1.5104,33.1,114.2073,98.6121
1998-04-09,,0.655,,0.5525,1.6725,1.1393,1.4251,8.31,6.9482,7.7493,39.8,130.21,1393.0,3.62,8.497,7.55,7.8786,5.0375,1.595,1.5127,33.1,113.6546,98.1866
1998-04-10,,0.6565,,0.5536,1.6718,1.1393,1.4266,8.31,6.953,7.7495,39.9,128.96,1387.0,3.67,8.488,7.5615,7.876,5.039,1.586,1.5156,32.9,113.4897,98.057
1998-04-13,,0.6553,,0.552,1.6668,1.1392,1.432,8.31,6.955,7.749,39.7,129.52,1405.0,3.65,8.515,7.561,7.862,5.039,1.592,1.5123,33.05,113.7598,98.2924
1998-04-14,,0.647,,0.549,1.684,1.1402,1.4345,8.31,6.8802,7.749,39.65,129.35,1400.0,3.69,8.491,7.5,7.772,5.033,1.594,1.4925,33.0,113.4531,97.8345
1998-04-15,,0.649,,0.5518,1.683,1.1404,1.4395,8.31,6.862,7.75,39.72,129.45,1395.0,3.7,8.4725,7.503,7.765,5.036,1.598,1.493,32.91,113.4827,97.8704
1998-04-16,,0.65,,0.5533,1.691,1.1409,1.4369,8.31,6.8895,7.7485,39.74,131.78,1388.0,3.77,8.503,7.495,7.75,5.045,1.603,1.5041,33.0,113.9329,98.3172
1998-04-17,,0.649,,0.558,1.684,1.1412,1.4295,8.31,6.9,7.748,39.73,131.85,1387.0,3.8,8.488,7.511,7.77,5.044,1.6025,1.5005,33.03,113.8473,98.2571
1998-04-20,,0.6455,,0.5545,1.6757,1.1418,1.428,8.31,6.8665,7.749,39.71,132.23,1385.0,3.79,8.476,7.479,7.719,5.05,1.602,1.4937,33.1,113.7662,98.1698
1998-04-21,,0.6487,,0.5597,1.6762,1.1415,1.431,8.31,6.823,7.7495,39.8,131.33,1379.0,3.74,8.4575,7.4177,7.67,5.047,1.596,1.4825,33.05,113.4156,97.8364
1998-04-22,,0.6515,,0.5593,1.6718,1.1424,1.4327,8.31,6.833,7.7575,39.75,130.77,1377.0,3.775,8.463,7.438,7.685,5.0484,1.5878,1.484,33.05,113.4805,97.8697
1998-04-23,,0.6535,,0.5615,1.6665,1.1427,1.4345,8.31,6.87,7.7595,39.78,130.19,1373.0,3.79,8.467,7.4894,7.7278,5.0635,1.591,1.491,33.05,113.5958,97.9979
1998-04-24,,0.6507,,0.5595,1.6678,1.1435,1.436,8.2786,6.8484,7.7498,39.72,130.9,1366.0,3.77,8.478,7.45,7.683,5.0535,1.591,1.4903,33.05,113.4947,97.9754
1998-04-27,,0.6473,,0.5539,1.6733,1.1445,1.4385,8.279,6.826,7.7495,39.75,132.09,1365.0,3.7975,8.515,7.448,7.72,5.048,1.6,1.486,33.1,113.7285,98.1406
1998-04-28,,0.644,,0.5513,1.6673,1.1454,1.439,8.31,6.847,7.7492,39.805,132.19,1351.0,3.76,8.489,7.467,7.755,5.0445,1.5925,1.493,33.02,113.8043,98.345
1998-04-29,,0.6485,,0.553,1.6702,1.1448,1.4376,8.31,6.8435,7.743,39.78,132.05,1339.0,3.74,8.505,7.46,7.755,5.0515,1.5885,1.4955,33.1,113.759,98.2744
1998-04-30,,0.652,,0.5555,1.6727,1.1438,1.4302,8.31,6.84,7.7465,39.74,132.37,1338.0,3.755,8.492,7.46,7.737,5.054,1.585,1.5005,32.98,113.6138,98.1488
1998-05-01,,0.652,,0.5552,1.6675,1.1437,1.434,8.2779,6.776,7.749,39.82,133.01,1338.0,3.675,8.495,7.3905,7.685,5.052,1.584,1.4883,33.05,113.4765,98.0521
1998-05-04,,0.645,,0.5535,1.666,1.1441,1.435,8.31,6.7895,7.7486,39.75,132.98,1349.0,3.67,8.479,7.3986,7.68,5.06,1.581,1.4895,33.01,113.5475,98.1428
1998-05-05,,0.6412,,0.5515,1.6605,1.1447,1.439,8.31,6.762,7.749,39.8,131.74,1349.0,3.69,8.475,7.357,7.63,5.06,1.585,1.4835,33.01,113.3854,97.8909
1998-05-06,,0.637,,0.545,1.661,1.1448,1.4391,8.31,6.733,7.749,39.84,132.73,1371.0,3.89,8.48,7.3375,7.58,5.057,1.614,1.4735,33.04,113.8408,97.9219
1998-05-07,,0.6373,,0.5437,1.6485,1.1448,1.44,8.31,6.723,7.7497,39.8,133.09,1406.0,3.87,8.501,7.3645,7.585,5.0655,1.6275,1.4703,33.17,114.1344,98.0467
1998-05-08,,0.6355,,0.5448,1.638,1.145,1.4367,8.31,6.752,7.75,39.805,132.88,1389.0,3.82,8.478,7.4125,7.6136,5.063,1.619,1.4795,33.25,114.0371,98.1554
1998-05-11,,0.6371,,0.541,1.63,1.1458,1.4335,8.31,6.7766,7.7499,39.79,132.84,1393.0,3.8725,8.47,7.442,7.6347,5.065,1.6255,1.486,33.21,114.1711,98.2789
1998-05-12,,0.633,,0.5365,1.6347,1.1459,1.4323,8.31,6.763,7.7485,39.85,134.0,1393.0,3.8925,8.51,7.422,7.614,5.075,1.646,1.4805,33.42,114.3741,98.3427
1998-05-13,,0.6276,,0.5345,1.6308,1.1475,1.4448,8.31,6.777,7.749,39.85,134.18,1420.0,3.89,8.515,7.462,7.704,5.084,1.6595,1.4809,33.45,114.9865,98.7594
1998-05-14,,0.627,,0.533,1.6306,1.1468,1.448,8.31,6.787,7.7485,40.65,134.23,1425.0,3.79,8.505,7.476,7.723,5.084,1.6555,1.484,33.25,114.9427,98.9049
1998-05-15,,0.627,,0.5352,1.6278,1.1468,1.4508,8.31,6.802,7.749,40.65,134.39,1440.0,3.7578,8.52,7.498,7.745,5.0895,1.6475,1.4879,33.25,115.096,99.0887
1998-05-18,,0.6221,,0.5324,1.6235,1.1474,1.4497,8.31,6.8105,7.7497,40.57,135.95,1448.0,3.845,8.536,7.525,7.794,5.098,1.653,1.488,33.79,115.6333,99.4103
1998-05-19,,0.6236,,0.5312,1.6232,1.1479,1.4502,8.31,6.7985,7.7495,40.572,136.34,1445.0,3.865,8.58,7.513,7.768,5.1101,1.653,1.4825,33.83,115.7475,99.4117
1998-05-20,,0.6255,,0.5323,1.6332,1.149,1.4498,8.31,6.749,7.749,40.53,135.99,1412.0,3.83,8.64,7.4925,7.714,5.106,1.65,1.4758,33.69,115.2446,99.0024
1998-05-21,,0.6304,,0.535,1.6305,1.15,1.4475,8.31,6.7032,7.7495,40.546,135.65,1393.0,3.785,8.635,7.441,7.67,5.084,1.637,1.4645,33.6,114.8593,98.6646
1998-05-22,,0.6315,,0.5355,1.6318,1.1515,1.4496,8.31,6.706,7.748,40.7,135.77,1385.0,3.81,8.65,7.419,7.697,5.094,1.638,1.465,33.62,114.9561,98.7389
1998-05-25,,,,,,,,,,,,,,,,,,,,,,,
1998-05-26,,0.6225,,0.5335,1.6365,1.153,1.4549,8.31,6.746,7.7478,41.3,137.38,1397.0,3.845,8.7273,7.47,7.748,5.119,1.655,1.47,33.89,115.4705,99.2896
1998-05-27,,0.6215,,0.533,1.6322,1.1513,1.4568,8.31,6.7855,7.749,41.45,137.36,1415.0,3.85,8.89,7.574,7.82,5.1545,1.6665,1.4722,33.9,116.0287,99.6038
1998-05-28,,0.6219,,0.5325,1.6277,1.1497,1.4556,8.31,6.79,7.748,42.35,138.91,1404.0,3.89,8.785,7.55,7.812,5.18,1.6755,1.4755,33.88,116.2086,99.8575
1998-05-29,,0.626,,0.5358,1.6308,1.1502,1.4571,8.31,6.7935,7.7495,41.75,138.5,1409.0,3.8702,8.825,7.5327,7.835,5.154,1.6755,1.482,34.0,116.2637,99.8518
1998-06-01,,0.615,,0.528,1.6392,1.1523,1.4568,8.31,6.781,7.7493,41.85,139.57,1400.0,3.95,8.908,7.523,7.825,5.205,1.697,1.4765,34.3,116.6572,99.9181
1998-06-02,,0.6145,,0.5235,1.6388,1.1516,1.4543,8.31,6.782,7.7496,41.87,138.97,1406.0,3.93,8.88,7.4955,7.797,5.136,1.68,1.48,34.34,116.4786,99.7845
1998-06-03,,0.6115,,0.5245,1.6385,1.1517,1.453,8.31,6.7495,7.7493,41.8,138.34,1392.0,3.925,8.795,7.4572,7.77,5.109,1.675,1.4778,34.21,116.1181,99.5111
1998-06-04,,0.611,,0.5245,1.6395,1.1514,1.4558,8.31,6.718,7.7496,41.95,138.4,1394.0,3.975,8.78,7.4305,7.7525,5.114,1.687,1.4675,34.3,116.1583,99.4146
1998-06-05,,0.6005,,0.513,1.6351,1.1525,1.4586,8.31,6.7585,7.7497,41.85,139.66,1396.0,3.995,8.769,7.452,7.8055,5.137,1.7025,1.477,34.35,116.563,99.9515
1998-06-08,,0.5995,,0.509,1.6324,1.1528,1.4592,8.31,6.7725,7.749,41.86,140.58,1400.0,4.0,8.835,7.466,7.825,5.1635,1.7125,1.4772,34.74,116.9457,100.2154
1998-06-09,,0.5955,,0.508,1.6347,1.1536,1.4602,8.31,6.784,7.7495,42.45,140.25,1399.0,3.955,8.828,7.515,7.885,5.165,1.7138,1.4773,34.76,116.9323,100.2333
1998-06-10,,0.587,,0.496,1.6277,1.155,1.4669,8.31,6.843,7.7493,42.45,141.52,1395.0,4.025,8.875,7.593,7.975,5.203,1.745,1.4885,35.0,117.8346,100.9815
1998-06-11,,0.5867,,0.4973,1.6292,1.1536,1.4701,8.31,6.875,7.7505,42.45,143.25,1395.0,4.025,8.985,7.639,8.0,5.265,1.745,1.4905,34.9,118.3203,101.4605
1998-06-12,,0.5925,,0.5013,1.6315,1.1551,1.4685,8.31,6.8835,7.7498,42.2,144.36,1400.0,4.0454,9.07,7.644,8.001,5.33,1.7465,1.497,34.95,118.603,101.5906
1998-06-15,,0.5894,,0.496,1.6315,1.1544,1.474,8.31,6.906,7.7442,42.4,146.42,1437.0,4.09,9.04,7.7055,8.1,5.392,1.7515,1.5095,34.91,119.2648,102.243
1998-06-16,,0.5925,,0.4963,1.6525,1.1545,1.4708,8.31,6.846,7.745,42.35,144.05,1435.0,4.0575,9.007,7.6405,8.05,5.359,1.7365,1.4975,34.85,118.5607,101.3412
1998-06-17,,0.6081,,0.5173,1.662,1.155,1.4635,8.31,6.8135,7.7413,42.25,137.68,1423.0,3.935,8.89,7.579,7.9455,5.333,1.6705,1.492,34.85,117.0595,99.8331
1998-06-18,,0.6067,,0.5175,1.6705,1.1556,1.469,8.31,6.8255,7.743,42.3,137.61,1396.0,3.965,8.9091,7.5855,7.934,5.4025,1.675,1.4965,34.12,116.9493,99.979
1998-06-19,,0.627,,0.5298,1.6735,1.1555,1.4695,8.31,6.8075,7.741,42.6,134.2,1395.0,3.875,8.887,7.558,7.9215,5.4775,1.607,1.494,34.11,116.1452,99.1971
1998-06-22,,0.611,,0.5176,1.672,1.1552,1.4713,8.31,6.8345,7.7444,42.8,137.9,1396.0,3.96,8.915,7.5895,7.932,5.5175,1.652,1.497,34.4,117.0573,100.0689
1998-06-23,,0.6078,,0.5085,1.6641,1.1547,1.4698,8.31,6.873,7.7438,42.95,139.13,1386.0,3.955,8.91,7.602,7.948,5.484,1.652,1.5065,34.45,117.3133,100.486
1998-06-24,,0.6074,,0.5166,1.6683,1.1557,1.47,8.31,6.857,7.7448,42.85,140.75,1382.0,3.95,8.94,7.582,7.8945,5.432,1.66,1.508,34.4,117.4746,100.6796
1998-06-25,,0.6054,,0.5139,1.6722,1.1557,1.4668,8.31,6.84,7.747,42.85,141.67,1375.0,4.0,8.955,7.5995,7.873,5.5825,1.6685,1.5104,34.55,117.5274,100.6407
1998-06-26,,0.603,,0.506,1.6608,1.1567,1.4693,8.31,6.914,7.75,42.9,142.75,1388.0,4.08,9.047,7.705,7.998,5.917,1.6915,1.5255,34.7,118.3185,101.316
1998-06-29,,0.6075,,0.5063,1.6645,1.1563,1.4721,8.31,6.91,7.7483,42.59,141.92,1385.0,4.19,9.03,7.7,7.975,5.955,1.718,1.5275,34.6,118.3535,101.2171
1998-06-30,,0.6208,,0.52,1.6695,1.1565,1.4717,8.31,6.872,7.7483,42.5,138.29,1376.0,4.13,8.985,7.665,7.9755,5.9235,1.684,1.515,34.37,117.4886,100.3247
1998-07-01,,0.619,,0.5175,1.6616,1.1568,1.4658,8.31,6.924,7.7475,42.35,138.65,1373.0,4.1415,8.941,7.72,8.039,5.9901,1.69,1.5285,34.38,117.6035,100.6066
1998-07-02,,0.6115,,0.5125,1.6565,1.1568,1.4686,8.31,6.9475,7.7495,42.75,141.44,1370.0,4.2176,8.982,7.776,8.101,6.325,1.705,1.5355,34.38,118.2172,101.298
1998-07-03,,0.6185,,0.5195,1.6471,1.1568,1.4675,8.31,6.9285,7.748,42.6,139.35,1358.0,4.15,8.951,7.769,8.096,6.365,1.702,1.53,34.41,117.7861,100.884
1998-07-06,,0.6165,,0.516,1.6442,1.1581,1.473,8.31,6.903,7.747,42.56,140.18,1348.0,4.195,8.975,7.705,8.082,6.47,1.7145,1.5255,34.51,117.9475,101.0181
1998-07-07,,0.6195,,0.5205,1.6375,1.1585,1.4732,8.31,6.92,7.7482,42.6,138.78,1348.0,4.155,8.96,7.71,8.089,6.18,1.6925,1.5281,34.38,117.7579,100.8886
1998-07-08,,0.6165,,0.5166,1.6369,1.161,1.4745,8.31,6.923,7.7485,42.75,139.6,1334.0,4.19,8.92,7.717,8.068,6.15,1.7085,1.528,34.4,117.9389,101.1186
1998-07-09,,0.6125,,0.5128,1.6315,1.1617,1.4768,8.31,6.976,7.75,42.75,141.3,1310.0,4.2575,8.947,7.774,8.1075,6.285,1.718,1.542,34.4,118.4466,101.7401
1998-07-10,,0.614,,0.514,1.6325,1.16,1.48,8.31,6.9285,7.7495,42.6,141.05,1316.0,4.265,8.957,7.709,8.071,6.385,1.7285,1.5385,34.41,118.3369,101.5268
1998-07-13,,0.6165,,0.5173,1.6412,1.1628,1.4786,8.31,6.864,7.7496,42.7,140.98,1314.0,4.215,8.8995,7.659,8.0375,6.1425,1.7185,1.5185,34.5,117.8869,101.0653
1998-07-14,,0.6245,,0.5255,1.6355,1.1628,1.479,8.31,6.863,7.7488,42.65,139.84,1291.0,4.13,8.857,7.671,8.057,6.01,1.6885,1.5205,34.4,117.4708,100.9328
1998-07-15,,0.6234,,0.5225,1.6337,1.1613,1.485,8.31,6.865,7.75,42.75,140.67,1285.0,4.155,8.855,7.631,8.025,6.1325,1.697,1.5153,34.4,117.6359,101.1631
1998-07-16,,0.629,,0.5267,1.6387,1.1623,1.489,8.31,6.8205,7.7488,42.75,140.25,1286.0,4.1,8.8475,7.568,7.95,6.2075,1.688,1.507,34.37,117.2359,100.9018
1998-07-17,,0.6267,,0.527,1.6427,1.1612,1.4885,8.31,6.802,7.749,42.55,139.6,1286.0,4.1295,8.824,7.524,7.914,6.39,1.71,1.505,34.28,117.1163,100.6494
1998-07-20,,0.6301,,0.527,1.648,1.1602,1.488,8.31,6.784,7.7486,42.55,138.85,1290.0,4.1224,8.795,7.51,7.903,6.245,1.7,1.5045,34.32,116.9838,100.3888
1998-07-21,,0.6263,,0.5251,1.643,1.1606,1.4923,8.31,6.8165,7.7476,42.49,140.39,1293.0,4.145,8.818,7.572,7.9685,6.36,1.71,1.5123,34.32,117.4505,100.9772
1998-07-22,,0.6211,,0.5206,1.642,1.1635,1.4957,8.31,6.819,7.746,42.47,141.1,1292.0,4.155,8.874,7.566,7.958,6.2575,1.7105,1.51,34.37,117.6759,101.153
1998-07-23,,0.6168,,0.517,1.6474,1.1648,1.4953,8.31,6.8297,7.7485,42.55,141.54,1277.0,4.1525,8.868,7.575,7.956,6.24,1.712,1.512,34.4,117.7337,101.2672
1998-07-24,,0.6196,,0.5195,1.6594,1.1654,1.4979,8.31,6.778,7.7485,42.632,140.93,1247.5,4.13,8.878,7.534,7.885,6.185,1.711,1.4948,34.4,117.3363,100.8462
1998-07-27,,0.609,,0.511,1.6565,1.166,1.504,8.31,6.795,7.7475,42.6,142.24,1212.0,4.145,8.892,7.545,7.886,6.26,1.721,1.4995,34.43,117.6045,101.3316
1998-07-28,,0.6115,,0.5138,1.6485,1.1632,1.5023,8.31,6.7605,7.745,42.65,141.75,1259.0,4.12,8.892,7.5155,7.878,6.25,1.7085,1.4925,34.38,117.4668,101.0625
1998-07-29,,0.6105,,0.5135,1.644,1.1626,1.5039,8.31,6.7585,7.7475,42.55,142.46,1245.0,4.1278,8.921,7.526,7.911,6.19,1.717,1.487,34.34,117.5634,101.24
1998-07-30,,0.6145,,0.5173,1.6415,1.162,1.5085,8.31,6.76,7.7472,42.62,142.51,1236.0,4.115,8.904,7.532,7.925,6.1,1.717,1.487,34.34,117.5595,101.3794
1998-07-31,,0.607,,0.5115,1.6349,1.1632,1.5112,8.31,6.7825,7.749,42.6,144.65,1232.0,4.145,8.92,7.557,7.9595,6.135,1.728,1.4915,34.39,118.022,101.9395
1998-08-03,,0.6035,,0.5095,1.6245,1.1651,1.5155,8.31,6.8005,7.7492,42.6,145.8,1250.0,4.16,8.962,7.609,7.993,6.17,1.733,1.502,34.45,118.4944,102.396
1998-08-04,,0.605,,0.5135,1.633,1.1662,1.514,8.31,6.7915,7.7495,42.57,144.84,1242.0,4.1505,8.965,7.5895,7.988,6.18,1.728,1.497,34.45,118.2056,102.074
1998-08-05,,0.609,,0.5165,1.636,1.1663,1.5155,8.31,6.751,7.75,42.6,144.38,1270.0,4.15,9.007,7.558,7.941,6.155,1.725,1.4915,34.5,118.1644,101.8268
1998-08-06,,0.604,,0.5135,1.6332,1.1673,1.5282,8.31,6.7405,7.7495,42.56,144.6,1333.0,4.1725,9.029,7.558,7.976,6.22,1.743,1.4908,34.51,118.6878,102.0938
1998-08-07,,0.5991,,0.509,1.629,1.168,1.5219,8.31,6.784,7.749,42.7,146.3,1330.0,4.2025,9.025,7.599,8.03,6.285,1.7525,1.4982,34.65,119.0232,102.4963
1998-08-10,,0.5985,,0.5069,1.6328,1.1695,1.5177,8.31,6.7815,7.749,42.75,146.54,1345.0,4.25,9.1375,7.608,8.085,6.29,1.7585,1.4973,34.8,119.3041,102.469
1998-08-11,,0.5921,,0.5013,1.6295,1.1687,1.5213,8.31,6.7805,7.7495,43.0,147.14,1340.0,4.2575,9.195,7.6035,8.1295,6.36,1.7616,1.4895,34.9,119.5968,102.6877
1998-08-12,,0.5945,,0.5027,1.629,1.1707,1.5152,8.31,6.7597,7.7525,43.05,146.09,1338.0,4.1952,9.185,7.559,8.087,6.3425,1.7525,1.4835,34.85,119.1575,102.2716
1998-08-13,,0.5975,,0.5038,1.6265,1.1715,1.517,8.31,6.8025,7.75,43.05,145.05,1340.0,4.185,9.2225,7.6055,8.1162,6.3,1.7485,1.4885,34.79,119.2346,102.3471
1998-08-14,,0.594,,0.5038,1.6184,1.1717,1.5186,8.31,6.852,7.75,43.23,146.37,1327.0,4.225,9.201,7.656,8.1725,6.325,1.757,1.509,34.71,119.6591,102.9973
1998-08-17,,0.5925,,0.5038,1.6162,1.173,1.5243,8.31,6.8295,7.75,43.28,145.78,1335.0,4.2426,9.3015,7.6635,8.1695,6.265,1.764,1.5029,34.77,119.7447,102.8711
1998-08-18,,0.5938,,0.5027,1.6162,1.174,1.5285,8.31,6.844,7.749,43.4,145.02,1320.0,4.23,9.24,7.696,8.183,6.265,1.7655,1.5105,34.74,119.6718,102.9332
1998-08-19,,0.594,,0.5038,1.6227,1.174,1.5335,8.31,6.845,7.7468,43.6,143.85,1305.0,4.2035,9.195,7.702,8.165,6.32,1.757,1.507,34.85,119.3477,102.7865
1998-08-20,,0.5897,,0.4985,1.6275,1.1737,1.5305,8.31,6.846,7.7495,42.9,142.6,1302.0,4.185,9.31,7.744,8.153,6.35,1.751,1.5045,34.6,119.2193,102.4987
1998-08-21,,0.583,,0.4925,1.6363,1.175,1.542,8.31,6.834,7.7503,42.7,144.94,1302.0,4.2353,9.7,7.729,8.1837,6.38,1.7675,1.503,34.7,120.1946,103.0462
1998-08-24,,0.5792,,0.491,1.641,1.1747,1.5493,8.31,6.836,7.748,42.6,143.96,1306.0,4.202,9.665,7.792,8.225,6.275,1.767,1.4996,34.85,120.1222,102.9921
