GeoName,LineCode,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,,,,,,
Great Lakes,35,139477.1,142783.2,145211.8,139316.6,139661.4,140511.9,136324.2,137401.2,136145.3,132549.8,132152.8,135179,131835.2,131864.4,130356.1,127588.9,126861.3,125964,123910.7,126659.6,124750.5,126980.8,126304.8,127018.5,126961.9,126821.1,125848,127242.6,126245,123673.9,126599.9,125364.8,129300.8,128252,128110.1,128278.1,129244.9,130787.1,131856.1,130393.6,133247.4,135056.1,137090.6,137545.8,138305,138761.5,140463.2,141923.8,141542.9,142917.2,144386,144318.7,145444.1,144628.7,146171.4,145170.5,146843.3,147550.4,149196,148150.7,145680.7,132862.3,146993.4,145778.4,154766.7,147528.7,142510.1,144757.7,140419.6,140658.7,142932.1,145641.4,148914.9,,,,,,
Great Lakes,36,67823.6,69216.3,72994,74301.4,75119.7,77515.6,77670.5,76007.4,73786.2,73989.4,73076.4,74918.9,73297.7,73286.7,71775.9,68789,65700.3,66470.3,66152.2,67152.2,66626.8,68643.8,70944.5,73519.9,71157.2,72243.6,71439.5,71786.9,71903.9,70918.7,70959.9,70724.5,72026.5,71515,72064.1,73265.7,72286.2,72739.9,74258.3,73780.4,72626.3,74491.9,76168.2,76353.5,71971.7,74126.7,74359.8,76409.9,76191.4,76683.3,77050.8,77472,80650.8,79835.6,79960.9,80079.1,80562.6,80689.9,81422.5,81435.5,80536.1,65433.7,76377.9,76646.8,78911.3,75961.7,78910.3,80360.2,76799.4,77314.7,79118.2,80120.6,80688.4,,,,,,
Great Lakes,45,57645.2,58005.5,57781.5,56867.8,55953.1,57411.9,58688,58621.6,59913.8,61021.6,62323.4,62842.1,63591.8,65202.1,66318.5,63569,64836.9,64700.4,64356.5,66644.2,67254.3,67963.1,69852.9,69907.6,71052.2,71812.9,72111.4,72261.6,70274.8,70930.4,70121.9,69037.4,73456.9,73547,75253.7,74212.8,70493.2,72051.9,72139.7,72521.3,75028.3,75950.3,77595.7,79591.8,80185.2,80424.5,80485.9,80382,79875.4,79186.6,80855.1,81078.9,83289.8,85227.3,85411.1,86997.5,88939.1,89256.8,90268.4,91124.1,89676.2,89204.5,92094,91561.6,92531.4,100243.3,102299.8,104261.1,109260.2,110305.6,115214.8,116499.4,118791.3,,,,,,
Great Lakes,51,160673,163212.4,166281.7,165077.5,168909.1,167370,170386.7,169261.4,172308.3,171662.3,168064.1,159636.7,158038.9,150750.6,135588.2,120618.7,155886.4,168143.5,170915.7,168931.2,158514.8,154777,156152.2,156084.6,153497,153763.1,157171.6,162439.9,165757.4,169231.1,168427.3,164980.8,152779.3,151560.1,150660.2,156466.2,166007.1,174575.2,176597.3,178159.2,182900.2,189145.1,181483.8,184627.1,176364.6,182689.5,184149.1,186797,179985.5,172967.3,176090.2,173160.1,175862.1,177757.2,184810.8,181163.2,187664.5,190089.1,193141.9,194978.5,178920.4,181542.6,185872.8,196477.5,199578.3,203859,204582.5,210951.5,208837,211148.4,210155.7,207198.8,204329.1,,,,,,
Great Lakes,56,253216.7,258839.6,260912.8,258922.7,255329.6,251511.2,253492.6,260057.9,261386.8,262327.4,268447.8,270273.2,266241.7,266253.6,263245.5,262831.2,261128.4,259832.5,259816.3,261343.9,262587.3,266649.6,266700.5,269912.2,264652.8,270468.4,270505.7,275743.3,273259.7,275391,277624.2,274401.5,278484.6,278431.2,281705.3,282704.3,280618.8,281334.3,282824.5,281595.6,282825.8,280336.6,280508.3,279925.7,281469.2,281710.7,281579.5,281108.3,280046.6,283124.4,282855.8,284203.2,285089.9,286153.3,285986,287529.9,287486.7,287801.3,288652.3,286861.2,282883.8,273693.9,279253.4,279038.2,281289.9,284007.9,285986.1,289678.1,289930.4,287543,288001.2,284441.6,282848.3,,,,,,
Great Lakes,60,127208.8,127252.8,126498.5,127631.2,128794.8,129537.9,129575,129780.2,128870,130162.2,132700.1,135195.7,137689.5,139467.8,142070.1,141350.9,133307.8,129848.3,128443.9,128015.6,128308.8,130933.5,133934.3,135965.5,137108.2,137744.4,139129.3,139584.7,141393.2,143739.6,144007.6,139565.5,144706.8,142359.1,143614.3,145088.5,145412,147663.1,151042,150876,151632,152778.5,156402.9,156580.2,159470.5,158140.2,158749.5,160041.7,160217.3,161663.9,163460.9,164588.6,168381.6,172088.8,170773.4,170819.8,172384,172605.3,175026.9,174429.3,172715.9,159453.5,170784,172872.7,176521,184738.7,188202.8,192280.1,196488.8,197912.2,201676.9,205681.8,206161.3,,,,,,
Great Lakes,64,54365.3,53798.1,53018.8,51627.3,51898.9,52309.1,52330.2,50682.3,50299.6,48264.8,47072.9,46893.5,46834.3,48035.6,48816.4,47514.4,43435.1,43506,44619.6,44562.2,45160,45948.9,47317.2,48140.5,48619.4,48674.9,49234.9,49132.8,53679.1,52941.7,53973.7,56064.2,54471.5,55984.5,56493.5,56883.4,58719,58849.7,59162.3,59117.4,57219.3,57597.1,58073.8,58303.4,60335.3,58774.4,59285.6,61123.5,61918.3,63698.5,63840.6,67431.8,65779.2,64586.2,67138.6,67152.5,68421.6,68491.9,67914.8,67520.1,68250.3,66469.4,69806.8,73386.3,72403.7,74585.4,72899,76809.3,76264.2,77978.1,78751.2,80603.8,80062.8,,,,,,
Great Lakes,65,61348.9,61753.7,62067.8,62056,62342.4,62299.5,61878.3,62030.3,62915.4,64209.1,65711.9,66479.7,65722.9,65654.7,65452.1,64044.6,59911,57814.9,57359.3,58579.1,61558.6,62932.1,63976.2,65489,66207.2,66177.5,67082.2,67569.1,69091.4,69751.5,69001.4,69132,69092.6,69697.7,70597.7,71640.2,71742.9,72512,72861.8,72978.2,72866,72150.9,72563.3,71987.6,69887.4,69695.9,70237.2,72135.7,72405.1,73785.8,74606.8,75774.7,76076.9,76036.4,76834.6,77671.6,77380.4,77199.4,77063.6,76457.3,75756.3,64037,72219.4,74642.3,79764.6,80039.9,82932.8,85815.9,89221.1,89986.8,89853.6,88474.1,88636.5,,,,,,
Great Lakes,69,22648.9,22891.2,22831,22892.8,23727.3,23932.8,24095.8,24263.8,23968.2,24012,24206.4,24529,24681.7,25209.1,25994.1,26419.9,27611.1,27479.7,27589.7,27633.1,27932.2,28397.6,27945.6,28418.7,28343.6,28364.3,28388.6,28198,28248.7,28342.3,28082.2,28045.6,27587.7,27455.1,27413.1,27571,27254.4,27429.7,27356.5,27247.4,27004.7,26907.6,26862.1,27099.6,27437.7,27622.2,27208.2,27355.1,26848.5,26431.1,26402.8,26238.7,26662.2,26564.7,26592.1,26796.4,26894.7,27170.1,27162.2,26384.6,25656.7,22749.5,23631,23128.3,23612.5,24452.2,25050.2,25171,25255.3,24729.3,24852.2,25340.1,25119.6,,,,,,
Great Lakes,70,159765,161588.6,164410.1,165307,168626.2,170166.6,168998.8,168968.9,166918.9,167216.8,168197,169585,172879.6,175384.8,178332.5,180158.4,179297.4,179287.4,178434.2,179288,175648.7,177927.9,178642.9,179351.1,178418.9,180161.7,181653,182739.7,183315.5,182831.8,183118.2,184742.3,185220.7,185400.3,186910.8,186409.6,186277.3,186388.8,188299.5,189329.1,192092.6,192925.4,194050.5,195609.9,197147.6,198846.8,197268.8,199268.5,199889.7,201625.4,202656.6,203037.2,205319.5,205525.8,207111.1,207830.9,208376.7,208584,209951.6,210658.6,209416.4,182176.5,209536.3,215099.8,208386.5,211591.9,211564,215329.8,217372.5,218901.7,221406.8,223780.5,228078.1,,,,,,
Great Lakes,76,20430.9,20395.9,20955.4,21240.9,20687.5,20858.6,20359.3,20196.9,20673,20592.1,20614.1,20222.8,20374.6,20273.4,20200.4,19719.6,19202.9,19411.9,19215.5,19363.7,20275.5,20140.9,20146.4,20781.2,19568,20154.6,20651.6,20207.9,20983.9,21517.6,21844.6,22601.3,22541.1,23051.2,22782.9,23526.9,23189.2,23194.5,23360.7,23099.1,23352.3,22869.2,22426.9,23362.5,22851.2,23042.6,23401.5,24326.9,23438.4,23913.4,24367.5,23991.6,24145.2,24992.6,24638.3,24254.6,24460.4,24085.6,24612.3,25185.3,21316.3,9876.5,15147.8,16560.4,18148.3,19418.9,21005.2,21872.6,22158.2,23184.3,24455.3,24556.6,25125.7,,,,,,
Great Lakes,79,54429,54608.3,54851.9,54649.1,56035.1,55366.7,54909.4,55036,56679.1,56033.1,55580,55964.2,54645,54738.2,54529.5,52818,51484.9,50413.8,50247,49926.5,51124.2,51423.7,52079.3,52046.2,53274.2,53915.3,54188.2,54070.6,55631.8,55668.4,55299.3,55955.2,56662.6,55875,55952.6,56599.4,57061.3,58163.4,59110.1,59162.2,60670.8,61198.5,61588.9,62031.1,61201.2,61019.4,61243.3,61820.3,62612.3,62062.6,61928.8,61785.6,60806.8,60973.3,61182.8,62117.7,61592.8,61364.4,62121,61337.7,57221.8,34519.2,51363,46806.9,52344.4,59747.4,62527.5,62781.5,62707.2,63707.2,63518.5,62620.4,63962.1,,,,,,
Great Lakes,82,59144.2,59155.6,59608.3,59348.7,59070.2,59029.8,58415.9,57922,57781.2,57239.4,56522.4,56054.4,55199.2,54724.7,54428.4,54160.7,52631.7,51636.7,50824.5,50413.7,49776.5,50358.1,50761.3,50711.3,50105.6,50427.8,50017,49872.8,50572.3,50459.7,50685.1,50314.1,49706.4,49400.5,49577.7,49902.7,50308,50489.8,51313.3,51505.3,51022.4,50960,50882.3,50650.2,50230.2,50133.3,50101.1,50174,49896.2,50012.2,50240.2,50933.8,51116.3,51461.9,51358.3,51513.5,50725.4,50731.3,51332,51568.8,50292.9,41240.2,47553.1,47439.3,46782.5,48601.7,49378.9,48968,49130.3,49172.3,49434.1,49217.3,49245.6,,,,,,
Great Lakes,83,257464.6,259224.2,258867.3,259125.1,260104.2,260882.4,261283.7,257557,256127,252626.9,251592.1,251234.4,254088.6,255702.4,255787.6,253361,250592,252137.1,252758.3,254945.4,255487.2,256457,255182.1,255073.7,251326.8,250291.8,250612.9,248731.7,250338.3,246940.4,247603.1,246537.7,244571.2,244284.3,242314.6,241200.6,241109.5,242740,240076.5,242330.3,239178.4,240491.8,238002.1,239022.4,238036.1,238551.5,240209.3,240493.7,241213.8,241036.3,243370.6,241600.9,240733.3,240266.8,241056.5,240008.3,238608.1,241000.8,242777.6,245430.5,244487.6,232224.8,237070.2,239356,235294.6,237875.4,240507,240994.1,240694,240273.2,241218.8,241994.9,244014.3,,,,,,
Great Lakes,84,36192.8,36010.9,35758.7,35791,35633.4,35652.9,35508.3,35480.7,35320.6,35349.2,35595,35574.4,35618,35454.4,35308.2,34821.8,34854.2,35563.3,35219.6,35565.7,36484.6,36978.7,36839.1,36588.9,36302.1,35841.6,35463.2,35562.7,35546.2,35602.7,35547.5,35263.5,35075.4,34720.2,34009.9,34017.3,34562.6,34743.9,34941.1,35212.9,35584.4,35840.7,35899.4,36013.5,36226.6,36284.2,36476.3,36652,36854.8,37142,37406.4,37508.3,37555.8,37700.8,37749,37656.8,37007.5,37642,37925.8,38060.5,38262.2,38787.2,40676.5,39308.3,39175.2,39001.8,38824.1,38612.5,38830.2,38651.8,38484.5,38916.9,39622.8,,,,,,
Great Lakes,85,12134.3,11978.6,12089.2,12134.4,11554.9,11651.1,11650.4,11648.5,11619.4,11483,11541.4,11596.7,11887.5,12068.1,12265.2,12363.5,12545.3,12547.8,12461.8,12677.6,12639.3,12428.5,12175.2,12189.8,11930.1,11778.4,11610.9,11600.7,11356.9,11456.5,11522.9,11360.5,11219.3,11275.1,11226.9,10824.5,10732.6,10455.9,10561.4,10538.8,10244.2,10265.7,10245.7,10295.5,10681,10752.8,10774.8,10798.3,10789.7,10867.8,10651.5,10700.5,10407.7,10397.1,10187.6,10321.5,10278.8,10519.4,10719,10718.1,10638.7,10813.8,11261.9,11377.4,11760.1,11844.2,11636.1,11455.1,12135.3,11786,11811.2,11724.5,11109.4,,,,,,
Great Lakes,86,209125.1,211251.4,211038.8,211216.8,212974,213636.3,214190.3,210468.1,209223.4,205812.8,204456.4,204061.5,206588.9,208194.5,208227.6,206186.5,203193,204021.1,205075.8,206699.8,206352.5,207038.7,206159.1,206289.3,203086.9,202670.3,203545.4,201565.9,203439.1,199878.9,200531.5,199913.2,198280.9,198288.9,197065,196340.3,195811.3,197521,194584.8,196582.1,193384.5,194421.6,191919.3,192774.4,191230.5,191618.5,193057.1,193150.1,193679.4,193157.3,195422.5,193528,192900.6,192312.3,193246.5,192172.1,191445.4,192983.9,194281.5,196767,195710.2,182990.2,185613.9,189009.9,184789.2,187410.3,190353.8,191194,190073.1,190143.1,191203.2,191650.5,193551.1,,,,,,
Plains,1,966607.6,971451.1,979879.3,976775.7,985296.4,994875.2,983361.1,986360,993190.6,1007710.6,1010267.4,1019680.3,1023080.6,1029485.3,1020970.5,1000895.5,988593.6,987662.3,994883.6,1004997.6,1002519.6,1015203.9,1025206.3,1035244.3,1029480.5,1040879.4,1040228.2,1058521,1071115.4,1074612.5,1065962,1063030.1,1074927.6,1076132.3,1085915.8,1091045.9,1089583.9,1110887.4,1124036.4,1126295.6,1128554.9,1129987.3,1133095.2,1134456,1131238.6,1132622.3,1143981.6,1148601.1,1147542.7,1149185.2,1146175.9,1154692.2,1164609.1,1172160.6,1177206.2,1177238.3,1174383.4,1181171.8,1193258.1,1197187.7,1186465.2,1093316.7,1172442,1187683.4,1199288.1,1216475.4,1207896.8,1215684.4,1220619.5,1215718.9,1220891.8,1221618.7,1236673,,,,,,
Plains,2,845886.2,850856.5,858728.2,854710,862971.3,871940.2,860375.8,863527.7,871248.6,885665.7,887829.4,896862.9,899451.8,904972.7,896093,877053.4,864757.8,863084.1,869876.2,879098.8,876257.7,888911.7,898679.5,909252.6,904441.7,915864.3,916093.6,933474.2,947070.3,950685,941989.8,939409.9,952091.8,953283.5,963992.4,969378.1,967493.9,988143.9,1001641.8,1003777.7,1006059.9,1007234.1,1010697.7,1011793.5,1008079.8,1009415.5,1019702.2,1024138.7,1023401,1024749.5,1022111.7,1029637.8,1040523.1,1046960.7,1051812.7,1052655,1049816.1,1055267.7,1066597,1069696.8,1058938.3,971250.2,1048164.2,1062979,1076403.4,1093080.6,1084372.2,1092068.9,1097665.8,1093302.7,1098159.3,1098410,1112516.5,,,,,,
Plains,3,34562.1,35593.2,34833.5,34134,33058.3,38605.1,35167.2,31409.2,38715.4,34178.3,31705.7,33153,42861.7,41394.4,39521.4,40475,42512.5,43046.6,46502.8,47525.8,38788.2,42071.2,43802.3,43241.5,48921.7,44429.9,44440.2,47796.5,45232.2,46272.6,41792.6,45284.6,48984.7,52628.5,52191.4,49862.3,45442.5,47604.5,47272.3,48835.3,44247.2,46226,48743.1,49034.4,51275.7,51693.6,51319,47610.1,49503.1,48684.3,43137.7,42720.2,49662.4,48518.1,47551.9,48762.1,43196.1,46072.2,47842.1,48174.2,54839.3,42092.8,45132.7,55540.2,51356.1,57946.4,49961.6,40149.8,45107.1,47138.1,46225.6,40249.9,52046.1,,,,,,
Plains,6,7608.7,7183.2,6620.2,6588.3,6865.1,7178.9,7036.4,7206.6,7306.9,7151.1,7126.8,7026.1,7120.3,6897.7,7184.2,8778.5,8398.2,6854.5,6922.4,7053.7,7745.4,9580.9,10366.2,10745.3,10836.2,11461,12207.6,13467.8,14069.4,15920.3,15405.5,14911.8,15361.9,15315.4,15986.1,17057.9,17082.8,18305.9,18480.4,18950.9,17247,13827.4,13562.2,13656.3,14583.1,13005.6,13410.1,13537.4,14498.1,16094.9,17088.9,17460.9,17174.4,18353.3,18425.4,18907.3,19140.4,19391.4,20119.1,20321.6,22092.8,18436.9,17384.7,16912.3,16901,16806.9,17470.3,16867.7,15896,15737.8,16561.4,17263.8,17719,,,,,,
Plains,10,12684.3,13006,13209.7,13394.3,12763.7,14091.8,14238.5,13896.5,14274.1,14575.8,14673.9,14738.8,15650.7,17005.1,17559.6,15019.9,14904.4,15569.7,16162.1,17010.4,17888.9,17705.2,18009.3,18588.8,17665.5,19257.6,19365.9,20297.8,19916.1,19889.8,19976.2,19768,19887.3,20349.8,19846.9,19624.4,18386.3,18530.6,18786.4,18787.8,17283.4,18815.2,19117.6,19089.1,20217,20593.2,21411.9,21500.1,19900.6,20409.7,20354.4,20908,19676,20260.7,19553.3,19414.3,18836,19321.9,18523.7,19756,19347.6,19678.8,19775.4,19392.4,18515,19102.2,18735.7,18347.9,18558.8,18468.7,17736.6,17579,17421.3,,,,,,
Plains,11,48117.5,47362,46665.2,45397,46060.1,45342.7,43775.6,42408.4,43296.5,43986.3,44153.1,43279.8,41279.9,41370.9,42267.2,39766,37907.9,37684.5,39035.4,36999.9,36020.3,36128.5,35490.3,35838.2,35112.5,36127.7,36511.2,36915.2,38174.8,38333.9,37468.4,38126,38250.2,38651.5,40133.4,39632.5,38991.3,39770.7,39794,40358.8,41349,41403,40890,41084,41956.3,41981.6,42522.5,42802.9,43673.8,42051.1,41776.2,42616,42594.1,42041.7,42566,42478.1,42526.8,43470.6,43766,43293.6,42525.8,41601.5,42091.2,43075.5,44300.8,44730.8,43567.1,41778.4,41265.4,39074.7,37329.5,37151.3,37651.8,,,,,,
Plains,12,135881.7,137864.5,139302,142026.8,145915.4,147983.9,144433,147074.1,144473.6,146769.4,148550.3,152155.7,147641.4,152686.5,148366.7,145148.3,128855.2,130156,130858.7,135935.7,136149.7,141025.8,144447.5,143502.3,141596.8,146217.5,145242.8,148284.4,154042.3,152981.9,148385,144636.3,146879.7,146938.2,147787.8,149480.7,149212.4,155301.9,158858.9,159350.7,159544.4,155864.9,157066.4,154042.9,150754.7,149889.5,150780.2,150546.8,148928.8,152503.8,153145.1,156226.8,156465.5,158564.2,158762.8,159898.5,158002.8,159453.9,162550.7,161139.2,159443.6,142441.1,159462,161156.1,164741,166487.6,165589,171761.1,171899.5,168785.2,169044.2,171722.3,169786.5,,,,,,
Plains,13,69262.7,71184.1,72189.8,74113.1,74224.6,75922.6,74117.5,75832.7,74659.3,76044.9,77688.1,78545.4,78668.4,79458.7,78595.8,72324.6,64776.3,62150.3,61420.9,63936.7,66748.6,72329.1,77314.4,77349.7,74627.8,76881.9,77173.4,81363.7,81703.7,83515.7,83132.9,81746.6,81489.9,79846.7,80187.8,81002.5,82418.7,84669.8,87445.1,86944,88458.9,87483.9,88167.2,86735.5,84166.7,83670.8,83438.2,83645.5,83403.9,84620,85435.2,86792.1,85494.4,86231.2,86527.4,87783,88081.2,88809,89446,88194.2,87688.8,75852.1,86557.6,87540.5,91187.5,93070.2,91647.5,95166.9,96444.9,96227.8,96182,98245.3,96782.4,,,,,,
Plains,25,66974.7,66696.5,67035.9,67672.9,72068.8,72251.6,70496.7,71314.5,69824.9,70678.8,70629.4,73681.8,68424.2,73150.5,69462.2,73278,64420.8,68877,70474.8,73046.9,70041.2,68956.3,67072.4,66065.6,67023.7,69419.1,68131,66907.1,72385.8,69441.8,65230,62889,65372.3,67103.8,67619.7,68500,66777.7,70641.3,71410.4,72419.7,71064.3,68336.5,68857.6,67265,66560.8,66188.8,67334.9,66879.5,65484.7,67866.5,67684.4,69418.6,70964.4,72331.7,72233.6,72104.1,69878.7,70598.6,73091,72948.9,71752.7,66680.2,72933.6,73655.3,73567.9,73447.6,73956.1,76618.2,75553.8,72802.6,73087.2,73757.6,73244.6,,,,,,
Plains,34,66280.9,66166.1,66688.1,67657.9,68128.4,67653.1,67592.6,67270.5,67762.1,69792.1,70042,70871.4,73235.9,72853,72685,70117.6,66838.5,64731,64910.1,67900,67686.9,69676.1,71854.6,70912.2,70318.8,70620.2,70077.9,73748.5,73004.4,75463.2,75426.5,75104.4,76403.8,75517.3,77145.2,78231.3,77266.2,79287.5,81823.6,81461.8,80600,80780,81003.1,80540.8,78950.6,79196.3,79706.5,79619,79367.6,79283.6,78245.5,78363.7,80846.1,79741.2,80119.1,79337,78785.5,76575.3,77571.5,78604.7,78628,73261.7,80320.3,80149.4,81996.5,81545.6,80100.7,81730,82370,80427.6,82013.3,82748,82386.4,,,,,,
Plains,35,61076.2,62536,63453.3,61336.6,61830.3,62218,60404.1,60875,60132.5,59198.8,59193.3,59862.7,59917.9,59841.9,59237.2,58017.6,58651.2,58173.9,57595.7,59055.2,59007.5,59879.8,60071.1,60143.1,59640.4,59600.3,59231.5,60209.4,60309.8,59095.5,60513.5,60358.3,62543.3,62206.9,62155.6,62169.4,61829.6,62299.7,62761.9,62314.4,63155.2,64416.1,65057.5,65192.5,65850.1,66311.1,66892.5,67554.3,67274.5,67436.9,68681.6,68372,69234.7,68794.1,69445.3,69105.4,69078.2,69499.7,70394.2,70136.3,68357.1,64545.4,69385.4,69014.3,71930.4,68191.8,65807.6,66457.1,64653.3,64749.2,65771.5,67282.8,68966.2,,,,,,
Plains,36,36620.3,37131.4,38697.6,38739.1,38198.4,38954.3,38715,38864,37347.2,39274,38004.3,39069.7,38496.1,38814,38238.8,38236,35617.7,35497.8,35292.6,35925.3,35515.9,36343.6,37260.5,37152.4,38463.2,38562.2,38097.8,38685.2,38899.1,39057.5,39114.7,39395.8,40008.3,39452.9,39418.9,39714.9,41058,41123.6,42102.2,42211.7,40771.9,41516.4,42042.2,41607,40055.1,40216.3,40031,40973.5,41730.2,42091.2,42212.3,42647.8,42171.4,42010.1,42401.4,42633.9,40447.3,40576.1,41031.9,40643.3,40102.7,32194,37458.2,37140.1,38363.9,37170.9,38351.7,38881,37132,37111.9,37898.2,38609.7,38752.2,,,,,,
Plains,45,33661.4,33379,33843.5,31756.1,35414.3,36883.1,36177.4,36555.4,37403.4,38964.7,39776.4,41948.4,40476.4,42059.7,42866.2,41734.7,38815.7,39602.7,40328.4,41202.6,38909.2,38560.1,38549,40420.6,38859,39705.2,40044.9,38359.5,39723.8,39286.5,37523.8,37385.3,41484.8,41451,41636.5,40678.9,41924.5,41707.7,41692.4,41587.5,40886.8,40724.9,41020,41629.7,42047.9,42017,42669.9,43141.7,44067.6,44692.1,44713.4,44848.9,44615.8,45786.6,46441.1,46776.3,45935.1,46184.5,46729,46153.2,48419.2,46614,48266.8,50318.9,49105.5,52682.5,52250.1,54230.6,57790,56317.6,58344.8,60000.9,60519.6,,,,,,
Plains,51,78645.7,79858.6,81524.9,80492,78582,77167.1,78048.2,79168.9,80879.5,84763.3,83513.7,79829.8,77665.9,74970.5,67449.2,56905.9,79899.1,84689.5,85627.4,82567.6,83348,78825.4,78512.5,81996.1,80734.5,81617.6,82141.6,84289.9,88047.4,87218.1,87101.3,83807.2,78296.1,78795,80447,83435.7,86696.8,91352.9,90935.1,90704.2,94640.2,94914.7,93123.7,95401.3,92818.8,94472.4,98925.4,101373.2,97533.5,94342.3,93581.7,92576.1,94107.2,95001,95727.4,92491.3,96100.3,95904.2,96660.2,100957.4,96145,98552.1,102092.7,104895.1,105462.1,107302.8,105991.6,106951.5,106409.1,106394.6,105494.5,103672.7,101769,,,,,,
Plains,56,100828.1,101351.5,101094.1,100879,98692,100727.2,100138.1,102286.1,104462.4,106851.3,109549.8,110936.9,109648,109758,108668.4,108663.7,109506.2,108185.5,109014.8,109822.4,111138.8,113101.7,113100,114875.6,113443.9,115955.8,116248.4,119123.5,119029.7,120120.9,121496.9,120270.3,121646.3,121620.5,123224.7,123280,122731.8,122951,124000.1,124569.8,125812.4,125914.7,126476.2,126653.9,125029,125708.7,125393.8,124851.8,124350.2,125046.3,124515.2,124633.1,125241,125880.5,126343.2,127526,128575,129098.5,130051.6,129001.4,126609.8,123137.6,125138.3,124370.7,125892.5,126644.2,127459.8,129065.8,129239.9,128649.6,129105,127803.4,127589.2,,,,,,
Plains,60,44101,43737.9,43976.4,44166.9,45155.3,45108.2,45154.1,45589.3,45942.9,46487.2,47597.9,49152.9,49723.7,51227.4,52598.8,52668.9,51041.3,49217.7,48920.6,48715.3,49406.8,49875.1,50776.4,50737.5,50947.6,51953.3,52015.6,52621,53613.5,54589.3,54582.6,54548.3,55245.1,54862.4,56166.1,56715.8,56194.5,57670.1,59456,59951.6,60479.3,60890.2,62029,62427.7,64749.1,64934.6,65197.4,65452.5,66093.1,66527.6,66369,67912.8,69129.8,70075.3,70142.4,70412.9,70503.2,70072.6,71229.8,71342.1,72360.7,67234.6,71541.1,70284.8,72595.8,74926.4,77100.1,78302.1,79552.4,80360.8,81703.2,83622.4,83963.7,,,,,,
Plains,64,26126.1,24957.9,25467.7,24902.5,26341.5,25265.7,24492.8,24147.1,23193.8,25283.5,24310.8,24599.3,26822.9,25966.2,27089.4,29548.5,22536.5,21377.5,21914.9,22318.3,24293.4,24948.2,25056.1,25951,25809.5,25630.2,24635.7,24177.5,24995.8,24932.7,25733.3,27448,27082.9,26215.3,27928.3,28411.6,29596.6,29113.4,30635.4,30495.6,31424.5,32500.9,30884.6,31230.9,31228.7,29898.7,30805.3,30722.9,32168.1,31839.6,32773.3,34105.6,33319.5,34395.2,35304.8,35591.2,38034.2,38280,37319,37168.3,36870.7,37423.3,37476.3,39836.7,40515.1,39697.1,39966.8,41025.4,43577.2,44400.9,44813.3,45800.3,45432.6,,,,,,
Plains,65,21408.8,21753.1,21932.3,21944.4,22271.3,22119.2,22108.4,22655.1,23021.4,23877.3,24279.4,24754.6,24362.1,24651.1,24869.3,24115.7,23247.1,22663.8,22472.6,22879.3,23672.7,24220.5,24518.9,24968.1,25127.1,25449.5,25673.8,25593.4,26091.3,25949,25807.8,25951.3,26091.4,26260.2,26645.1,26783.8,26902.8,27318.7,27621.7,27408.2,27067.8,27311.8,27226.4,27039.7,26567.3,26849.5,27164.9,27752.1,28460.3,28092.8,28418.6,28673.5,28933.2,29120.6,29570.6,29878.5,29510.9,29673.1,29838.2,29801.1,29748.5,26006.3,28511.8,29224.9,30572.9,31331.6,32003.4,33297.8,34263.5,34625.8,34702,34749,34905.3,,,,,,
Plains,69,9392.4,9272.9,9396.8,9361.4,9569.2,9634.7,9627.1,9616,9584.1,9663.8,9814.4,9948,10064.9,10203.1,10539.6,10585.7,11083.2,11091.2,11190.9,11219.7,11326.5,11306.7,11374.5,11410.4,11489.6,11361.7,11212.6,11159.4,11435.7,11423,11291.5,11151.3,10967.7,10909.5,11027.1,11000.3,10905.6,11033.7,10938.7,10834.5,10747.6,10685.1,10688.2,10893.5,10988.1,10973,10968.8,11013.3,10913.5,10730.3,10736.7,10721.9,10851.2,10995.5,10990.9,11110.2,11243.5,11267.2,11182.6,10942.5,10648.2,9316.5,9843.3,9492.5,9738,10053.1,10280.7,10496.5,10492.6,10379.6,10473.1,10523.4,10497.2,,,,,,
