Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1994:Q4,pct80to99,12991385,4268506,3400665,867841,8722879,1013601,216898,608294,431652,176642,179483,137650,41833,1650974,213829,311011,663731,2316793,1432564,115702,1925021,1917986,1483705,331718,3754,98810,7034,11066365,18661190,,
1994:Q4,pct60to80,5637926,2333319,1776426,556894,3304606,511397,46395,156808,122402,34405,46031,27516,18514,430246,122013,126743,192093,1212303,390433,70145,1112195,1108239,814152,268127,1648,24312,3956,4525731,19635003,,
1994:Q4,pct40to60,3655251,1484967,1123704,361263,2170284,426774,30869,87495,51248,36247,58165,40207,17958,233727,64760,63332,82253,832043,244813,46053,622668,620531,396875,209496,2273,11888,2136,3032584,19638706,,
1994:Q4,pct20to40,2407576,1106782,863219,243563,1300794,326968,29918,61412,45367,16045,8002,2065,5937,147533,46765,13836,44641,466653,123037,32030,348005,346488,199287,128445,891,17865,1516,2059572,19638517,,
1994:Q4,pct00to20,1198928,596904,474503,122401,602024,136983,9620,26287,21350,4937,6317,1770,4547,48411,15593,3817,17429,170962,150472,16132,150536,150026,78628,68475,530,2393,510,1048392,19636859,,
1995:Q1,pct99to100,5070342,1002885,725250,277635,4067457,339088,133236,657217,462988,194229,195104,167793,27311,1219980,73830,22694,191711,130131,1079525,24940,269318,267177,193540,13633,2299,57706,2141,4801024,984978,,
1995:Q1,pct80to99,13211547,4286218,3407129,879088,8925329,1018638,227312,596221,418345,177876,179054,137945,41109,1749078,215783,318330,695891,2358769,1448949,117303,1929295,1922303,1489167,335700,4112,93325,6992,11282252,18711583,,
1995:Q1,pct60to80,5722862,2365939,1799251,566688,3356923,513661,48205,143842,110034,33808,47679,28241,19438,455365,126232,128505,204312,1225717,391538,71868,1123280,1119231,825857,266598,1940,24836,4049,4599582,19689270,,
1995:Q1,pct40to60,3697829,1497987,1133167,364820,2199842,424643,31546,88245,49188,39058,55550,39453,16097,241079,65074,65767,90277,850259,240227,47174,626598,624484,400073,210246,2631,11533,2114,3071230,19692075,,
1995:Q1,pct20to40,2450605,1118269,871168,247101,1332335,329746,32385,62618,46056,16562,7736,1898,5838,154581,47470,13494,48816,474372,128164,32954,353391,351868,204476,126965,885,19541,1523,2097214,19692282,,
1995:Q1,pct00to20,1222523,604600,479238,125363,617922,137689,10332,21894,17191,4702,6240,1762,4478,50752,16275,4005,18944,173821,161324,16648,154695,154170,79323,71404,610,2834,524,1067828,19690571,,
1995:Q2,pct99to100,5242605,1009063,736628,272434,4233542,361215,139586,666707,461148,205559,199251,172187,27064,1316002,79458,23319,199372,133892,1089055,25684,270801,268524,193641,14009,2783,58092,2277,4971804,987731,,
1995:Q2,pct80to99,13413494,4283081,3390042,893039,9130413,1031371,242187,575975,412373,163602,177652,137272,40379,1854887,219321,332427,726465,2384090,1467134,118905,1959364,1952412,1503462,351144,4884,92923,6952,11454130,18762860,,
1995:Q2,pct60to80,5853265,2407532,1831893,575639,3445733,517623,50557,133421,104536,28885,48977,28604,20374,481888,130885,133411,215809,1266741,392825,73595,1154536,1150393,845108,277369,2465,25451,4144,4698729,19744297,,
1995:Q2,pct40to60,3755368,1528823,1156414,372409,2226545,424200,32541,87646,49053,38593,53002,38795,14207,248906,65665,69801,97997,862671,235819,48297,639297,637205,406061,216543,3303,11299,2091,3116071,19746437,,
1995:Q2,pct20to40,2510259,1148440,901587,246853,1361818,333259,35229,63457,47564,15893,7593,1860,5733,161874,48203,13465,52916,478529,133415,33880,364854,363324,210400,130893,954,21077,1530,2145405,19746921,,
1995:Q2,pct00to20,1252497,615700,491743,123957,636797,138407,11072,20352,16247,4105,6092,1688,4404,53251,17113,4258,20465,176120,172501,17166,157655,157116,80165,73167,774,3009,539,1094842,19745032,,
1995:Q3,pct99to100,5420328,997077,726020,271056,4423251,372509,141058,680737,461180,219557,202748,175927,26820,1440113,83531,23793,209456,137400,1105961,25946,274730,272314,195287,15080,3240,58707,2416,5145597,990530,251934,427079974
1995:Q3,pct80to99,13548770,4184635,3281625,903009,9364135,1021717,248840,579451,407376,172076,175987,136338,39648,1990488,219559,341931,768113,2406861,1493017,118171,2003029,1996116,1519024,368963,5570,102559,6913,11545741,18815100,59911,251934
1995:Q3,pct60to80,5953853,2413160,1830037,583123,3540694,516631,51905,130130,99918,30212,50164,28839,21325,513713,134700,136172,231903,1306396,395206,73774,1187375,1183135,863310,290590,3002,26233,4239,4766479,19800129,37073,59911
1995:Q3,pct40to60,3809561,1554776,1177688,377088,2254785,418616,32914,92494,49136,43358,50501,38202,12299,258632,65681,72755,107526,874660,233050,47956,655534,653466,413773,224410,3977,11305,2068,3154027,19801879,22825,37064
1995:Q3,pct20to40,2541924,1151260,903964,247296,1390664,334713,37461,66155,49132,17022,7495,1866,5629,170064,48893,13220,57480,482680,138709,33794,378362,376826,216863,136684,969,22310,1536,2163562,19802499,12289,22812
1995:Q3,pct00to20,1273635,617254,493802,123452,656381,139095,11788,19668,15675,3993,5928,1597,4331,56367,17632,4467,21958,178351,183981,17147,160102,159547,82080,73873,939,2655,554,1113534,19800298,0,12289
1995:Q4,pct99to100,5605309,1014017,743948,270069,4591292,371431,150329,683301,461674,221628,213423,187603,25820,1567463,80752,23930,214057,144174,1116433,25999,281194,278820,195688,17311,4274,61547,2374,5324115,993373,,
1995:Q4,pct80to99,13925742,4241996,3327218,914778,9683746,1034068,256273,609434,405602,203832,181569,142796,38773,2149102,229068,342777,808344,2426173,1527027,119910,2030767,2023626,1534018,384535,8112,96960,7141,11894975,18868351,,
1995:Q4,pct60to80,6082538,2426427,1840089,586338,3656110,515778,57005,140954,99466,41488,50891,29574,21316,542688,136667,143880,250128,1347704,395947,74469,1222973,1218720,874634,312239,4182,27666,4253,4859564,19856785,,
1995:Q4,pct40to60,3851522,1565599,1183210,382389,2285923,416790,34321,97612,50574,47038,51425,39087,12337,269757,67251,72681,113681,877629,236243,48532,671699,669615,417936,235769,5154,10756,2084,3179822,19858450,,
1995:Q4,pct20to40,2579593,1155646,904981,250665,1423946,341626,39221,70150,49497,20653,7720,1830,5890,177997,48699,13624,57611,490065,143219,34014,386400,384885,217800,144430,1418,21237,1515,2193193,19859045,,
1995:Q4,pct00to20,1277607,614869,489802,125067,662738,143164,12592,22001,15997,6004,7045,2949,4096,58746,17768,4199,21658,180615,177651,17300,159424,158870,80433,73876,1288,3272,555,1118182,19856396,,
1996:Q1,pct99to100,5697014,1026041,754394,271647,4670973,379531,168000,661903,439576,222328,219491,194691,24800,1626581,76652,24080,218020,150712,1120122,25880,283763,281439,197593,15744,3160,64943,2324,5413251,996257,,
1996:Q1,pct80to99,14221078,4313945,3385720,928225,9907133,1064769,277422,602372,393010,209362,183010,145129,37881,2235180,235901,343965,847050,2442473,1554160,120830,2069425,2062059,1560668,379749,5977,115666,7365,12151653,18922520,,
1996:Q1,pct60to80,6197651,2452957,1861915,591042,3744693,519239,63929,136718,91368,45350,50221,28925,21296,559013,137935,151708,267970,1387718,395625,74617,1242904,1238638,894323,311765,3056,29494,4266,4954746,19914189,,
1996:Q1,pct40to60,3878932,1573143,1185273,387870,2305789,419351,36704,94139,49228,44912,52290,39939,12351,276318,68355,72688,119598,880024,237730,48592,679175,677073,426643,236246,3385,10800,2101,3199758,19916037,,
1996:Q1,pct20to40,2621041,1166989,911524,255465,1454052,350256,42025,70378,48160,22217,8368,2238,6130,183847,48465,14043,57543,497429,147825,33875,382533,381039,219941,140814,881,19404,1493,2238509,19916472,,
1996:Q1,pct00to20,1282761,620030,491836,128194,662731,147248,13438,20089,12678,7410,8016,4174,3841,59653,17638,3935,21301,182797,171354,17263,161497,160942,79692,77890,753,2608,555,1121264,19913253,,
1996:Q2,pct99to100,5800139,1035091,768910,266181,4765047,372700,165807,686128,462510,223618,217823,194062,23761,1695043,73429,24199,218902,157247,1127989,25780,292082,289802,200912,16823,4153,67914,2281,5508056,999174,,
1996:Q2,pct80to99,14458907,4368254,3428112,940142,10090653,1064863,264498,625186,402105,223081,177744,140770,36974,2331307,244664,344162,872593,2458232,1585555,121849,2102321,2094725,1584304,387549,8536,114335,7597,12356585,18977481,,
1996:Q2,pct60to80,6311875,2476724,1883405,593319,3835151,515944,66964,150023,98533,51490,47295,26028,21267,577238,139704,159027,280408,1427725,395995,74826,1273356,1269077,909094,324755,4212,31015,4280,5038518,19972239,,
1996:Q2,pct40to60,3913227,1589653,1195292,394361,2323574,415046,36709,98003,53367,44636,53338,40995,12343,283633,69796,72460,123312,882304,240263,48710,696305,694187,435663,243831,4348,10346,2118,3216922,19974491,,
1996:Q2,pct20to40,2668594,1185510,928473,257037,1483085,355808,42316,74620,50202,24418,9802,3449,6353,190048,48258,14413,56826,504832,152387,33775,388052,386580,222254,144881,1275,18171,1471,2280543,19974663,,
1996:Q2,pct00to20,1294372,624392,496615,127777,669980,151132,14242,25592,16599,8992,8605,5036,3569,60794,17691,3663,20958,184974,165081,17247,163304,162749,79981,78740,1025,3003,556,1131067,19970769,,
1996:Q3,pct99to100,5841446,1050357,787001,263356,4791089,371660,173952,699526,476304,223223,218182,195474,22707,1686913,71694,24284,221069,163726,1134259,25824,300097,297862,204582,17841,4532,70907,2235,5541349,1002115,,
1996:Q3,pct80to99,14622008,4425613,3471480,954132,10196396,1076457,268614,615179,406397,208781,173791,137733,36058,2345151,256632,343345,905429,2472866,1615359,123573,2134644,2126817,1609461,395012,9822,112521,7828,12487364,19033105,,
1996:Q3,pct60to80,6408675,2499980,1902650,597331,3908694,515388,72219,152210,102675,49534,44643,23406,21236,580892,142306,165817,296161,1467434,396125,75501,1303561,1299268,924670,337322,4732,32545,4294,5105113,20030835,,
1996:Q3,pct40to60,3947289,1612840,1211631,401209,2334450,413526,37931,94891,56460,38431,54448,42120,12328,285591,71796,71994,128256,884356,242394,49266,713126,710992,445361,251248,4509,9875,2134,3234163,20033659,,
1996:Q3,pct20to40,2705851,1196486,936330,260157,1509365,362409,43907,75859,51545,24314,11155,4583,6571,193703,48096,14734,56287,512260,156979,33977,393362,391912,224785,148773,1417,16938,1450,2312490,20033499,,
1996:Q3,pct00to20,1302037,627992,499002,128990,674045,155005,15099,28985,19163,9822,9387,6099,3287,60256,18052,3384,20533,187128,158824,17392,165209,164653,80504,79651,1070,3427,556,1136828,20028841,,
1996:Q4,pct99to100,6033332,1066804,798780,268024,4966528,366151,184983,714567,491245,223322,238234,216591,21643,1774773,70166,23629,239377,169332,1159498,25817,306211,304025,206990,19296,3666,74073,2186,5727121,1005076,,
1996:Q4,pct80to99,14971463,4478769,3517599,961171,10492694,1078587,277139,615716,410874,204842,185614,150478,35137,2462221,269130,321163,1016332,2477416,1664314,125061,2172013,2163956,1631867,406026,7943,118120,8057,12799450,19089267,,
1996:Q4,pct60to80,6549887,2520380,1921391,598990,4029507,512747,78164,157718,107259,50459,46987,25774,21213,603047,145042,162123,345977,1502297,399389,76017,1335531,1331224,939589,353638,3800,34197,4307,5214356,20089876,,
1996:Q4,pct40to60,3996086,1632874,1230143,402731,2363212,409927,39467,94365,59773,34592,54740,42419,12321,294452,73888,66503,146441,884489,249267,49672,728534,726383,453198,260334,3265,9585,2151,3267552,20093389,,
1996:Q4,pct20to40,2728388,1189890,925062,264828,1538498,367912,45838,77971,52970,25001,10597,3797,6800,200636,47940,14053,58638,519502,161338,34074,398911,397484,226805,154206,999,15474,1427,2329477,20092863,,
1996:Q4,pct00to20,1309424,628315,496131,132184,681108,158718,15973,32872,22009,10863,11581,8576,3005,61873,18460,2918,19542,188984,152706,17480,165267,164711,80182,80378,688,3461,556,1144157,20087369,,
1997:Q1,pct99to100,6055578,1078633,809358,269275,4976945,363131,199625,677063,459603,217460,234480,213929,20551,1784271,67576,23811,236070,175983,1189082,25854,311104,309029,209361,17553,4888,77226,2075,5744474,1008047,,
1997:Q1,pct80to99,15100352,4528707,3555422,973285,10571645,1085537,291310,556988,395204,161784,177386,143194,34191,2494729,279501,323190,1025731,2492855,1717651,126766,2186353,2178116,1647882,396710,11453,122070,8237,12913999,19145839,,
1997:Q1,pct60to80,6620600,2543316,1940537,602779,4077284,511323,84905,135813,95811,40002,42613,21447,21166,610132,147221,170111,352055,1542999,403438,76673,1342006,1337695,948705,347836,5319,35835,4311,5278594,20149260,,
1997:Q1,pct40to60,4013822,1647359,1239741,407618,2366463,407565,41380,79802,56847,22955,56148,43883,12265,297730,75608,66711,147449,886647,257213,50210,733857,731685,459178,258965,4291,9251,2172,3279965,20153532,,
1997:Q1,pct20to40,2751819,1193089,923868,269222,1558730,373817,48170,73122,50902,22221,12571,5584,6986,204872,47751,14497,56954,527050,165663,34262,394795,393391,228388,149450,1506,14048,1403,2357025,20152636,,
1997:Q1,pct00to20,1306249,629527,494663,134864,676721,162398,16851,27427,16791,10635,12295,9605,2689,61762,18656,2671,19157,191185,146704,17617,168728,168175,79935,83661,994,3585,554,1137520,20146253,,
1997:Q2,pct99to100,6443487,1088171,824987,263184,5355316,361871,198588,674654,455526,219128,243864,224387,19477,2114063,66327,24531,253789,183459,1208270,25900,318256,316289,212380,18011,5418,80480,1967,6125231,1011022,,
1997:Q2,pct80to99,15745354,4579442,3596325,983117,11165913,1095874,278656,562655,391503,171151,179503,146228,33276,2873406,292773,340560,1136581,2516867,1760507,128530,2224277,2215857,1670807,401334,13332,130384,8420,13521078,19202694,,
1997:Q2,pct60to80,6845881,2577124,1973515,603610,4268756,510805,88777,138469,93918,44551,41558,20370,21188,679202,150153,185741,402563,1588310,405813,77365,1368102,1363787,963104,357068,6071,37545,4316,5477778,20208887,,
1997:Q2,pct40to60,4097312,1671072,1257867,413205,2426240,406114,41549,79699,57528,22171,56951,44621,12330,324112,77834,70519,165730,890394,262555,50782,748123,745931,467609,264756,4540,9025,2192,3349189,20213934,,
1997:Q2,pct20to40,2810525,1211631,941509,270122,1598893,380013,48684,74815,50873,23942,13349,6060,7289,220302,47602,15666,59025,534837,170129,34472,397946,396566,230634,151710,1732,12491,1379,2412579,20212702,,
1997:Q2,pct00to20,1321510,634694,500967,133728,686816,166054,17790,28307,16358,11950,14120,11683,2437,68775,19129,2554,17985,193658,140680,17765,170320,169769,80053,85160,1078,3479,551,1151190,20205392,,
1997:Q3,pct99to100,6697423,1098390,840353,258036,5599033,362664,209319,670276,448691,221586,246823,228429,18394,2302588,64955,25042,267243,190665,1233374,26082,325338,323478,217654,18563,3374,83886,1860,6372084,1013993,,
1997:Q3,pct80to99,16235861,4629928,3632413,997515,11605933,1110273,285402,571036,386473,184563,175731,143372,32359,3099618,305882,352035,1228219,2537431,1809346,130961,2276780,2268175,1707419,407330,7917,145509,8606,13959081,19259705,,
1997:Q3,pct60to80,7034198,2610609,2003354,607255,4423589,511369,95011,141447,91178,50269,38351,17118,21233,720979,153037,198537,445000,1632136,409225,78498,1401458,1397137,986485,367655,3635,39362,4321,5632741,20268656,,
1997:Q3,pct40to60,4175007,1699292,1278478,420814,2475715,405736,43004,79969,57782,22187,58317,45886,12431,340326,80031,72943,180791,893464,269365,51769,766348,764136,481694,271090,2379,8973,2213,3408658,20274445,,
1997:Q3,pct20to40,2861448,1225431,953018,272413,1636016,386612,50555,76632,50604,26028,15036,7408,7628,230826,47449,16562,60250,542585,174542,34967,401792,400437,234457,154418,818,10744,1355,2459656,20272941,,
1997:Q3,pct00to20,1333018,639663,505703,133960,693355,169719,18715,28909,15510,13399,15660,13463,2198,72644,19582,2383,16876,196034,134769,18065,172300,171751,81571,86749,417,3014,549,1160719,20264685,,
1997:Q4,pct99to100,6853602,1115626,850572,265053,5737976,367251,220866,693618,474254,219364,258788,241518,17270,2346455,61373,24964,262501,196992,1279265,25903,335716,333960,221515,20239,5188,87017,1756,6517886,1016954,,
1997:Q4,pct80to99,16502744,4705845,3700897,1004948,11796899,1132455,293133,568570,396578,171992,178880,147475,31405,3170400,314459,346365,1234045,2547731,1879205,131656,2307642,2298847,1723647,416000,13282,145918,8795,14195102,19316746,,
1997:Q4,pct60to80,7153019,2644394,2034843,609551,4508625,513930,101494,147310,98999,48311,37325,16093,21232,735266,154736,202706,450064,1671083,416235,78475,1426274,1421948,993419,381632,5921,40976,4326,5726745,20328465,,
1997:Q4,pct40to60,4215296,1716811,1294898,421913,2498485,407317,44528,79864,62603,17261,58789,46349,12439,346438,81436,71336,181213,894564,281336,51665,783160,780927,488846,279856,3688,8538,2233,3432136,20334914,,
1997:Q4,pct20to40,2884726,1221652,943471,278181,1663074,394096,52504,78666,52952,25714,15646,7762,7885,236545,47227,16643,58136,550142,178760,34709,408680,407349,236512,159928,1523,9386,1331,2476046,20333237,,
1997:Q4,pct00to20,1345468,643922,505607,138315,701546,173483,19648,33748,19840,13908,17994,16095,1898,73351,19588,2071,16392,198108,129199,17966,173594,173048,82420,86509,789,3330,546,1171874,20324031,,
1998:Q1,pct99to100,7302245,1128531,866780,261752,6173714,360202,242141,676443,452432,224011,274021,257900,16121,2733719,58784,25617,281522,205952,1289444,25870,342516,340925,226330,18699,5610,90287,1591,6959729,1019897,,
1998:Q1,pct80to99,17282822,4786366,3768739,1017627,12496456,1129995,317028,580359,384838,195522,184258,153827,30431,3610577,325205,361945,1354145,2586858,1913015,133070,2330244,2321310,1747378,406537,14906,152490,8934,14952579,19373689,,
